DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-11-10 00:00:00;6;1;0;1;3;6;8;1;0;0;0;0;0
2020-11-10 00:15:00;3;0;0;0;1;7;5;1;0;2;2;0;0
2020-11-10 00:30:00;4;0;1;0;2;5;4;1;0;0;0;0;1
2020-11-10 00:45:00;6;0;0;0;2;3;2;0;0;1;2;0;0
2020-11-10 01:00:00;1;0;0;1;0;8;5;2;1;0;0;0;0
2020-11-10 01:15:00;2;1;0;1;1;4;6;1;1;0;1;1;0
2020-11-10 01:30:00;2;0;0;0;0;6;3;0;0;1;0;0;0
2020-11-10 01:45:00;2;0;0;2;0;2;1;0;0;0;1;1;0
2020-11-10 02:00:00;2;1;0;1;1;7;7;1;1;0;1;0;0
2020-11-10 02:15:00;1;0;0;0;1;11;9;1;0;0;0;0;0
2020-11-10 02:30:00;3;0;0;1;0;7;9;1;0;0;0;0;0
2020-11-10 02:45:00;2;0;0;0;0;8;6;0;0;0;0;0;0
2020-11-10 03:00:00;8;1;0;1;3;5;3;1;0;1;4;2;0
2020-11-10 03:15:00;6;0;0;2;2;6;1;1;1;2;2;0;0
2020-11-10 03:30:00;5;0;1;1;5;5;3;3;1;0;0;0;1
2020-11-10 03:45:00;3;0;2;2;1;6;1;2;2;3;3;1;2
2020-11-10 04:00:00;7;2;2;2;1;10;4;3;5;2;3;1;1
2020-11-10 04:15:00;6;1;1;1;4;9;7;3;0;1;2;1;1
2020-11-10 04:30:00;9;2;0;4;8;16;13;3;0;0;1;0;0
2020-11-10 04:45:00;21;3;0;2;6;20;13;1;1;2;0;0;0
2020-11-10 05:00:00;16;11;3;5;8;28;26;6;1;0;0;0;3
2020-11-10 05:15:00;26;13;3;8;21;36;35;10;5;1;1;0;4
2020-11-10 05:30:00;34;19;6;16;21;42;37;16;8;6;3;2;5
2020-11-10 05:45:00;30;25;8;16;37;60;56;24;12;11;2;0;8
2020-11-10 06:00:00;38;30;3;27;30;57;58;20;11;8;7;1;3
2020-11-10 06:15:00;43;41;11;28;39;67;72;19;9;10;5;1;9
2020-11-10 06:30:00;52;37;17;49;54;92;102;54;42;25;7;2;15
2020-11-10 06:45:00;57;69;11;58;58;106;125;66;60;46;12;2;11
2020-11-10 07:00:00;60;73;19;38;56;79;98;48;47;37;18;2;7
2020-11-10 07:15:00;75;71;23;53;53;83;110;51;45;35;21;10;20
2020-11-10 07:30:00;63;61;27;67;58;104;102;55;47;45;29;11;24
2020-11-10 07:45:00;64;61;17;68;62;123;154;75;58;55;29;13;16
2020-11-10 08:00:00;56;40;17;62;50;105;101;59;45;41;23;11;14
2020-11-10 08:15:00;55;57;13;64;38;88;98;52;40;35;22;13;15
2020-11-10 08:30:00;58;42;13;54;35;101;99;54;52;57;31;11;13
2020-11-10 08:45:00;56;48;20;69;35;108;103;64;50;43;32;9;19
2020-11-10 09:00:00;50;49;16;50;31;76;80;56;39;43;29;10;16
2020-11-10 09:15:00;70;53;19;57;38;89;86;58;38;40;33;18;20
2020-11-10 09:30:00;70;60;18;56;43;75;81;57;37;49;44;11;19
2020-11-10 09:45:00;72;61;25;59;34;83;95;68;58;57;52;16;24
2020-11-10 10:00:00;68;64;19;71;37;83;71;60;44;73;45;17;17
2020-11-10 10:15:00;69;48;22;57;30;86;93;66;40;67;51;20;17
2020-11-10 10:30:00;72;53;26;66;41;91;80;54;38;72;52;20;22
2020-11-10 10:45:00;70;56;19;63;38;94;84;65;48;93;65;27;18
2020-11-10 11:00:00;62;45;25;48;32;85;82;49;43;71;67;28;22
2020-11-10 11:15:00;62;54;27;71;28;65;82;52;44;78;83;23;16
2020-11-10 11:30:00;97;63;24;53;37;67;80;50;43;88;62;33;24
2020-11-10 11:45:00;78;51;24;62;38;73;62;51;40;80;67;26;23
2020-11-10 12:00:00;90;55;13;67;32;92;86;77;57;76;72;27;13
2020-11-10 12:15:00;77;60;15;60;35;82;69;61;48;85;86;41;15
2020-11-10 12:30:00;66;55;28;62;33;75;88;69;50;101;65;31;27
2020-11-10 12:45:00;68;50;21;45;36;73;76;51;42;79;80;32;14
2020-11-10 13:00:00;84;55;19;65;38;93;97;65;45;82;50;14;16
2020-11-10 13:15:00;64;68;28;55;27;87;77;57;41;79;39;28;27
2020-11-10 13:30:00;76;79;16;65;51;97;96;61;46;87;61;26;18
2020-11-10 13:45:00;86;61;26;61;32;86;95;53;42;80;62;25;22
2020-11-10 14:00:00;79;76;20;68;41;84;86;55;45;74;56;18;17
2020-11-10 14:15:00;83;76;17;49;38;99;85;63;48;79;56;28;18
2020-11-10 14:30:00;85;69;24;53;37;110;96;57;56;77;56;32;19
2020-11-10 14:45:00;68;58;17;40;35;109;91;72;46;84;64;18;19
2020-11-10 15:00:00;89;71;20;72;30;98;95;58;46;93;62;25;15
2020-11-10 15:15:00;72;61;30;66;36;96;80;75;47;82;73;24;29
2020-11-10 15:30:00;83;84;14;75;52;93;92;55;50;93;67;19;14
2020-11-10 15:45:00;82;67;24;68;54;124;90;64;51;104;67;21;20
2020-11-10 16:00:00;80;88;28;61;37;119;92;60;45;103;93;28;23
2020-11-10 16:15:00;75;75;28;74;33;93;105;67;53;118;76;28;25
2020-11-10 16:30:00;99;94;39;76;40;105;101;60;41;98;78;24;34
2020-11-10 16:45:00;86;80;24;69;41;123;105;68;56;117;72;28;22
2020-11-10 17:00:00;94;106;20;67;33;108;88;69;47;96;85;30;20
2020-11-10 17:15:00;74;65;29;58;32;94;76;57;40;112;88;23;27
2020-11-10 17:30:00;77;59;24;43;42;110;89;66;39;102;65;29;24
2020-11-10 17:45:00;80;50;21;62;34;75;57;63;36;108;62;20;19
2020-11-10 18:00:00;57;42;14;35;32;66;61;53;40;108;78;22;14
2020-11-10 18:15:00;52;42;17;36;33;62;58;51;32;92;68;22;17
2020-11-10 18:30:00;39;24;12;29;27;59;39;47;28;78;63;15;10
2020-11-10 18:45:00;34;17;12;29;25;46;41;49;34;91;64;15;13
2020-11-10 19:00:00;30;13;11;34;27;41;30;41;28;65;59;16;10
2020-11-10 19:15:00;26;12;4;24;18;36;32;27;18;69;48;11;4
2020-11-10 19:30:00;24;17;5;15;22;29;25;17;21;56;38;13;5
2020-11-10 19:45:00;19;10;6;15;12;24;33;19;14;40;38;11;6
2020-11-10 20:00:00;23;14;6;5;15;31;27;8;9;42;31;14;5
2020-11-10 20:15:00;20;5;8;8;17;27;26;8;7;23;21;4;9
2020-11-10 20:30:00;18;9;4;10;15;28;5;10;8;19;14;2;4
2020-11-10 20:45:00;21;12;0;7;13;18;9;10;11;18;9;0;0
2020-11-10 21:00:00;24;14;1;4;4;24;18;8;5;8;6;1;1
2020-11-10 21:15:00;17;5;1;4;8;26;25;8;4;10;9;5;1
2020-11-10 21:30:00;17;6;3;4;10;22;15;9;6;11;5;2;3
2020-11-10 21:45:00;9;4;2;2;5;24;13;4;4;7;3;2;2
2020-11-10 22:00:00;8;8;3;3;6;23;18;8;3;8;5;1;3
2020-11-10 22:15:00;13;7;2;0;3;35;30;7;4;4;6;1;2
2020-11-10 22:30:00;12;2;1;7;3;14;12;4;4;3;3;2;1
2020-11-10 22:45:00;9;3;5;2;5;7;8;5;4;7;5;1;5
2020-11-10 23:00:00;12;2;3;2;4;13;9;4;6;6;4;0;3
2020-11-10 23:15:00;4;1;1;2;3;7;13;5;4;4;0;2;1
2020-11-10 23:30:00;9;3;1;3;2;12;13;6;6;9;3;1;1
