DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-09-03 00:00:00;8;0;3;1;0;0;0;0;0;0;0;0
2020-09-03 00:15:00;7;0;2;3;0;0;0;0;0;0;0;0
2020-09-03 00:30:00;6;0;7;1;0;0;0;0;0;0;0;0
2020-09-03 00:45:00;3;0;6;2;0;0;0;0;0;0;0;0
2020-09-03 01:00:00;5;0;3;1;0;0;0;0;0;0;0;0
2020-09-03 01:15:00;4;0;1;2;0;0;0;0;0;0;0;0
2020-09-03 01:30:00;1;0;1;1;0;0;0;0;0;0;0;0
2020-09-03 01:45:00;5;0;4;2;0;0;0;0;0;0;0;0
2020-09-03 02:00:00;4;0;1;0;0;0;0;0;0;0;0;0
2020-09-03 02:15:00;0;0;2;1;0;0;0;0;0;0;0;0
2020-09-03 02:30:00;5;0;0;1;0;0;0;0;0;0;0;0
2020-09-03 02:45:00;1;0;2;1;0;0;0;0;0;0;0;0
2020-09-03 03:00:00;3;0;3;1;0;0;0;0;0;0;0;0
2020-09-03 03:15:00;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-03 03:30:00;2;0;1;0;0;0;0;0;0;0;0;0
2020-09-03 03:45:00;3;0;3;4;0;0;0;0;0;0;0;0
2020-09-03 04:00:00;2;0;2;1;0;0;0;0;0;0;0;0
2020-09-03 04:15:00;6;0;0;1;0;0;0;0;0;0;0;0
2020-09-03 04:30:00;9;0;4;5;0;0;0;0;0;0;0;0
2020-09-03 04:45:00;7;0;8;3;0;0;0;0;0;0;0;0
2020-09-03 05:00:00;9;0;23;8;0;0;0;0;0;0;0;0
2020-09-03 05:15:00;13;0;22;6;0;0;0;0;0;0;0;0
2020-09-03 05:30:00;27;0;23;7;0;0;0;0;0;0;0;0
2020-09-03 05:45:00;45;0;25;3;0;0;0;0;0;0;0;0
2020-09-03 06:00:00;43;0;28;3;0;0;0;0;0;0;0;0
2020-09-03 06:15:00;44;0;47;8;0;2;0;3;0;0;0;0
2020-09-03 06:30:00;41;0;70;13;0;0;7;0;0;0;0;0
2020-09-03 06:45:00;53;0;56;14;1;0;0;6;0;0;0;0
2020-09-03 07:00:00;50;0;58;16;0;0;1;1;2;0;0;0
2020-09-03 07:15:00;42;0;80;11;2;0;0;4;0;0;0;0
2020-09-03 07:30:00;47;0;78;19;4;0;4;0;0;0;0;0
2020-09-03 07:45:00;50;0;71;21;7;0;0;0;0;0;0;0
2020-09-03 08:00:00;41;0;79;21;17;2;0;0;0;0;0;0
2020-09-03 08:15:00;54;0;87;26;8;1;4;0;0;0;0;0
2020-09-03 08:30:00;57;0;71;16;4;0;2;0;0;0;0;0
2020-09-03 08:45:00;47;0;55;26;2;3;0;0;0;0;0;0
2020-09-03 09:00:00;52;0;66;14;6;0;5;1;0;0;0;0
2020-09-03 09:15:00;59;0;64;25;5;0;8;1;0;0;0;0
2020-09-03 09:30:00;44;0;60;21;4;0;0;0;0;0;0;0
2020-09-03 09:45:00;60;0;67;30;6;0;2;0;0;0;0;0
2020-09-03 10:00:00;60;0;60;26;0;0;2;0;0;0;0;0
2020-09-03 10:15:00;50;0;56;28;3;2;1;0;0;0;0;0
2020-09-03 10:30:00;45;0;60;22;2;0;1;5;0;0;0;0
2020-09-03 10:45:00;56;0;64;29;3;0;4;2;0;0;0;0
2020-09-03 11:00:00;65;0;68;25;18;1;1;0;0;0;0;0
2020-09-03 11:15:00;65;0;61;24;4;0;4;3;0;0;0;0
2020-09-03 11:30:00;54;0;64;27;3;0;12;0;4;0;0;0
2020-09-03 11:45:00;64;0;55;29;1;0;0;0;0;0;0;0
2020-09-03 12:00:00;67;0;53;32;0;0;0;0;0;0;0;0
2020-09-03 12:15:00;57;0;60;27;10;1;1;3;0;0;0;0
2020-09-03 12:30:00;57;0;63;17;4;0;2;0;0;0;0;0
