DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-05-18 00:00:00;4;5;0;0;14;4;0;12;6;0;0
2020-05-18 00:15:00;4;6;0;0;7;5;1;6;6;0;0
2020-05-18 00:30:00;10;7;0;1;15;8;1;13;7;0;0
2020-05-18 00:45:00;3;3;0;0;6;4;1;6;3;0;0
2020-05-18 01:00:00;7;11;2;1;6;5;0;8;7;0;0
2020-05-18 01:15:00;7;6;0;0;5;5;0;3;4;0;0
2020-05-18 01:30:00;4;8;1;0;4;4;0;4;4;0;0
2020-05-18 01:45:00;5;5;0;0;2;1;0;2;2;0;0
2020-05-18 02:00:00;7;9;0;0;3;1;0;3;1;0;0
2020-05-18 02:15:00;5;6;0;0;2;2;0;2;6;0;0
2020-05-18 02:30:00;6;1;0;0;6;6;0;4;3;0;0
2020-05-18 02:45:00;8;6;1;1;8;4;0;7;3;0;0
2020-05-18 03:00:00;7;11;1;1;2;1;0;3;3;0;0
2020-05-18 03:15:00;2;3;0;0;5;3;0;4;3;0;0
2020-05-18 03:30:00;10;8;0;0;7;4;0;7;5;0;0
2020-05-18 03:45:00;5;3;0;0;5;3;0;3;5;0;0
2020-05-18 04:00:00;8;8;0;1;4;4;0;3;4;0;0
2020-05-18 04:15:00;9;8;0;0;6;4;0;6;4;0;0
2020-05-18 04:30:00;17;10;1;0;5;2;0;5;4;0;0
2020-05-18 04:45:00;16;11;0;0;10;6;0;10;8;0;0
2020-05-18 05:00:00;30;13;0;0;31;8;2;29;14;1;0
2020-05-18 05:15:00;29;28;2;1;32;13;1;36;16;0;0
2020-05-18 05:30:00;60;78;12;0;54;29;1;51;28;0;0
2020-05-18 05:45:00;51;51;9;5;64;29;1;62;30;0;1
2020-05-18 06:00:00;54;66;17;5;66;35;1;70;41;0;0
2020-05-18 06:15:00;56;59;13;4;83;71;2;86;73;0;0
2020-05-18 06:30:00;88;133;13;9;111;88;11;118;87;0;19
2020-05-18 06:45:00;80;96;18;7;113;108;6;115;116;0;16
2020-05-18 07:00:00;74;81;11;17;115;143;5;125;129;2;20
2020-05-18 07:15:00;78;86;10;5;113;156;7;112;139;2;0
2020-05-18 07:30:00;73;104;9;2;103;128;5;107;128;3;2
2020-05-18 07:45:00;81;104;10;3;119;116;8;108;127;1;2
2020-05-18 08:00:00;69;105;13;4;87;89;9;85;84;4;1
2020-05-18 08:15:00;72;93;13;13;99;90;6;94;85;5;8
2020-05-18 08:30:00;77;87;6;5;78;68;4;71;79;4;4
2020-05-18 08:45:00;76;78;5;6;102;87;9;97;85;2;18
2020-05-18 09:00:00;91;86;12;7;89;73;7;90;78;6;6
2020-05-18 09:15:00;91;113;6;4;86;88;7;79;105;8;1
2020-05-18 09:30:00;93;91;11;8;104;93;9;102;109;7;5
2020-05-18 09:45:00;90;96;8;7;101;93;12;100;99;9;6
2020-05-18 10:00:00;101;103;6;8;88;91;10;81;100;4;5
2020-05-18 10:15:00;96;103;8;9;102;106;8;102;102;6;2
2020-05-18 10:30:00;114;93;13;3;96;101;5;86;107;5;8
2020-05-18 10:45:00;98;101;10;5;101;100;4;99;104;7;22
2020-05-18 11:00:00;101;87;10;7;89;109;8;91;110;7;7
2020-05-18 11:15:00;89;89;12;6;103;105;8;98;110;10;0
2020-05-18 11:30:00;104;108;4;9;106;101;7;102;97;4;0
2020-05-18 11:45:00;90;105;9;1;86;101;5;91;107;5;13
2020-05-18 12:00:00;98;101;9;9;90;98;8;93;104;8;6
2020-05-18 12:15:00;81;97;15;3;98;99;5;96;103;3;2
2020-05-18 12:30:00;90;119;16;5;100;88;7;90;95;2;3
2020-05-18 12:45:00;103;129;17;4;96;105;7;95;107;4;3
2020-05-18 13:00:00;99;124;13;4;96;93;4;92;97;2;23
2020-05-18 13:15:00;92;113;15;6;97;84;6;99;92;9;17
2020-05-18 13:30:00;95;127;15;8;99;95;10;99;109;6;32
2020-05-18 13:45:00;110;125;17;9;101;110;9;95;116;5;1
2020-05-18 14:00:00;95;112;11;7;121;133;7;123;132;19;1
2020-05-18 14:15:00;119;142;20;12;105;104;7;105;116;4;3
2020-05-18 14:30:00;121;115;9;11;116;135;9;109;131;7;8
2020-05-18 14:45:00;100;116;17;8;119;119;12;116;110;3;25
2020-05-18 15:00:00;111;123;13;12;95;105;5;93;115;9;22
2020-05-18 15:15:00;107;126;21;9;113;116;8;115;118;5;19
2020-05-18 15:30:00;111;143;15;16;114;108;9;115;113;9;5
2020-05-18 15:45:00;108;137;18;14;127;132;8;118;133;9;5
2020-05-18 16:00:00;124;149;26;26;112;123;7;114;134;8;21
2020-05-18 16:15:00;103;150;17;23;114;116;9;115;121;6;22
2020-05-18 16:30:00;105;140;33;37;120;132;6;120;139;11;7
2020-05-18 16:45:00;93;132;17;25;115;152;10;105;152;10;5
2020-05-18 17:00:00;109;147;13;27;116;138;0;114;149;12;29
2020-05-18 17:15:00;105;160;18;12;123;118;8;114;110;3;10
2020-05-18 17:30:00;106;148;12;12;113;117;6;115;124;5;10
2020-05-18 17:45:00;104;113;9;10;111;130;6;110;129;7;104
2020-05-18 18:00:00;81;103;13;7;115;128;3;107;132;4;18
2020-05-18 18:15:00;74;96;6;5;102;90;3;97;94;2;13
2020-05-18 18:30:00;67;80;4;6;86;79;2;85;79;0;85
2020-05-18 18:45:00;57;59;4;7;77;77;2;72;77;2;30
2020-05-18 19:00:00;63;59;5;2;67;69;2;68;68;0;0
2020-05-18 19:15:00;46;62;5;4;51;55;1;50;59;0;17
2020-05-18 19:30:00;39;43;5;4;83;50;2;78;48;0;6
2020-05-18 19:45:00;34;44;3;2;64;60;1;61;66;0;23
2020-05-18 20:00:00;38;40;3;4;46;38;0;48;40;0;1
2020-05-18 20:15:00;40;39;3;3;55;32;1;50;40;0;6
2020-05-18 20:30:00;30;36;2;2;50;43;3;45;41;0;0
2020-05-18 20:45:00;20;24;1;2;36;21;1;34;22;0;0
2020-05-18 21:00:00;30;50;2;1;53;37;2;56;29;0;0
2020-05-18 21:15:00;24;21;0;2;36;26;2;35;27;1;0
2020-05-18 21:30:00;20;16;4;2;37;27;0;34;31;0;0
2020-05-18 21:45:00;11;21;2;0;25;14;0;22;18;0;0
2020-05-18 22:00:00;24;14;0;1;29;22;0;28;30;0;16
2020-05-18 22:15:00;16;13;0;3;24;27;1;20;29;0;0
2020-05-18 22:30:00;15;13;1;0;20;18;1;20;19;0;0
2020-05-18 22:45:00;18;9;0;0;16;17;0;14;13;0;0
2020-05-18 23:00:00;10;12;1;0;19;13;1;18;13;0;0
2020-05-18 23:15:00;8;8;0;0;14;4;0;15;6;0;0
2020-05-18 23:30:00;11;7;1;1;19;13;1;18;18;0;0
2020-05-18 23:45:00;10;8;0;0;14;8;0;15;9;0;0
