DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-03-31 00:00:00;1;2;2;0;1;0;1;1
2020-03-31 00:15:00;1;2;2;1;1;0;3;1
2020-03-31 00:30:00;2;2;2;0;3;0;4;0
2020-03-31 00:45:00;1;3;3;0;2;0;2;2
2020-03-31 01:00:00;2;3;3;0;1;0;2;2
2020-03-31 01:15:00;0;1;1;0;0;0;1;0
2020-03-31 01:30:00;0;0;0;0;0;0;2;2
2020-03-31 01:45:00;0;1;1;0;0;0;0;1
2020-03-31 02:00:00;3;2;4;3;2;0;1;1
2020-03-31 02:15:00;2;2;2;2;2;0;2;0
2020-03-31 02:30:00;3;4;4;1;1;0;0;2
2020-03-31 02:45:00;2;2;2;0;0;0;2;2
2020-03-31 03:00:00;3;4;4;1;2;0;2;2
2020-03-31 03:15:00;1;0;0;3;1;0;1;0
2020-03-31 03:30:00;1;3;3;2;3;0;2;3
2020-03-31 03:45:00;3;4;4;0;2;0;0;1
2020-03-31 04:00:00;2;4;4;3;5;0;3;2
2020-03-31 04:15:00;1;4;4;1;1;0;2;0
2020-03-31 04:30:00;0;4;4;3;5;0;6;1
2020-03-31 04:45:00;1;2;2;3;3;0;6;0
2020-03-31 05:00:00;6;8;8;3;7;0;5;5
2020-03-31 05:15:00;10;18;19;6;11;0;13;3
2020-03-31 05:30:00;27;29;30;8;9;0;26;11
2020-03-31 05:45:00;39;32;33;7;6;0;22;7
2020-03-31 06:00:00;25;22;21;2;9;0;18;12
2020-03-31 06:15:00;42;27;27;7;7;0;17;8
2020-03-31 06:30:00;56;53;53;8;13;0;38;21
2020-03-31 06:45:00;62;51;55;7;15;0;30;20
2020-03-31 07:00:00;70;63;59;9;13;0;44;27
2020-03-31 07:15:00;61;62;61;6;12;0;43;20
2020-03-31 07:30:00;67;58;57;8;22;0;39;30
2020-03-31 07:45:00;73;53;53;6;8;0;40;26
2020-03-31 08:00:00;43;32;33;9;15;0;31;15
2020-03-31 08:15:00;48;46;48;11;13;0;37;32
2020-03-31 08:30:00;36;37;37;10;17;0;37;19
2020-03-31 08:45:00;39;53;54;6;16;0;37;21
2020-03-31 09:00:00;36;41;41;13;18;0;38;14
2020-03-31 09:15:00;24;34;33;10;10;0;45;18
2020-03-31 09:30:00;34;41;40;11;11;0;38;22
2020-03-31 09:45:00;38;36;35;11;11;0;36;19
2020-03-31 10:00:00;43;45;45;12;12;0;43;19
2020-03-31 10:15:00;42;45;47;14;21;0;30;26
2020-03-31 10:30:00;33;49;48;11;14;0;44;32
2020-03-31 10:45:00;32;28;29;11;14;0;44;23
2020-03-31 11:00:00;50;54;52;21;23;0;56;34
2020-03-31 11:15:00;37;57;55;10;19;0;50;34
2020-03-31 11:30:00;41;39;40;10;19;0;46;26
2020-03-31 11:45:00;46;39;34;12;13;0;42;46
2020-03-31 12:00:00;44;40;39;5;13;0;43;39
2020-03-31 12:15:00;51;47;45;15;21;0;57;33
2020-03-31 12:30:00;48;38;39;13;17;0;42;27
2020-03-31 12:45:00;49;40;37;15;37;0;49;32
2020-03-31 13:00:00;34;38;39;13;60;0;55;29
2020-03-31 13:15:00;53;59;56;13;15;0;49;23
2020-03-31 13:30:00;39;36;37;13;19;0;45;35
2020-03-31 13:45:00;57;51;48;19;33;0;43;28
2020-03-31 14:00:00;48;34;35;14;20;0;53;22
2020-03-31 14:15:00;48;51;50;12;20;0;49;34
2020-03-31 14:30:00;48;41;40;14;25;0;58;41
2020-03-31 14:45:00;51;48;50;15;24;0;51;31
2020-03-31 15:00:00;39;39;38;8;21;0;49;23
2020-03-31 15:15:00;45;37;38;15;29;0;48;39
2020-03-31 15:30:00;41;38;35;20;32;0;63;41
2020-03-31 15:45:00;53;41;41;8;22;0;57;48
2020-03-31 16:00:00;49;38;33;14;22;0;69;48
2020-03-31 16:15:00;56;45;46;18;21;0;68;41
2020-03-31 16:30:00;39;38;40;16;21;0;68;36
2020-03-31 16:45:00;43;43;41;13;33;0;60;46
2020-03-31 17:00:00;48;35;33;20;34;0;56;39
2020-03-31 17:15:00;51;40;38;15;26;0;62;49
2020-03-31 17:30:00;41;44;41;15;27;0;55;43
2020-03-31 17:45:00;46;38;36;13;16;0;46;30
2020-03-31 18:00:00;35;40;44;8;14;0;42;28
2020-03-31 18:15:00;32;41;40;10;19;0;44;25
2020-03-31 18:30:00;24;38;38;7;15;0;35;17
2020-03-31 18:45:00;23;28;29;8;16;0;43;30
2020-03-31 19:00:00;15;25;25;7;12;0;23;19
2020-03-31 19:15:00;18;22;24;5;10;0;31;19
2020-03-31 19:30:00;17;26;24;5;8;0;21;17
2020-03-31 19:45:00;13;26;26;3;9;0;28;21
2020-03-31 20:00:00;23;20;22;3;4;0;24;9
2020-03-31 20:15:00;22;30;30;4;10;0;16;7
2020-03-31 20:30:00;21;24;23;8;8;0;22;10
2020-03-31 20:45:00;15;21;22;3;8;0;12;8
2020-03-31 21:00:00;10;19;17;4;6;0;13;7
2020-03-31 21:15:00;10;14;13;6;1;0;17;5
2020-03-31 21:30:00;6;8;9;4;3;0;13;6
2020-03-31 21:45:00;3;15;14;3;8;0;15;7
2020-03-31 22:00:00;4;7;8;2;5;0;14;15
2020-03-31 22:15:00;5;12;12;4;2;0;7;0
2020-03-31 22:30:00;10;10;9;2;4;0;5;1
2020-03-31 22:45:00;5;9;10;1;7;0;5;4
2020-03-31 23:00:00;3;5;5;1;1;0;7;3
2020-03-31 23:15:00;1;1;1;0;3;0;7;2
2020-03-31 23:30:00;2;8;8;1;4;0;3;2
