DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2019-11-30 00:00:00;31;9;9;16;2;4
2019-11-30 00:15:00;40;15;28;30;3;2
2019-11-30 00:30:00;37;28;25;22;0;9
2019-11-30 00:45:00;30;12;12;21;2;4
2019-11-30 01:00:00;30;13;11;20;1;3
2019-11-30 01:15:00;20;7;10;22;1;1
2019-11-30 01:30:00;33;16;11;20;3;1
2019-11-30 01:45:00;18;9;12;10;0;2
2019-11-30 02:00:00;16;4;5;13;0;2
2019-11-30 02:15:00;12;7;7;16;1;0
2019-11-30 02:30:00;19;1;5;8;2;2
2019-11-30 02:45:00;9;2;8;4;1;1
2019-11-30 03:00:00;21;4;5;8;2;0
2019-11-30 03:15:00;14;8;6;4;2;3
2019-11-30 03:30:00;12;3;2;5;0;2
2019-11-30 03:45:00;10;3;4;5;0;3
2019-11-30 04:00:00;9;3;4;5;0;1
2019-11-30 04:15:00;10;4;6;3;1;2
2019-11-30 04:30:00;16;5;6;8;0;0
2019-11-30 04:45:00;19;10;2;7;0;0
2019-11-30 05:00:00;19;8;6;10;1;4
2019-11-30 05:15:00;22;5;17;15;2;1
2019-11-30 05:30:00;46;22;23;39;4;5
2019-11-30 05:45:00;26;18;38;59;0;4
2019-11-30 06:00:00;29;9;27;64;8;1
2019-11-30 06:15:00;37;13;18;50;2;6
2019-11-30 06:30:00;40;13;16;33;0;7
2019-11-30 06:45:00;35;17;31;43;1;8
2019-11-30 07:00:00;29;18;22;26;1;6
2019-11-30 07:15:00;43;28;20;33;5;4
2019-11-30 07:30:00;43;28;22;38;8;19
2019-11-30 07:45:00;62;41;33;36;5;16
2019-11-30 08:00:00;58;24;36;46;8;21
2019-11-30 08:15:00;56;42;36;59;6;22
2019-11-30 08:30:00;85;47;52;62;10;21
2019-11-30 08:45:00;103;58;52;75;7;21
2019-11-30 09:00:00;87;67;47;78;8;22
2019-11-30 09:15:00;121;87;52;80;12;31
2019-11-30 09:30:00;113;83;72;106;6;40
2019-11-30 09:45:00;137;99;66;122;10;27
2019-11-30 10:00:00;136;103;72;120;14;36
2019-11-30 10:15:00;166;111;77;143;12;35
2019-11-30 10:30:00;161;135;88;142;18;46
2019-11-30 10:45:00;168;115;93;151;14;52
2019-11-30 11:00:00;150;130;86;128;13;39
2019-11-30 11:15:00;153;120;86;127;18;41
2019-11-30 11:30:00;178;130;82;149;13;50
2019-11-30 11:45:00;153;118;92;149;21;36
2019-11-30 12:00:00;159;118;98;157;21;41
2019-11-30 12:15:00;151;117;86;177;19;47
2019-11-30 12:30:00;157;123;104;172;29;52
2019-11-30 12:45:00;162;140;105;154;21;55
2019-11-30 13:00:00;169;127;88;154;24;55
2019-11-30 13:15:00;158;113;89;162;25;55
2019-11-30 13:30:00;150;123;112;146;17;56
2019-11-30 13:45:00;138;122;100;164;15;49
2019-11-30 14:00:00;148;104;83;165;19;45
2019-11-30 14:15:00;159;110;99;152;19;48
2019-11-30 14:30:00;147;119;111;152;24;59
2019-11-30 14:45:00;168;118;102;149;23;55
2019-11-30 15:00:00;134;106;91;144;15;42
2019-11-30 15:15:00;156;97;107;157;11;45
2019-11-30 15:30:00;136;120;74;156;14;46
2019-11-30 15:45:00;144;108;91;176;31;46
2019-11-30 16:00:00;143;93;81;124;16;41
2019-11-30 16:15:00;172;111;69;169;15;47
2019-11-30 16:30:00;142;100;81;130;20;40
2019-11-30 16:45:00;146;121;103;168;19;66
2019-11-30 17:00:00;141;124;77;146;27;45
2019-11-30 17:15:00;144;107;108;172;21;46
2019-11-30 17:30:00;159;105;112;154;20;48
2019-11-30 17:45:00;148;107;99;160;17;45
2019-11-30 18:00:00;132;87;78;155;18;55
2019-11-30 18:15:00;152;87;72;143;13;37
2019-11-30 18:30:00;141;114;76;143;28;52
2019-11-30 18:45:00;129;95;78;130;20;37
2019-11-30 19:00:00;132;88;73;112;19;42
2019-11-30 19:15:00;140;90;74;129;14;35
2019-11-30 19:30:00;122;75;68;97;14;32
2019-11-30 19:45:00;94;56;61;92;11;31
2019-11-30 20:00:00;102;68;52;80;6;22
2019-11-30 20:15:00;78;38;52;98;9;13
2019-11-30 20:30:00;98;49;53;78;6;19
2019-11-30 20:45:00;67;34;51;48;5;13
2019-11-30 21:00:00;64;41;37;66;7;11
2019-11-30 21:15:00;77;32;34;69;9;6
2019-11-30 21:30:00;73;31;32;54;4;11
2019-11-30 21:45:00;61;29;46;47;2;7
2019-11-30 22:00:00;82;47;60;55;8;8
2019-11-30 22:15:00;62;44;51;52;6;11
2019-11-30 22:30:00;61;30;32;49;4;15
2019-11-30 22:45:00;62;32;37;40;2;7
2019-11-30 23:00:00;50;29;31;45;2;9
2019-11-30 23:15:00;60;24;29;44;4;6
2019-11-30 23:30:00;67;21;21;47;5;4
2019-11-30 23:45:00;67;27;31;58;9;1
