DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2019-08-22 00:00:00;5;10;9;2;3;4;12;7
2019-08-22 00:15:00;4;9;9;3;3;7;8;7
2019-08-22 00:30:00;3;7;6;3;3;3;7;2
2019-08-22 00:45:00;4;8;8;0;0;4;9;2
2019-08-22 01:00:00;2;2;2;0;2;2;5;2
2019-08-22 01:15:00;7;9;10;1;3;2;3;3
2019-08-22 01:30:00;4;3;3;1;1;0;3;1
2019-08-22 01:45:00;3;3;3;0;0;0;3;2
2019-08-22 02:00:00;0;1;1;0;0;1;3;2
2019-08-22 02:15:00;1;4;3;1;1;1;2;1
2019-08-22 02:30:00;5;9;7;1;0;4;1;0
2019-08-22 02:45:00;1;3;3;1;2;1;2;1
2019-08-22 03:00:00;1;2;2;1;3;3;4;2
2019-08-22 03:15:00;1;1;1;1;3;2;5;2
2019-08-22 03:30:00;0;2;2;0;0;0;1;0
2019-08-22 03:45:00;1;1;1;1;3;2;6;2
2019-08-22 04:00:00;0;3;3;2;3;2;3;1
2019-08-22 04:15:00;2;4;4;0;0;1;4;2
2019-08-22 04:30:00;3;4;4;0;2;3;4;1
2019-08-22 04:45:00;9;7;7;2;8;3;6;4
2019-08-22 05:00:00;11;15;17;4;6;7;9;7
2019-08-22 05:15:00;26;32;36;5;11;9;18;10
2019-08-22 05:30:00;40;44;44;8;16;8;28;11
2019-08-22 05:45:00;57;67;64;4;14;17;46;18
2019-08-22 06:00:00;30;38;36;4;9;10;23;15
2019-08-22 06:15:00;51;51;53;3;11;17;30;27
2019-08-22 06:30:00;89;84;85;7;13;13;42;27
2019-08-22 06:45:00;108;106;104;13;11;22;58;34
2019-08-22 07:00:00;79;73;75;9;8;17;49;31
2019-08-22 07:15:00;95;104;105;5;18;20;61;38
2019-08-22 07:30:00;94;79;74;6;15;22;64;38
2019-08-22 07:45:00;92;96;96;17;17;22;54;37
2019-08-22 08:00:00;80;75;72;12;13;21;52;30
2019-08-22 08:15:00;90;75;75;10;15;22;53;38
2019-08-22 08:30:00;80;71;73;23;20;24;51;25
2019-08-22 08:45:00;80;59;63;15;15;18;52;33
2019-08-22 09:00:00;56;65;65;14;14;26;49;33
2019-08-22 09:15:00;73;60;62;19;30;20;59;36
2019-08-22 09:30:00;68;66;62;13;17;20;68;42
2019-08-22 09:45:00;46;40;41;7;17;14;59;32
2019-08-22 10:00:00;55;69;67;16;24;16;59;25
