DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2019-08-06 18:15:00;125;179;115;151;138;31;19;78;0;22;24
2019-08-06 18:30:00;86;130;77;137;115;26;30;72;0;37;31
2019-08-06 18:45:00;104;142;98;140;109;19;16;57;0;23;30
2019-08-06 19:00:00;92;133;82;120;77;19;8;53;0;31;32
2019-08-06 19:15:00;79;110;64;100;78;117;14;41;0;32;21
2019-08-06 19:30:00;68;95;47;107;79;14;14;44;0;21;15
2019-08-06 19:45:00;87;114;67;76;61;18;9;40;0;20;20
2019-08-06 20:00:00;69;106;62;79;55;16;27;50;0;18;15
2019-08-06 20:15:00;53;94;60;68;61;13;5;30;0;17;12
2019-08-06 20:30:00;65;97;66;80;46;18;9;35;0;18;12
2019-08-06 20:45:00;62;88;57;67;48;10;6;26;0;12;10
2019-08-06 21:00:00;77;98;70;61;40;13;16;17;0;23;22
2019-08-06 21:15:00;71;86;72;62;39;7;3;28;0;20;6
2019-08-06 21:30:00;51;66;45;64;40;13;7;25;0;23;12
2019-08-06 21:45:00;47;67;36;49;52;17;8;25;0;6;8
2019-08-06 22:00:00;52;84;50;61;46;11;13;28;0;17;7
2019-08-06 22:15:00;53;75;35;57;54;6;5;38;0;8;6
2019-08-06 22:30:00;30;50;36;37;35;9;3;17;0;20;16
2019-08-06 22:45:00;41;56;36;30;32;5;2;10;0;16;18
2019-08-06 23:00:00;37;50;30;33;25;6;3;16;0;6;6
2019-08-06 23:15:00;20;32;21;34;19;5;2;15;0;10;3
2019-08-06 23:30:00;20;32;14;23;8;1;2;7;0;5;4
