DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2019-10-10 00:00:00;4;3;0;1;0;1;1;6;9;2;0;8;9;2;0;3;0
2019-10-10 00:15:00;7;8;0;2;0;1;0;4;8;1;1;7;9;1;10;2;0
2019-10-10 00:30:00;1;7;0;1;0;0;1;5;5;4;1;6;4;4;1;2;0
2019-10-10 00:45:00;3;7;0;3;0;1;1;5;6;3;3;7;10;3;2;2;0
2019-10-10 01:00:00;7;2;0;0;1;0;1;2;3;1;0;7;14;6;1;1;0
2019-10-10 01:15:00;13;9;0;0;0;1;1;1;4;4;0;5;6;3;0;0;0
2019-10-10 01:30:00;5;8;0;0;0;1;1;4;2;3;1;10;5;2;1;0;0
2019-10-10 01:45:00;10;5;0;0;0;1;0;2;3;3;0;3;2;1;0;1;0
2019-10-10 02:00:00;8;6;0;0;0;0;0;4;2;2;1;1;3;2;0;0;0
2019-10-10 02:15:00;6;3;0;0;0;0;0;6;0;2;0;3;6;0;0;1;0
2019-10-10 02:30:00;3;4;0;0;0;1;0;2;2;3;2;2;1;0;0;0;0
2019-10-10 02:45:00;8;7;0;0;0;0;0;4;3;0;0;2;0;1;0;1;0
2019-10-10 03:00:00;3;7;0;0;0;0;0;2;0;2;1;5;7;0;0;1;0
2019-10-10 03:15:00;4;5;0;0;0;0;0;3;3;3;0;3;7;3;1;0;0
2019-10-10 03:30:00;6;5;0;1;0;0;0;6;2;5;0;4;3;1;0;1;0
2019-10-10 03:45:00;8;6;0;0;0;1;0;1;2;1;1;2;3;1;0;0;0
2019-10-10 04:00:00;7;5;0;0;0;1;0;2;2;2;1;8;9;1;0;0;0
2019-10-10 04:15:00;13;9;0;2;0;0;0;3;6;5;2;3;1;1;0;2;0
2019-10-10 04:30:00;21;19;0;0;0;0;0;10;10;6;2;9;5;2;9;0;0
2019-10-10 04:45:00;17;22;0;0;0;0;0;13;14;9;4;9;6;4;1;1;0
2019-10-10 05:00:00;25;54;0;0;0;0;0;13;14;12;3;29;15;7;3;1;0
2019-10-10 05:15:00;35;59;0;0;0;0;0;16;18;8;6;32;13;7;8;1;0
2019-10-10 05:30:00;51;66;0;1;0;2;1;44;41;16;22;43;19;8;28;2;0
2019-10-10 05:45:00;66;67;0;0;0;0;2;46;72;21;23;76;26;18;7;4;0
2019-10-10 06:00:00;87;60;0;0;0;1;0;47;75;24;23;38;26;13;8;2;0
2019-10-10 06:15:00;99;95;0;3;1;0;1;54;59;29;22;65;44;28;17;5;0
2019-10-10 06:30:00;122;96;0;6;0;1;0;62;58;28;29;70;37;43;20;8;0
2019-10-10 06:45:00;135;110;0;15;2;3;2;67;69;33;37;76;59;41;24;21;0
2019-10-10 07:00:00;101;107;0;12;2;4;1;59;56;36;25;97;85;77;13;23;0
2019-10-10 07:15:00;118;114;0;39;1;4;3;66;74;33;38;112;98;77;7;80;0
2019-10-10 07:30:00;95;130;0;52;4;6;0;127;96;45;44;102;78;52;16;84;0
2019-10-10 07:45:00;89;138;0;56;0;6;4;149;103;55;50;98;82;47;17;62;0
2019-10-10 08:00:00;101;123;0;33;1;9;3;76;91;41;38;105;81;61;21;37;0
2019-10-10 08:15:00;124;91;0;27;1;7;2;57;74;50;40;85;67;66;18;33;0
2019-10-10 08:30:00;97;100;0;21;1;5;5;87;95;45;40;93;65;55;12;24;0
2019-10-10 08:45:00;104;101;0;14;1;2;6;130;90;36;36;72;60;47;17;25;0
2019-10-10 09:00:00;86;85;0;5;2;1;0;53;65;44;32;65;60;45;16;15;0
2019-10-10 09:15:00;85;81;0;19;1;4;4;61;74;28;37;68;61;48;17;31;0
2019-10-10 09:30:00;90;93;0;11;3;5;2;110;70;36;30;89;59;51;7;17;0
2019-10-10 09:45:00;97;81;0;11;5;5;2;145;86;30;28;70;59;47;21;13;0
2019-10-10 10:00:00;107;74;0;9;5;12;6;64;77;36;38;68;55;48;8;15;0
2019-10-10 10:15:00;99;86;0;10;4;10;1;66;83;48;36;80;51;52;25;17;0
2019-10-10 10:30:00;93;81;0;6;2;4;5;81;104;36;27;79;50;55;11;15;0
2019-10-10 10:45:00;98;84;0;12;2;4;2;66;82;48;39;65;59;58;16;12;0
2019-10-10 11:00:00;91;85;0;14;1;3;6;93;86;48;38;75;65;53;9;26;0
2019-10-10 11:15:00;107;80;0;7;0;10;2;64;78;44;35;83;48;52;7;11;0
2019-10-10 11:30:00;101;91;0;12;3;5;6;70;76;42;39;94;48;54;10;17;0
2019-10-10 11:45:00;86;82;0;13;8;20;10;114;95;37;41;97;47;60;6;20;0
2019-10-10 12:00:00;100;83;0;7;8;8;8;129;110;46;43;96;45;48;11;10;0
2019-10-10 12:15:00;96;81;0;7;2;14;10;87;97;41;41;65;49;55;14;13;0
2019-10-10 12:30:00;105;90;0;10;4;13;7;80;85;41;40;75;59;64;21;13;0
2019-10-10 12:45:00;89;79;0;13;6;13;8;76;104;37;44;77;50;62;43;15;0
2019-10-10 13:00:00;95;89;0;9;4;7;9;116;95;48;40;88;51;52;29;12;0
2019-10-10 13:15:00;97;99;0;20;9;22;8;91;88;47;39;98;52;58;11;28;0
2019-10-10 13:30:00;98;101;0;13;4;20;13;75;92;45;53;81;50;51;23;15;0
2019-10-10 13:45:00;103;92;0;9;3;12;5;97;100;55;47;74;44;48;12;22;0
2019-10-10 14:00:00;93;89;0;17;6;11;11;87;105;43;38;82;48;53;16;23;0
2019-10-10 14:15:00;105;92;0;8;4;11;13;124;126;49;49;72;60;45;23;18;0
2019-10-10 14:30:00;90;89;0;8;6;10;12;125;133;60;52;67;61;50;19;19;0
2019-10-10 14:45:00;88;102;0;15;6;21;9;113;129;60;58;78;62;56;42;19;0
2019-10-10 15:00:00;104;88;0;17;8;20;15;116;139;50;42;75;67;57;11;18;0
2019-10-10 15:15:00;93;96;0;16;4;23;14;152;149;54;49;80;65;65;27;15;0
2019-10-10 15:30:00;84;93;0;16;6;12;9;162;132;64;64;79;61;54;14;19;0
2019-10-10 15:45:00;103;96;0;16;7;30;15;113;134;62;61;96;70;76;10;22;0
2019-10-10 16:00:00;100;91;0;25;11;34;19;132;140;68;79;99;62;61;33;22;0
2019-10-10 16:15:00;96;94;0;13;10;12;9;144;158;76;66;103;68;75;39;17;0
2019-10-10 16:30:00;114;92;0;8;4;22;16;168;149;77;72;87;76;74;28;9;0
2019-10-10 16:45:00;97;89;0;14;12;30;22;132;148;70;71;94;70;70;18;21;0
2019-10-10 17:00:00;99;100;0;12;5;16;12;138;154;54;64;112;79;84;10;18;0
2019-10-10 17:15:00;104;93;0;12;6;24;14;135;148;78;86;107;81;82;15;20;0
2019-10-10 17:30:00;111;87;0;12;6;23;15;147;147;61;70;80;80;76;25;18;0
2019-10-10 17:45:00;97;100;0;19;6;15;11;142;150;55;55;90;74;75;39;33;0
2019-10-10 18:00:00;79;98;0;11;9;25;17;113;156;53;48;78;67;65;32;27;0
2019-10-10 18:15:00;85;87;0;10;6;21;15;122;129;46;43;108;80;78;11;24;0
2019-10-10 18:30:00;79;95;0;18;6;11;20;95;100;48;39;80;73;66;49;27;0
2019-10-10 18:45:00;78;102;0;9;5;10;8;96;109;33;28;82;58;52;26;14;0
2019-10-10 19:00:00;83;85;0;5;6;10;8;119;94;35;26;65;62;49;9;10;0
2019-10-10 19:15:00;73;73;0;21;11;12;12;78;101;36;28;54;62;49;20;13;0
2019-10-10 19:30:00;51;70;0;9;3;9;10;72;87;34;24;50;50;47;46;13;0
2019-10-10 19:45:00;51;74;0;5;2;2;6;133;72;21;17;49;43;30;21;6;0
2019-10-10 20:00:00;60;60;0;11;1;9;4;67;58;28;19;49;40;26;36;6;0
2019-10-10 20:15:00;58;58;0;3;7;4;4;57;52;28;19;34;29;21;0;10;0
2019-10-10 20:30:00;42;52;0;5;5;4;5;55;60;19;14;42;37;17;14;12;0
2019-10-10 20:45:00;47;52;0;5;2;0;5;46;54;17;11;45;26;16;13;7;0
2019-10-10 21:00:00;42;67;0;6;1;1;7;59;48;16;5;33;34;13;9;5;0
2019-10-10 21:15:00;67;62;0;18;3;2;2;43;44;14;8;40;27;15;4;10;0
2019-10-10 21:30:00;34;48;0;4;0;2;9;48;48;21;10;32;28;19;23;6;0
2019-10-10 21:45:00;41;38;0;3;4;4;4;45;58;22;12;29;24;19;3;2;0
2019-10-10 22:00:00;44;48;0;3;4;8;5;120;68;25;19;27;15;11;13;5;0
2019-10-10 22:15:00;28;31;0;0;2;2;3;58;63;33;24;22;22;15;23;0;0
2019-10-10 22:30:00;35;35;0;0;1;1;2;24;37;17;12;28;33;16;5;2;0
2019-10-10 22:45:00;42;32;0;1;1;2;3;20;19;9;5;17;19;7;9;1;0
2019-10-10 23:00:00;19;18;0;3;2;2;0;14;18;16;6;16;17;9;6;5;0
2019-10-10 23:15:00;19;17;0;0;4;2;4;20;24;11;6;21;20;7;2;3;0
2019-10-10 23:30:00;11;28;0;0;1;1;0;6;14;6;1;10;15;10;2;0;0
2019-10-10 23:45:00;12;17;0;0;0;1;1;10;9;5;0;21;26;12;0;3;0
