DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2019-08-07 00:00:00;12;11;4;3;4;7;3;3;7;9;4
2019-08-07 00:15:00;7;4;1;1;2;12;6;1;2;4;2
2019-08-07 00:30:00;10;7;2;3;0;9;4;1;3;4;0
2019-08-07 00:45:00;11;5;0;1;1;12;4;0;0;1;0
2019-08-07 01:00:00;13;10;2;1;1;14;5;1;1;3;2
2019-08-07 01:15:00;11;10;1;4;2;12;8;1;1;2;0
2019-08-07 01:30:00;7;9;0;3;4;13;3;1;0;3;1
2019-08-07 01:45:00;9;7;0;1;1;6;6;0;0;1;0
2019-08-07 02:00:00;4;4;3;1;2;5;5;1;1;2;1
2019-08-07 02:15:00;9;8;2;2;1;4;0;0;1;1;0
2019-08-07 02:30:00;6;5;0;0;0;6;2;0;0;0;0
2019-08-07 02:45:00;8;7;0;0;0;7;3;0;0;4;3
2019-08-07 03:00:00;3;5;0;1;1;5;2;1;1;1;1
2019-08-07 03:15:00;6;3;1;2;1;7;4;1;0;0;0
2019-08-07 03:30:00;10;10;2;1;1;7;1;0;0;2;0
2019-08-07 03:45:00;6;6;0;1;1;11;5;0;0;2;1
2019-08-07 04:00:00;16;7;1;1;0;5;4;1;1;2;0
2019-08-07 04:15:00;13;10;1;3;2;13;2;2;0;1;0
2019-08-07 04:30:00;19;17;2;3;0;18;9;1;2;1;1
2019-08-07 04:45:00;12;16;3;7;4;36;12;4;3;7;4
2019-08-07 05:00:00;30;22;0;10;4;82;59;0;3;1;0
2019-08-07 05:15:00;27;25;8;9;6;98;98;2;8;16;10
2019-08-07 05:30:00;45;47;14;24;12;112;121;3;7;16;7
2019-08-07 05:45:00;82;86;20;29;20;105;122;8;7;19;7
2019-08-07 06:00:00;84;105;24;34;16;99;113;10;7;18;7
2019-08-07 06:15:00;66;80;20;47;19;122;134;8;9;22;7
2019-08-07 06:30:00;67;67;14;46;21;116;138;14;16;34;14
2019-08-07 06:45:00;56;59;12;44;14;123;153;19;11;31;11
2019-08-07 07:00:00;63;62;14;44;18;128;155;16;17;25;13
2019-08-07 07:15:00;66;77;23;79;24;128;148;13;16;25;10
2019-08-07 07:30:00;64;71;13;66;16;132;159;31;24;43;17
2019-08-07 07:45:00;70;86;29;66;16;117;141;23;37;34;20
2019-08-07 08:00:00;62;59;14;32;19;90;108;19;20;32;18
2019-08-07 08:15:00;65;68;16;66;22;96;119;17;22;33;12
2019-08-07 08:30:00;62;70;12;57;24;112;123;20;30;43;18
2019-08-07 08:45:00;68;83;19;61;20;108;122;23;26;39;20
2019-08-07 09:00:00;62;66;24;51;25;80;103;17;16;38;18
2019-08-07 09:15:00;71;76;21;58;19;82;106;19;27;54;21
2019-08-07 09:30:00;63;76;22;54;17;71;94;18;21;43;19
2019-08-07 09:45:00;71;64;20;53;21;80;102;19;32;46;22
2019-08-07 10:00:00;66;70;20;49;22;75;78;22;19;45;20
2019-08-07 10:15:00;68;67;21;70;9;78;84;21;26;58;23
2019-08-07 10:30:00;76;78;25;48;23;75;83;21;23;37;11
2019-08-07 10:45:00;79;70;26;41;15;62;88;18;30;58;22
2019-08-07 11:00:00;69;74;31;58;19;72;79;22;20;56;19
2019-08-07 11:15:00;59;62;26;40;17;54;63;17;35;59;26
2019-08-07 11:30:00;77;80;24;56;23;64;79;18;34;56;21
2019-08-07 11:45:00;68;71;30;43;12;72;68;16;30;53;28
2019-08-07 12:00:00;79;82;39;42;14;68;78;20;39;66;29
2019-08-07 12:15:00;66;88;22;39;19;79;72;21;30;59;19
2019-08-07 12:30:00;74;87;23;49;9;76;63;17;35;63;24
2019-08-07 12:45:00;84;84;19;54;13;85;111;29;24;68;35
2019-08-07 13:00:00;76;81;28;55;16;74;107;19;23;60;26
2019-08-07 13:15:00;96;90;30;42;12;140;153;22;40;44;15
2019-08-07 13:30:00;84;83;30;50;22;117;115;23;28;57;20
2019-08-07 13:45:00;96;103;24;49;22;106;112;25;27;55;16
2019-08-07 14:00:00;94;106;24;47;16;84;102;14;27;48;19
2019-08-07 14:15:00;122;147;32;38;11;80;84;21;34;45;17
2019-08-07 14:30:00;109;126;28;68;21;76;76;21;30;54;16
2019-08-07 14:45:00;105;144;22;54;17;76;86;22;41;62;21
2019-08-07 15:00:00;110;95;25;54;17;79;62;25;35;73;23
2019-08-07 15:15:00;114;129;20;52;19;83;70;34;50;67;22
2019-08-07 15:30:00;117;145;23;54;20;77;77;24;34;59;18
2019-08-07 15:45:00;121;131;25;54;23;89;83;22;36;64;21
2019-08-07 16:00:00;120;135;33;52;18;75;72;32;33;55;17
2019-08-07 16:15:00;117;129;24;58;20;93;92;31;36;68;26
2019-08-07 16:30:00;133;138;30;63;25;94;82;32;34;61;26
2019-08-07 16:45:00;120;150;27;71;23;91;86;36;36;80;35
2019-08-07 17:00:00;131;148;37;58;17;76;91;27;43;67;27
2019-08-07 17:15:00;109;130;25;45;16;102;82;34;43;83;18
2019-08-07 17:30:00;127;148;27;57;21;80;82;26;32;59;20
2019-08-07 17:45:00;110;112;25;42;16;79;68;30;35;64;24
2019-08-07 18:00:00;94;124;30;54;15;82;81;24;37;63;18
2019-08-07 18:15:00;88;104;29;43;11;71;66;39;41;61;21
2019-08-07 18:30:00;93;94;24;55;14;80;73;23;26;57;11
2019-08-07 18:45:00;95;100;33;28;14;64;53;14;19;46;12
2019-08-07 19:00:00;88;97;28;33;17;60;53;15;17;48;16
2019-08-07 19:15:00;84;79;18;21;13;65;52;8;24;27;8
2019-08-07 19:30:00;64;59;23;31;10;59;52;16;17;43;12
2019-08-07 19:45:00;52;58;25;28;10;51;51;16;11;36;10
2019-08-07 20:00:00;54;63;13;26;10;38;42;10;9;28;8
2019-08-07 20:15:00;65;69;20;22;2;46;37;11;14;40;11
2019-08-07 20:30:00;53;57;10;20;7;45;36;9;17;30;7
2019-08-07 20:45:00;38;37;9;18;8;56;44;9;10;30;9
2019-08-07 21:00:00;38;49;14;21;4;82;82;8;10;24;9
2019-08-07 21:15:00;39;41;15;98;7;79;77;5;10;22;5
2019-08-07 21:30:00;43;61;9;26;7;41;52;4;8;24;7
2019-08-07 21:45:00;78;77;13;18;6;38;27;7;3;16;3
2019-08-07 22:00:00;113;126;17;17;4;31;19;6;7;20;3
2019-08-07 22:15:00;90;85;15;14;8;28;24;6;1;16;4
2019-08-07 22:30:00;53;50;8;12;4;30;16;3;11;11;3
2019-08-07 22:45:00;27;25;10;14;4;18;15;6;6;17;5
2019-08-07 23:00:00;27;19;9;8;2;13;11;4;3;8;1
2019-08-07 23:15:00;19;17;8;5;1;16;10;2;4;5;1
2019-08-07 23:30:00;15;9;5;4;2;12;6;1;2;6;0
2019-08-07 23:45:00;12;10;2;6;2;19;10;3;1;6;1
