DATUM;1(DA1);2(DB1);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBD)
2020-11-30 00:00:00;2;0;4;0;0;0;0;0;0;0;0;0
2020-11-30 00:15:00;4;0;3;0;0;0;0;0;0;0;0;0
2020-11-30 00:30:00;1;0;2;0;0;0;0;0;0;0;0;0
2020-11-30 00:45:00;3;0;7;0;0;0;0;0;0;0;0;0
2020-11-30 01:00:00;3;0;3;0;0;0;0;0;0;0;0;0
2020-11-30 01:15:00;1;0;1;0;0;0;0;0;0;0;0;0
2020-11-30 01:30:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-11-30 01:45:00;8;0;2;0;0;0;0;0;0;0;0;0
2020-11-30 02:00:00;3;0;4;0;0;0;0;0;0;0;0;0
2020-11-30 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 02:30:00;2;0;4;0;0;0;0;0;0;0;0;0
2020-11-30 02:45:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-11-30 03:00:00;1;0;4;0;0;0;0;0;0;0;0;0
2020-11-30 03:15:00;2;0;4;0;0;0;0;0;0;0;0;0
2020-11-30 03:30:00;3;0;2;0;0;0;0;0;0;0;0;0
2020-11-30 03:45:00;5;0;5;0;0;0;0;0;0;0;0;0
2020-11-30 04:00:00;2;0;4;0;0;0;0;0;0;0;0;0
2020-11-30 04:15:00;3;0;7;0;0;0;0;0;0;0;0;0
2020-11-30 04:30:00;2;0;13;0;0;0;0;0;0;0;0;0
2020-11-30 04:45:00;8;0;38;0;0;0;0;0;0;0;0;0
2020-11-30 05:00:00;7;0;81;0;0;0;0;0;0;0;0;0
2020-11-30 05:15:00;10;0;158;0;0;0;0;0;0;0;0;0
2020-11-30 05:30:00;15;0;140;0;0;0;0;0;0;0;0;0
2020-11-30 05:45:00;11;0;132;0;1;0;0;0;0;0;0;0
2020-11-30 06:00:00;26;0;114;0;1;0;0;0;0;0;0;0
2020-11-30 06:15:00;49;0;176;0;4;0;0;0;0;0;0;0
2020-11-30 06:30:00;47;0;194;0;7;0;0;0;0;1;0;0
2020-11-30 06:45:00;58;0;202;0;9;1;0;0;0;2;0;0
2020-11-30 07:00:00;58;0;207;0;7;2;0;0;0;1;0;0
2020-11-30 07:15:00;59;0;241;0;13;2;0;0;0;5;0;0
2020-11-30 07:30:00;90;0;151;0;13;4;0;0;0;2;2;0
2020-11-30 07:45:00;86;0;157;0;8;5;0;0;0;3;2;0
2020-11-30 08:00:00;98;0;177;0;12;1;0;0;0;3;0;0
2020-11-30 08:15:00;79;0;187;0;7;4;0;0;0;1;0;0
2020-11-30 08:30:00;83;0;188;0;4;3;0;0;0;3;0;0
2020-11-30 08:45:00;71;0;138;0;5;2;0;0;0;1;3;0
2020-11-30 09:00:00;83;0;139;0;6;1;0;0;0;1;0;0
2020-11-30 09:15:00;69;0;129;0;3;0;0;0;0;3;0;0
2020-11-30 09:30:00;81;0;150;0;6;2;0;0;0;2;0;0
2020-11-30 09:45:00;92;0;133;0;6;0;0;0;0;3;0;0
2020-11-30 10:00:00;106;0;125;0;3;0;0;0;0;0;0;0
2020-11-30 10:15:00;85;0;154;0;6;6;0;0;0;0;1;0
2020-11-30 10:30:00;81;0;140;0;6;2;0;0;0;2;0;0
2020-11-30 10:45:00;112;0;122;0;3;2;0;0;0;2;0;0
2020-11-30 11:00:00;104;0;115;0;3;3;0;0;0;2;0;0
2020-11-30 11:15:00;115;0;109;0;2;2;0;0;0;2;3;0
