2020-08-12 00:00:00;5;0;9;2;0;0;0;0;0;0;0;0
2020-08-12 00:15:00;2;0;3;1;0;0;0;0;0;0;0;0
2020-08-12 00:30:00;7;0;10;0;0;0;0;0;0;0;0;0
2020-08-12 00:45:00;11;0;11;1;0;0;0;0;0;0;0;0
2020-08-12 01:00:00;5;0;8;2;0;0;0;0;0;0;0;0
2020-08-12 01:15:00;5;0;7;1;0;0;0;0;0;0;0;0
2020-08-12 01:30:00;4;0;4;1;0;0;0;0;0;0;0;0
2020-08-12 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-12 02:00:00;1;0;2;0;0;0;0;0;0;0;0;0
2020-08-12 02:15:00;2;0;3;1;0;0;0;0;0;0;0;0
2020-08-12 02:30:00;5;0;5;1;0;0;0;0;0;0;0;0
2020-08-12 02:45:00;5;0;3;2;0;0;0;0;0;0;0;0
2020-08-12 03:00:00;3;0;3;2;0;0;0;0;0;0;0;0
2020-08-12 03:15:00;1;0;4;0;0;0;0;0;0;0;0;0
2020-08-12 03:30:00;1;0;5;2;0;0;0;0;0;0;0;0
2020-08-12 03:45:00;0;0;1;0;0;0;0;0;0;0;0;0
2020-08-12 04:00:00;1;0;2;1;0;0;0;0;0;0;0;0
2020-08-12 04:15:00;9;0;9;1;0;0;0;0;0;0;0;0
2020-08-12 04:30:00;8;0;4;1;0;0;0;0;0;0;0;0
2020-08-12 04:45:00;8;0;9;1;0;0;0;0;0;0;0;0
2020-08-12 05:00:00;13;0;13;2;0;0;0;0;0;0;0;0
2020-08-12 05:15:00;16;0;24;2;0;0;0;0;0;0;0;0
2020-08-12 05:30:00;27;0;38;5;1;0;0;0;0;0;0;0
2020-08-12 05:45:00;28;0;41;12;1;2;0;1;0;0;0;0
2020-08-12 06:00:00;30;0;43;7;1;0;0;0;0;0;0;0
2020-08-12 06:15:00;32;0;57;6;0;0;0;0;0;0;0;0
2020-08-12 06:30:00;44;0;64;12;0;0;0;0;0;0;0;0
2020-08-12 06:45:00;39;0;66;8;4;1;0;0;0;0;0;0
2020-08-12 07:00:00;35;0;79;9;2;0;0;0;0;0;0;0
2020-08-12 07:15:00;54;0;79;13;5;0;1;0;0;0;0;0
2020-08-12 07:30:00;43;0;107;21;7;0;6;2;0;0;0;0
2020-08-12 07:45:00;42;0;97;23;14;1;0;1;0;0;0;0
2020-08-12 08:00:00;50;0;68;13;15;0;2;0;0;0;0;0
2020-08-12 08:15:00;56;0;69;12;5;0;10;0;0;0;0;0
2020-08-12 08:30:00;44;0;62;16;5;7;0;0;0;0;0;0
2020-08-12 08:45:00;41;0;57;18;15;0;4;13;0;0;0;0
2020-08-12 09:00:00;48;0;68;26;3;4;0;0;0;0;0;0
2020-08-12 09:15:00;53;0;79;10;3;0;4;0;0;0;0;0
2020-08-12 09:30:00;49;0;74;19;3;0;10;0;0;0;0;0
2020-08-12 09:45:00;59;0;81;18;7;0;4;0;0;0;0;0
2020-08-12 10:00:00;66;0;92;28;7;0;7;0;0;0;0;0
2020-08-12 10:15:00;51;0;85;26;9;0;5;0;0;0;0;0
2020-08-12 10:30:00;66;0;83;24;30;0;1;0;0;0;0;0
2020-08-12 10:45:00;77;0;81;39;6;2;3;6;0;0;0;0
2020-08-12 11:00:00;68;0;75;25;13;0;15;0;0;0;0;0
2020-08-12 11:15:00;62;0;81;19;6;0;1;2;0;0;0;0
2020-08-12 11:30:00;75;0;82;17;8;1;14;0;0;0;0;0
2020-08-12 11:45:00;78;0;76;22;4;2;1;0;0;0;0;0
2020-08-12 12:00:00;75;0;67;21;1;0;5;0;0;0;0;0
2020-08-12 12:15:00;59;0;72;21;4;0;6;5;0;0;0;0
2020-08-12 12:30:00;79;0;68;18;2;0;1;0;0;0;0;0
2020-08-12 12:45:00;77;0;74;22;7;21;0;0;0;0;0;0
2020-08-12 13:00:00;57;0;69;13;4;0;4;0;0;0;0;0
2020-08-12 13:15:00;80;0;65;28;0;0;7;3;1;0;0;0
2020-08-12 13:30:00;67;0;73;20;3;1;0;0;0;0;0;0
2020-08-12 13:45:00;59;0;72;14;2;13;2;4;0;0;0;0
2020-08-12 14:00:00;69;0;88;12;8;1;39;0;0;0;0;0
2020-08-12 14:15:00;66;0;88;18;1;0;2;2;0;0;0;0
2020-08-12 14:30:00;57;0;75;30;0;1;2;0;0;0;0;0
2020-08-12 14:45:00;76;0;78;22;3;4;6;0;0;0;0;0
2020-08-12 15:00:00;61;0;71;24;0;3;7;2;0;0;0;0
2020-08-12 15:15:00;64;0;62;15;17;0;49;0;0;0;0;0
2020-08-12 15:30:00;69;0;76;12;4;0;1;2;0;0;0;0
2020-08-12 15:45:00;67;0;70;11;6;0;42;0;0;0;0;0
2020-08-12 16:00:00;80;0;81;18;1;0;4;0;0;0;0;0
2020-08-12 16:15:00;79;0;114;23;1;11;1;3;0;0;0;0
2020-08-12 16:30:00;70;0;75;23;4;8;59;0;0;0;0;0
2020-08-12 16:45:00;83;0;75;24;2;0;1;0;0;0;0;0
2020-08-12 17:00:00;100;0;79;30;14;0;35;0;0;0;0;0
2020-08-12 17:15:00;94;0;82;16;6;0;2;5;0;0;0;0
2020-08-12 17:30:00;83;0;85;26;5;0;0;0;0;0;0;0
2020-08-12 17:45:00;68;0;71;18;2;0;4;0;0;0;0;0
2020-08-12 18:00:00;66;0;77;28;11;0;17;0;1;0;0;0
2020-08-12 18:15:00;62;0;76;27;8;1;15;0;0;0;0;0
2020-08-12 18:30:00;56;0;77;28;11;6;2;0;0;0;0;0
2020-08-12 18:45:00;61;0;54;22;3;0;9;1;0;0;0;0
2020-08-12 19:00:00;66;0;61;18;10;1;2;1;1;0;0;0
2020-08-12 19:15:00;50;0;62;25;1;0;17;3;0;0;0;0
2020-08-12 19:30:00;42;0;59;22;3;0;0;0;0;0;0;0
2020-08-12 19:45:00;33;0;54;13;0;0;0;0;0;0;0;0
