DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2019-08-22 00:00:00;14;7;6;9;1;3
2019-08-22 00:15:00;13;9;8;17;1;2
2019-08-22 00:30:00;16;4;9;16;2;5
2019-08-22 00:45:00;17;3;3;9;2;3
2019-08-22 01:00:00;15;3;6;9;0;0
2019-08-22 01:15:00;11;2;8;6;2;1
2019-08-22 01:30:00;14;4;3;2;0;0
2019-08-22 01:45:00;6;0;7;9;0;2
2019-08-22 02:00:00;6;3;3;5;1;2
2019-08-22 02:15:00;8;2;4;5;1;3
2019-08-22 02:30:00;8;2;3;5;0;1
2019-08-22 02:45:00;8;2;3;6;0;0
2019-08-22 03:00:00;5;2;5;3;1;1
2019-08-22 03:15:00;6;1;2;6;0;0
2019-08-22 03:30:00;4;5;3;6;1;2
2019-08-22 03:45:00;5;2;3;4;0;0
2019-08-22 04:00:00;12;2;3;13;2;0
2019-08-22 04:15:00;10;3;5;9;0;3
2019-08-22 04:30:00;17;4;6;8;0;2
2019-08-22 04:45:00;17;6;5;16;0;4
2019-08-22 05:00:00;31;13;8;19;1;5
2019-08-22 05:15:00;47;35;16;19;2;8
2019-08-22 05:30:00;69;62;14;41;4;11
2019-08-22 05:45:00;73;62;22;47;1;8
2019-08-22 06:00:00;69;61;27;60;5;10
2019-08-22 06:15:00;82;91;19;49;3;18
2019-08-22 06:30:00;104;100;30;54;1;17
2019-08-22 06:45:00;96;95;39;69;2;19
2019-08-22 07:00:00;111;108;41;73;6;26
2019-08-22 07:15:00;90;124;47;91;6;32
2019-08-22 07:30:00;116;115;53;98;7;36
2019-08-22 07:45:00;124;116;68;114;7;40
2019-08-22 08:00:00;109;99;50;88;10;26
2019-08-22 08:15:00;106;98;49;102;13;37
2019-08-22 08:30:00;112;97;42;113;11;27
2019-08-22 08:45:00;111;93;59;93;15;32
2019-08-22 09:00:00;107;83;48;77;11;33
2019-08-22 09:15:00;111;71;68;99;13;30
2019-08-22 09:30:00;98;80;71;102;7;35
2019-08-22 09:45:00;93;90;70;101;10;26
2019-08-22 10:00:00;110;83;70;108;9;34
2019-08-22 10:15:00;118;89;61;138;12;20
2019-08-22 10:30:00;108;96;74;104;9;24
2019-08-22 10:45:00;112;92;65;107;8;40
2019-08-22 11:00:00;114;86;63;108;17;29
2019-08-22 11:15:00;119;73;77;107;16;36
2019-08-22 11:30:00;118;96;61;117;11;42
2019-08-22 11:45:00;120;94;82;135;13;28
2019-08-22 12:00:00;125;86;83;142;13;20
2019-08-22 12:15:00;117;78;77;115;17;28
2019-08-22 12:30:00;103;81;75;122;17;40
2019-08-22 12:45:00;115;89;75;106;18;40
2019-08-22 13:00:00;125;104;67;120;15;44
2019-08-22 13:15:00;123;94;81;132;15;35
2019-08-22 13:30:00;110;99;61;142;8;40
2019-08-22 13:45:00;125;106;72;140;14;36
2019-08-22 14:00:00;140;95;96;153;8;34
2019-08-22 14:15:00;131;94;91;141;9;46
2019-08-22 14:30:00;128;103;95;153;16;34
2019-08-22 14:45:00;151;101;87;148;9;47
2019-08-22 15:00:00;129;114;87;159;17;36
2019-08-22 15:15:00;128;110;102;194;13;26
2019-08-22 15:30:00;143;113;116;167;17;40
2019-08-22 15:45:00;142;108;109;184;13;36
2019-08-22 16:00:00;138;113;114;192;19;45
2019-08-22 16:15:00;136;102;112;178;19;34
2019-08-22 16:30:00;149;122;97;196;21;48
2019-08-22 16:45:00;129;125;120;195;14;43
2019-08-22 17:00:00;151;131;107;172;19;40
2019-08-22 17:15:00;134;105;102;171;21;40
2019-08-22 17:30:00;133;114;87;153;18;36
2019-08-22 17:45:00;140;107;91;148;12;45
2019-08-22 18:00:00;132;110;101;143;14;46
2019-08-22 18:15:00;128;99;98;163;19;46
2019-08-22 18:30:00;102;65;71;126;12;41
2019-08-22 18:45:00;115;68;73;97;15;42
2019-08-22 19:00:00;109;72;78;106;17;34
2019-08-22 19:15:00;97;68;54;101;12;39
2019-08-22 19:30:00;92;63;52;84;12;32
2019-08-22 19:45:00;97;62;50;78;8;30
2019-08-22 20:00:00;80;59;50;64;5;14
2019-08-22 20:15:00;76;52;69;82;5;21
2019-08-22 20:30:00;77;57;42;63;8;28
2019-08-22 20:45:00;64;35;40;68;4;11
2019-08-22 21:00:00;77;54;37;56;6;15
2019-08-22 21:15:00;70;43;46;52;3;9
2019-08-22 21:30:00;66;38;32;71;4;8
2019-08-22 21:45:00;62;31;46;48;3;9
2019-08-22 22:00:00;47;20;35;42;2;10
2019-08-22 22:15:00;50;19;27;51;6;8
2019-08-22 22:30:00;47;20;19;27;2;7
2019-08-22 22:45:00;51;21;19;31;4;5
2019-08-22 23:00:00;31;17;15;37;3;3
2019-08-22 23:15:00;30;12;15;17;0;2
2019-08-22 23:30:00;34;11;13;13;1;4
2019-08-22 23:45:00;28;10;14;16;3;3
