DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-01-28 00:00:00;0;0;5;0;0;0;0;0;0;2;2
2020-01-28 00:15:00;1;1;5;1;2;1;4;3;0;0;0
2020-01-28 00:30:00;0;1;6;1;1;2;5;1;0;1;3
2020-01-28 00:45:00;1;1;6;0;1;0;1;1;2;3;2
2020-01-28 01:00:00;0;0;1;0;0;1;3;3;1;2;0
2020-01-28 01:15:00;0;0;1;0;0;1;2;0;0;1;1
2020-01-28 01:30:00;0;0;0;0;0;2;2;1;0;1;0
2020-01-28 01:45:00;0;2;1;0;0;0;0;0;0;1;0
2020-01-28 02:00:00;0;0;1;0;0;0;1;0;0;0;1
2020-01-28 02:15:00;0;1;0;0;0;0;1;0;0;2;1
2020-01-28 02:30:00;0;0;0;0;0;0;0;0;0;1;0
2020-01-28 02:45:00;0;0;0;0;0;0;2;2;0;0;1
2020-01-28 03:00:00;1;1;2;0;1;1;2;0;0;1;1
2020-01-28 03:15:00;0;2;4;0;0;0;0;1;0;3;0
2020-01-28 03:30:00;1;2;4;0;1;0;0;0;0;4;1
2020-01-28 03:45:00;0;1;1;0;0;0;1;0;0;1;3
2020-01-28 04:00:00;0;1;1;0;0;0;0;0;0;1;2
2020-01-28 04:15:00;0;1;0;1;1;0;1;0;0;1;1
2020-01-28 04:30:00;0;4;5;1;1;0;1;0;1;3;3
2020-01-28 04:45:00;4;3;3;0;3;1;2;0;3;5;3
2020-01-28 05:00:00;1;20;17;0;0;1;1;1;1;1;3
2020-01-28 05:15:00;1;45;24;0;0;1;6;1;1;6;11
2020-01-28 05:30:00;3;44;31;1;2;4;10;4;5;19;11
2020-01-28 05:45:00;0;33;39;5;5;5;7;1;5;21;18
2020-01-28 06:00:00;5;24;24;4;9;8;11;2;9;17;17
2020-01-28 06:15:00;4;33;18;4;8;3;22;4;14;23;26
2020-01-28 06:30:00;8;49;42;9;13;9;21;5;12;24;27
2020-01-28 06:45:00;2;48;40;8;11;11;22;9;17;28;34
2020-01-28 07:00:00;4;46;38;21;23;13;38;17;26;40;29
2020-01-28 07:15:00;9;61;62;31;32;10;38;20;45;68;34
2020-01-28 07:30:00;17;40;56;39;48;25;41;36;70;71;38
2020-01-28 07:45:00;7;62;57;36;46;48;46;35;49;62;46
2020-01-28 08:00:00;10;40;51;10;17;23;44;28;28;35;42
2020-01-28 08:15:00;9;42;56;16;24;15;30;15;33;45;22
2020-01-28 08:30:00;6;49;57;20;27;12;24;18;35;42;23
2020-01-28 08:45:00;11;37;44;22;28;20;31;17;26;34;19
2020-01-28 09:00:00;10;38;43;15;19;22;25;22;24;35;16
2020-01-28 09:15:00;9;31;30;13;21;7;27;15;23;22;21
2020-01-28 09:30:00;5;33;36;19;26;12;25;19;35;40;24
2020-01-28 09:45:00;8;28;41;21;26;11;25;17;32;46;24
2020-01-28 10:00:00;6;31;34;17;20;17;28;17;24;27;14
2020-01-28 10:15:00;3;30;32;8;11;18;25;11;31;28;12
2020-01-28 10:30:00;2;33;38;14;15;17;34;23;26;38;24
2020-01-28 10:45:00;5;30;36;16;19;13;22;23;33;35;19
2020-01-28 11:00:00;5;35;32;17;19;15;33;19;24;33;23
2020-01-28 11:15:00;8;37;38;9;14;22;39;28;37;33;21
2020-01-28 11:30:00;3;29;40;10;14;28;35;25;25;33;19
2020-01-28 11:45:00;7;27;52;6;8;20;39;25;22;24;25
2020-01-28 12:00:00;7;30;49;14;20;26;37;19;27;20;15
2020-01-28 12:15:00;7;29;35;12;17;19;41;24;30;28;21
2020-01-28 12:30:00;12;21;25;11;17;20;44;25;27;30;15
2020-01-28 12:45:00;12;34;37;15;26;19;38;23;37;29;18
2020-01-28 13:00:00;3;45;54;10;15;27;48;34;25;34;16
2020-01-28 13:15:00;5;57;36;14;16;19;42;24;21;21;28
2020-01-28 13:30:00;6;48;35;12;21;28;35;16;28;37;28
2020-01-28 13:45:00;8;40;33;15;23;24;34;20;22;23;20
2020-01-28 14:00:00;6;39;38;9;14;22;33;24;31;23;33
2020-01-28 14:15:00;2;32;36;16;19;23;29;15;39;31;36
2020-01-28 14:30:00;10;34;35;20;24;17;38;19;39;32;34
2020-01-28 14:45:00;6;38;48;16;22;21;36;28;36;36;32
2020-01-28 15:00:00;10;37;46;14;19;30;33;22;36;29;36
