DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-10-22 00:00:00;10;0;5;4;1;0;0
2020-10-22 00:15:00;11;4;13;4;1;3;4
2020-10-22 00:30:00;12;6;10;2;3;4;3
2020-10-22 00:45:00;10;3;6;0;2;4;4
2020-10-22 01:00:00;8;3;9;4;1;3;1
2020-10-22 01:15:00;6;1;4;1;2;2;3
2020-10-22 01:30:00;7;0;6;3;7;1;1
2020-10-22 01:45:00;6;1;9;1;3;4;3
2020-10-22 02:00:00;6;2;7;2;1;2;4
2020-10-22 02:15:00;3;3;6;3;4;3;4
2020-10-22 02:30:00;3;4;9;1;2;5;3
2020-10-22 02:45:00;8;2;11;0;1;6;0
2020-10-22 03:00:00;11;1;5;2;1;3;3
2020-10-22 03:15:00;7;3;4;4;5;6;2
2020-10-22 03:30:00;11;3;9;2;3;7;1
2020-10-22 03:45:00;3;2;8;4;1;4;3
2020-10-22 04:00:00;7;1;7;1;5;9;8
2020-10-22 04:15:00;6;2;21;4;2;5;3
2020-10-22 04:30:00;8;8;19;1;9;5;5
2020-10-22 04:45:00;28;12;42;12;2;3;1
2020-10-22 05:00:00;31;15;66;15;4;0;0
2020-10-22 05:15:00;49;19;98;35;3;2;0
2020-10-22 05:30:00;36;25;92;44;1;0;0
2020-10-22 05:45:00;65;44;104;54;1;3;1
2020-10-22 06:00:00;68;52;87;38;4;0;0
2020-10-22 06:15:00;72;41;149;76;5;0;0
2020-10-22 06:30:00;109;61;149;69;7;1;1
2020-10-22 06:45:00;118;79;177;95;7;0;1
2020-10-22 07:00:00;152;77;159;92;5;0;0
2020-10-22 07:15:00;196;104;179;94;14;1;2
2020-10-22 07:30:00;194;128;214;132;18;1;0
2020-10-22 07:45:00;192;130;184;100;14;1;2
2020-10-22 08:00:00;165;109;163;99;21;6;1
2020-10-22 08:15:00;137;95;145;84;9;1;0
2020-10-22 08:30:00;150;113;144;87;9;0;1
2020-10-22 08:45:00;121;103;156;83;13;2;1
2020-10-22 09:00:00;124;97;127;70;7;0;1
2020-10-22 09:15:00;127;92;140;72;9;1;0
2020-10-22 09:30:00;113;83;137;86;5;1;0
2020-10-22 09:45:00;142;102;125;64;9;3;1
2020-10-22 10:00:00;123;85;147;81;14;4;1
2020-10-22 10:15:00;112;95;138;86;15;3;3
2020-10-22 10:30:00;113;109;152;78;9;0;1
2020-10-22 10:45:00;140;115;159;78;6;1;0
2020-10-22 11:00:00;128;84;147;70;11;4;2
2020-10-22 11:15:00;139;113;158;69;13;2;1
2020-10-22 11:30:00;125;102;151;72;11;1;1
2020-10-22 11:45:00;152;108;156;89;14;3;3
2020-10-22 12:00:00;132;98;141;91;9;4;2
2020-10-22 12:15:00;140;93;150;80;7;3;1
2020-10-22 12:30:00;125;109;144;82;6;6;5
2020-10-22 12:45:00;140;101;149;88;12;1;5
2020-10-22 13:00:00;130;106;195;107;10;2;2
2020-10-22 13:15:00;144;128;169;101;10;0;0
2020-10-22 13:30:00;139;97;181;104;4;3;3
2020-10-22 13:45:00;168;120;180;109;14;3;3
2020-10-22 14:00:00;144;95;174;104;4;3;3
2020-10-22 14:15:00;168;103;139;71;2;2;1
2020-10-22 14:30:00;172;143;192;85;11;2;4
2020-10-22 14:45:00;198;150;181;99;14;2;1
2020-10-22 15:00:00;159;117;164;89;5;3;3
2020-10-22 15:15:00;175;132;179;110;11;1;1
2020-10-22 15:30:00;187;143;171;91;8;5;4
2020-10-22 15:45:00;198;149;188;126;10;3;2
2020-10-22 16:00:00;199;138;188;109;11;2;6
2020-10-22 16:15:00;198;134;195;105;7;6;5
2020-10-22 16:30:00;189;132;193;97;10;7;1
2020-10-22 16:45:00;221;160;189;110;10;4;2
2020-10-22 17:00:00;203;163;210;93;5;5;2
2020-10-22 17:15:00;211;162;190;93;7;3;4
2020-10-22 17:30:00;175;140;211;129;8;1;1
2020-10-22 17:45:00;191;153;179;66;21;3;4
2020-10-22 18:00:00;194;144;189;99;8;2;7
2020-10-22 18:15:00;178;108;176;110;6;5;3
2020-10-22 18:30:00;168;102;162;69;4;6;0
2020-10-22 18:45:00;163;117;139;82;3;3;1
2020-10-22 19:00:00;123;79;139;62;6;2;1
2020-10-22 19:15:00;106;70;131;64;5;1;2
2020-10-22 19:30:00;110;84;108;52;7;0;0
2020-10-22 19:45:00;100;77;105;48;5;2;0
2020-10-22 20:00:00;96;52;92;31;4;0;1
2020-10-22 20:15:00;86;56;90;48;2;1;1
2020-10-22 20:30:00;71;53;74;34;2;1;0
2020-10-22 20:45:00;75;48;97;50;3;1;1
2020-10-22 21:00:00;54;32;95;47;3;0;0
2020-10-22 21:15:00;60;40;96;53;1;0;0
2020-10-22 21:30:00;66;39;69;28;3;0;3
2020-10-22 21:45:00;73;54;59;18;7;0;0
2020-10-22 22:00:00;45;57;61;24;4;0;1
2020-10-22 22:15:00;62;63;68;23;4;2;2
2020-10-22 22:30:00;44;12;50;23;0;0;1
2020-10-22 22:45:00;41;18;44;17;4;3;2
2020-10-22 23:00:00;23;13;18;7;2;3;1
2020-10-22 23:15:00;16;13;30;9;3;1;3
2020-10-22 23:30:00;17;8;16;1;2;1;1
2020-10-22 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
