DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-08-08 00:00:00;7;3;2;5;6;13;7;9;6;12;5;1;2
2020-08-08 00:15:00;6;2;3;3;7;22;10;5;7;13;13;5;3
2020-08-08 00:30:00;7;2;4;4;1;8;6;4;4;7;7;4;4
2020-08-08 00:45:00;10;6;1;3;5;11;12;5;2;5;6;4;0
2020-08-08 01:00:00;7;1;3;2;1;12;6;2;3;4;2;2;4
2020-08-08 01:15:00;4;2;3;1;4;8;7;0;1;1;2;1;3
2020-08-08 01:30:00;5;1;0;0;0;3;3;1;1;4;3;0;0
2020-08-08 01:45:00;5;0;0;2;2;3;3;3;2;2;4;2;0
2020-08-08 02:00:00;4;3;0;0;4;7;6;0;1;4;1;0;0
2020-08-08 02:15:00;5;0;1;2;0;7;7;0;1;2;2;1;1
2020-08-08 02:30:00;5;0;2;0;1;4;0;2;2;6;5;2;2
2020-08-08 02:45:00;1;1;2;0;2;4;1;0;0;4;3;0;2
2020-08-08 03:00:00;4;1;0;1;0;3;1;0;0;1;1;0;0
2020-08-08 03:15:00;6;2;0;1;4;6;0;1;3;4;2;0;0
2020-08-08 03:30:00;2;0;0;1;3;4;1;0;0;3;3;0;0
2020-08-08 03:45:00;0;2;0;0;0;3;1;1;1;1;4;2;0
2020-08-08 04:00:00;3;1;0;0;3;4;9;4;2;0;0;0;0
2020-08-08 04:15:00;3;0;0;0;3;5;2;1;0;1;0;0;0
2020-08-08 04:30:00;1;2;0;0;1;8;3;2;1;2;0;1;0
2020-08-08 04:45:00;3;1;0;3;2;6;5;0;1;2;2;1;0
2020-08-08 05:00:00;3;0;1;5;5;5;2;2;1;2;2;0;1
2020-08-08 05:15:00;5;2;3;4;1;6;6;1;1;2;1;0;3
2020-08-08 05:30:00;10;4;1;4;7;10;8;8;3;2;3;0;1
2020-08-08 05:45:00;5;3;3;8;7;11;8;5;5;4;4;2;3
2020-08-08 06:00:00;16;1;4;1;5;10;14;7;4;3;2;0;4
2020-08-08 06:15:00;7;3;3;5;8;19;17;3;3;1;0;0;3
2020-08-08 06:30:00;20;4;4;9;6;19;18;15;10;6;3;1;4
2020-08-08 06:45:00;11;0;4;7;7;24;20;11;5;5;7;4;4
2020-08-08 07:00:00;12;4;5;13;5;18;8;6;5;7;2;4;5
2020-08-08 07:15:00;16;2;7;17;13;29;22;13;9;17;17;0;7
2020-08-08 07:30:00;23;6;9;20;20;31;31;13;8;12;15;8;9
2020-08-08 07:45:00;25;3;8;26;11;48;32;17;12;20;24;6;7
2020-08-08 08:00:00;22;10;4;26;10;38;29;18;12;20;16;4;4
2020-08-08 08:15:00;23;10;8;28;27;42;22;15;6;18;21;7;7
2020-08-08 08:30:00;32;19;8;40;22;40;25;29;21;29;24;7;8
2020-08-08 08:45:00;34;15;13;51;17;52;38;28;24;45;32;9;11
2020-08-08 09:00:00;44;29;8;45;29;55;38;37;24;37;30;9;9
2020-08-08 09:15:00;44;24;14;46;37;55;27;47;37;54;32;13;15
2020-08-08 09:30:00;48;19;13;65;36;56;49;51;40;51;39;10;13
2020-08-08 09:45:00;51;30;13;79;29;68;58;61;33;53;46;16;13
2020-08-08 10:00:00;60;29;16;86;23;69;49;62;36;58;45;12;17
2020-08-08 10:15:00;57;35;19;88;45;69;55;59;45;83;55;20;18
2020-08-08 10:30:00;76;50;20;95;39;73;50;59;38;77;67;24;21
2020-08-08 10:45:00;68;38;19;76;31;82;63;70;52;86;81;27;18
2020-08-08 11:00:00;69;55;29;69;21;85;65;68;47;88;76;37;30
2020-08-08 11:15:00;65;50;21;90;43;87;74;81;49;95;74;26;18
2020-08-08 11:30:00;69;40;26;80;37;57;45;62;45;92;71;33;25
2020-08-08 11:45:00;73;52;18;77;45;93;71;69;46;99;82;32;18
2020-08-08 12:00:00;62;33;18;80;33;90;77;65;50;84;80;36;16
2020-08-08 12:15:00;76;44;23;77;43;96;79;54;40;89;77;33;21
2020-08-08 12:30:00;56;48;17;64;40;79;76;54;35;93;74;35;15
2020-08-08 12:45:00;65;37;9;62;43;84;73;54;47;106;63;31;10
2020-08-08 13:00:00;67;43;20;63;40;70;71;60;39;75;67;29;19
2020-08-08 13:15:00;54;23;16;65;37;81;75;64;51;93;77;29;15
2020-08-08 13:30:00;55;39;14;68;31;74;68;61;33;83;62;38;12
2020-08-08 13:45:00;73;45;14;71;35;76;65;54;42;77;71;28;15
2020-08-08 14:00:00;61;36;24;66;29;74;56;56;36;90;71;25;23
