DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2019-11-12 00:00:00;5;0;2;0;0;0
2019-11-12 00:15:00;5;1;9;0;0;0
2019-11-12 00:30:00;6;0;4;0;0;0
2019-11-12 00:45:00;5;0;3;0;0;0
2019-11-12 01:00:00;3;1;3;1;0;0
2019-11-12 01:15:00;4;0;3;1;0;0
2019-11-12 01:30:00;3;1;6;0;0;0
2019-11-12 01:45:00;1;0;4;0;0;0
2019-11-12 02:00:00;3;0;4;0;0;0
2019-11-12 02:15:00;4;0;3;1;0;0
2019-11-12 02:30:00;2;0;1;0;0;0
2019-11-12 02:45:00;4;0;7;0;0;0
2019-11-12 03:00:00;7;0;2;0;0;0
2019-11-12 03:15:00;2;0;5;0;0;0
2019-11-12 03:30:00;1;0;4;0;0;0
2019-11-12 03:45:00;1;0;5;0;0;0
2019-11-12 04:00:00;7;0;3;0;0;0
2019-11-12 04:15:00;6;2;8;0;0;0
2019-11-12 04:30:00;11;3;16;0;0;0
2019-11-12 04:45:00;8;11;27;0;0;0
2019-11-12 05:00:00;20;17;89;0;1;3
2019-11-12 05:15:00;55;51;201;2;10;9
2019-11-12 05:30:00;70;59;189;13;8;11
2019-11-12 05:45:00;120;23;130;88;7;4
2019-11-12 06:00:00;107;14;117;75;5;3
2019-11-12 06:15:00;83;27;130;23;16;2
2019-11-12 06:30:00;95;22;165;11;24;8
2019-11-12 06:45:00;84;17;158;6;6;9
2019-11-12 07:00:00;93;13;132;3;6;6
2019-11-12 07:15:00;83;16;145;2;1;6
2019-11-12 07:30:00;100;12;155;5;7;8
2019-11-12 07:45:00;107;20;148;1;24;12
2019-11-12 08:00:00;89;21;154;2;1;20
2019-11-12 08:15:00;79;22;127;2;4;9
2019-11-12 08:30:00;70;18;86;1;0;4
2019-11-12 08:45:00;77;13;76;2;0;4
2019-11-12 09:00:00;45;11;69;1;5;2
2019-11-12 09:15:00;60;10;62;5;1;6
2019-11-12 09:30:00;30;5;59;4;2;0
2019-11-12 09:45:00;46;4;76;5;0;9
2019-11-12 10:00:00;40;4;56;3;0;2
2019-11-12 10:15:00;61;4;50;2;1;0
2019-11-12 10:30:00;61;1;45;1;3;24
2019-11-12 10:45:00;61;4;69;4;0;0
2019-11-12 11:00:00;59;2;64;4;0;0
2019-11-12 11:15:00;62;4;52;2;0;2
2019-11-12 11:30:00;58;4;51;6;5;0
2019-11-12 11:45:00;58;3;65;4;1;5
2019-11-12 12:00:00;54;4;49;5;4;3
2019-11-12 12:15:00;74;2;54;5;1;2
2019-11-12 12:30:00;80;6;56;3;1;4
2019-11-12 12:45:00;53;18;77;7;1;5
2019-11-12 13:00:00;80;25;105;10;1;11
2019-11-12 13:15:00;73;64;153;7;2;16
2019-11-12 13:30:00;94;70;195;10;8;11
2019-11-12 13:45:00;95;47;130;33;26;19
2019-11-12 14:00:00;101;22;83;86;26;36
2019-11-12 14:15:00;117;9;71;126;7;14
2019-11-12 14:30:00;121;2;73;48;7;14
2019-11-12 14:45:00;91;4;66;30;7;6
2019-11-12 15:00:00;120;1;55;45;9;12
2019-11-12 15:15:00;143;2;99;40;0;10
2019-11-12 15:30:00;141;0;97;32;8;14
2019-11-12 15:45:00;107;2;93;22;3;5
2019-11-12 16:00:00;128;4;79;20;11;5
2019-11-12 16:15:00;124;3;105;28;7;123
2019-11-12 16:30:00;125;8;84;30;12;3
2019-11-12 16:45:00;149;3;84;27;9;10
2019-11-12 17:00:00;110;2;74;15;0;6
2019-11-12 17:15:00;98;1;104;24;13;9
2019-11-12 17:30:00;84;3;76;18;3;3
2019-11-12 17:45:00;76;2;74;13;2;6
2019-11-12 18:00:00;70;1;61;7;0;12
2019-11-12 18:15:00;66;0;71;9;0;3
2019-11-12 18:30:00;50;3;66;16;0;4
2019-11-12 18:45:00;67;3;77;9;0;0
2019-11-12 19:00:00;30;0;69;8;0;3
2019-11-12 19:15:00;53;1;45;6;0;0
2019-11-12 19:30:00;31;0;36;5;0;0
2019-11-12 19:45:00;30;1;37;3;0;0
2019-11-12 20:00:00;25;1;20;2;0;0
2019-11-12 20:15:00;17;0;21;1;0;0
2019-11-12 20:30:00;30;2;28;5;0;0
2019-11-12 20:45:00;29;4;52;3;1;3
2019-11-12 21:00:00;37;12;106;1;7;2
2019-11-12 21:15:00;69;33;162;4;13;17
2019-11-12 21:30:00;61;13;108;41;12;16
2019-11-12 21:45:00;74;2;52;99;4;9
2019-11-12 22:00:00;82;1;31;148;12;10
2019-11-12 22:15:00;49;1;15;40;0;3
2019-11-12 22:30:00;20;1;16;12;0;2
2019-11-12 22:45:00;21;0;16;2;0;0
2019-11-12 23:00:00;23;0;7;2;0;0
2019-11-12 23:15:00;15;0;6;3;0;0
2019-11-12 23:30:00;11;0;11;0;0;0
2019-11-12 23:45:00;6;0;5;0;0;0
