DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DD1);7(DE1);8(DE2);9(TAFBC);10(TAFGDE);11(TAFBDE);12(DC3);13(TARDB);14(TARDC);15(TARDD)
2020-06-21 00:00:00;25;15;2;0;0;0;44;33;0;0;0;1;0;0;0
2020-06-21 00:15:00;32;8;1;0;1;0;35;36;0;0;0;1;0;0;0
2020-06-21 00:30:00;14;5;2;0;0;0;37;31;0;0;0;2;0;0;0
2020-06-21 00:45:00;16;5;0;0;1;0;41;32;0;0;0;1;0;0;0
2020-06-21 01:00:00;29;13;0;0;0;0;38;29;0;0;0;0;0;0;0
2020-06-21 01:15:00;14;3;0;0;1;0;27;18;0;0;0;1;0;0;0
2020-06-21 01:30:00;7;7;0;0;0;0;20;16;0;0;0;0;0;0;0
2020-06-21 01:45:00;9;8;2;0;0;1;30;24;0;0;0;0;0;0;0
2020-06-21 02:00:00;6;2;2;0;1;0;19;17;0;0;0;2;0;0;0
2020-06-21 02:15:00;9;6;0;0;0;0;18;16;0;0;0;1;0;0;0
2020-06-21 02:30:00;11;2;0;0;1;0;13;10;0;0;0;0;0;0;0
2020-06-21 02:45:00;1;3;0;0;1;0;16;13;0;0;0;1;0;0;0
2020-06-21 03:00:00;7;2;1;0;0;0;2;2;0;0;0;0;0;0;0
2020-06-21 03:15:00;5;1;0;0;0;0;7;6;0;0;0;0;0;0;0
2020-06-21 03:30:00;2;2;0;0;1;0;6;4;0;0;0;1;0;0;0
2020-06-21 03:45:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
2020-06-21 04:00:00;2;1;0;0;0;0;9;8;0;0;0;0;0;0;0
2020-06-21 04:15:00;0;0;2;0;0;0;6;5;0;0;0;0;0;0;0
2020-06-21 04:30:00;4;2;0;0;1;0;4;4;0;0;0;1;0;0;0
2020-06-21 04:45:00;7;3;0;0;0;0;13;8;0;0;0;0;0;0;0
2020-06-21 05:00:00;4;3;0;0;0;0;23;13;0;0;0;0;0;0;0
2020-06-21 05:15:00;1;2;0;0;0;0;9;9;0;0;0;0;0;0;0
2020-06-21 05:30:00;8;6;0;0;0;0;9;9;0;0;0;0;0;0;0
2020-06-21 05:45:00;10;6;0;1;0;0;12;11;0;0;0;0;0;0;0
2020-06-21 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-21 06:15:00;5;2;0;0;0;1;18;16;0;0;0;0;0;0;0
2020-06-21 06:30:00;8;6;0;0;0;0;20;17;0;0;0;0;0;0;0
2020-06-21 06:45:00;11;5;0;1;1;0;19;18;0;0;0;1;0;0;0
2020-06-21 07:00:00;2;2;0;0;0;1;18;17;0;0;0;0;0;0;0
2020-06-21 07:15:00;12;9;1;0;0;0;20;19;0;0;0;0;0;0;0
2020-06-21 07:30:00;13;9;2;0;0;2;24;21;0;0;0;0;0;0;0
2020-06-21 07:45:00;8;17;0;1;0;0;31;30;0;0;0;0;0;0;0
