DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-11-26 00:00:00;0;0;0;0;0;0;0;0;0
2020-11-26 00:15:00;0;0;0;0;0;0;0;0;0
2020-11-26 00:30:00;0;0;0;0;0;0;0;0;0
2020-11-26 00:45:00;1;0;0;0;0;0;0;0;0
2020-11-26 01:00:00;2;0;0;0;0;0;0;0;0
2020-11-26 01:15:00;0;0;0;0;0;0;0;0;0
2020-11-26 01:30:00;1;0;0;0;0;0;0;0;0
2020-11-26 01:45:00;1;0;0;0;0;0;0;0;0
2020-11-26 02:00:00;0;0;0;0;0;0;0;0;0
2020-11-26 02:15:00;0;0;0;0;0;0;0;0;0
2020-11-26 02:30:00;0;0;0;0;0;0;0;0;0
2020-11-26 02:45:00;0;0;0;0;0;0;0;0;0
2020-11-26 03:00:00;0;0;0;0;0;0;0;0;0
2020-11-26 03:15:00;0;0;0;0;0;0;0;0;0
2020-11-26 03:30:00;0;0;0;0;0;0;0;0;0
2020-11-26 03:45:00;0;0;0;0;0;0;0;0;0
2020-11-26 04:00:00;0;0;0;0;0;0;0;0;0
2020-11-26 04:15:00;0;0;0;0;0;0;0;0;0
2020-11-26 04:30:00;0;0;0;0;0;0;0;0;0
2020-11-26 04:45:00;0;0;0;0;0;0;0;0;0
2020-11-26 05:00:00;0;0;0;0;0;0;0;0;0
2020-11-26 05:15:00;1;1;2;0;0;0;0;0;0
2020-11-26 05:30:00;4;1;5;0;0;0;0;0;0
2020-11-26 05:45:00;5;1;2;1;0;1;1;4;0
2020-11-26 06:00:00;6;1;2;0;0;1;1;0;0
2020-11-26 06:15:00;3;0;2;0;0;0;0;0;0
2020-11-26 06:30:00;1;2;6;1;1;1;1;4;1
2020-11-26 06:45:00;5;6;7;1;0;0;1;0;0
2020-11-26 07:00:00;4;2;6;2;0;2;0;2;0
2020-11-26 07:15:00;5;1;5;2;0;1;2;1;0
2020-11-26 07:30:00;6;6;6;4;0;2;1;1;0
2020-11-26 07:45:00;16;7;7;5;0;1;0;0;0
2020-11-26 08:00:00;15;17;7;8;1;2;0;4;0
2020-11-26 08:15:00;15;4;7;10;1;0;0;3;0
2020-11-26 08:30:00;18;8;8;6;3;1;1;0;1
2020-11-26 08:45:00;32;1;6;9;2;0;0;2;0
2020-11-26 09:00:00;20;7;8;8;0;2;2;1;0
2020-11-26 09:15:00;48;5;6;3;5;1;2;0;0
2020-11-26 09:30:00;34;2;4;5;4;0;3;1;0
2020-11-26 09:45:00;59;9;10;6;7;2;0;0;0
2020-11-26 10:00:00;53;3;9;9;6;0;0;0;0
2020-11-26 10:15:00;46;23;8;4;5;2;1;0;0
2020-11-26 10:30:00;50;11;13;7;5;1;1;0;0
2020-11-26 10:45:00;47;15;6;2;6;1;3;0;0
2020-11-26 11:00:00;71;10;26;3;3;0;1;0;0
2020-11-26 11:15:00;63;7;10;5;6;1;3;1;5
2020-11-26 11:30:00;75;6;8;3;6;0;3;0;1
2020-11-26 11:45:00;65;6;10;7;1;2;1;0;0
2020-11-26 12:00:00;60;4;13;2;8;0;0;0;1
2020-11-26 12:15:00;64;10;11;2;4;2;0;0;1
2020-11-26 12:30:00;67;4;7;4;1;3;2;2;5
2020-11-26 12:45:00;44;4;11;9;2;0;2;23;2
2020-11-26 13:00:00;59;27;13;7;5;4;3;6;1
2020-11-26 13:15:00;44;6;10;5;3;1;3;4;0
2020-11-26 13:30:00;64;8;21;1;5;1;2;0;0
2020-11-26 13:45:00;52;5;10;8;4;0;5;5;0
2020-11-26 14:00:00;54;1;8;1;3;1;2;0;1
2020-11-26 14:15:00;69;11;9;2;3;3;1;0;0
2020-11-26 14:30:00;69;12;5;5;1;0;3;1;2
2020-11-26 14:45:00;52;4;7;5;1;2;0;1;1
2020-11-26 15:00:00;53;6;11;3;3;0;1;1;2
2020-11-26 15:15:00;65;12;8;3;2;0;0;0;1
2020-11-26 15:30:00;56;11;11;3;2;0;3;11;0
2020-11-26 15:45:00;68;10;22;4;1;1;0;0;0
2020-11-26 16:00:00;83;8;17;4;2;0;2;3;0
2020-11-26 16:15:00;74;4;11;5;1;1;2;0;0
2020-11-26 16:30:00;88;26;26;4;2;0;1;2;0
2020-11-26 16:45:00;71;9;14;5;3;1;3;0;0
2020-11-26 17:00:00;74;8;14;5;6;1;1;6;5
2020-11-26 17:15:00;69;21;11;3;5;0;7;0;0
2020-11-26 17:30:00;83;16;16;4;5;0;1;4;0
2020-11-26 17:45:00;72;6;14;9;1;1;0;0;0
2020-11-26 18:00:00;62;8;12;2;4;0;1;0;2
2020-11-26 18:15:00;58;7;5;3;5;1;1;1;1
2020-11-26 18:30:00;58;2;3;2;4;1;2;0;2
2020-11-26 18:45:00;49;6;8;5;2;1;7;1;0
2020-11-26 19:00:00;71;5;18;2;1;1;4;0;7
2020-11-26 19:15:00;55;4;6;6;1;0;1;0;0
2020-11-26 19:30:00;32;9;8;5;3;0;2;4;9
2020-11-26 19:45:00;27;22;5;1;1;0;0;2;0
2020-11-26 20:00:00;29;2;6;0;1;2;2;0;0
2020-11-26 20:15:00;12;1;3;2;0;0;1;1;0
2020-11-26 20:30:00;10;2;1;0;0;0;0;0;0
2020-11-26 20:45:00;5;0;2;0;0;0;1;0;0
2020-11-26 21:00:00;6;0;0;0;0;0;0;0;0
2020-11-26 21:15:00;2;1;0;1;0;0;0;0;0
2020-11-26 21:30:00;2;0;3;0;0;0;0;0;0
2020-11-26 21:45:00;9;1;2;0;0;0;0;0;0
2020-11-26 22:00:00;10;0;2;0;0;0;0;0;0
2020-11-26 22:15:00;4;1;4;1;0;0;0;0;0
2020-11-26 22:30:00;6;0;1;0;0;0;0;0;0
2020-11-26 22:45:00;4;2;2;0;0;0;0;0;0
2020-11-26 23:00:00;3;0;0;0;0;0;0;0;0
2020-11-26 23:15:00;3;0;0;0;0;0;0;0;0
2020-11-26 23:30:00;2;0;0;0;0;0;0;0;0
2020-11-26 23:45:00;ERROR:;ORA-12541:;TNS:no;listener;SP2-0640:;Not;connected
