DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2019-12-21 00:00:00;17;22;3;6;4;4;4;22;12;8;5;9;10;11;4;4;0
2019-12-21 00:15:00;19;24;8;3;2;9;3;15;21;7;3;10;14;8;9;4;0
2019-12-21 00:30:00;26;22;7;4;3;2;5;30;20;10;7;5;11;4;6;3;0
2019-12-21 00:45:00;16;22;7;3;1;3;3;18;19;9;4;9;18;11;1;7;0
2019-12-21 01:00:00;16;19;7;2;2;2;4;8;12;11;1;11;11;9;3;3;0
2019-12-21 01:15:00;21;13;7;1;0;0;2;16;6;7;1;4;10;5;3;2;0
2019-12-21 01:30:00;8;15;5;0;0;1;3;13;10;4;2;9;14;6;9;1;0
2019-12-21 01:45:00;12;17;4;3;0;1;0;8;4;5;0;12;10;8;0;4;0
2019-12-21 02:00:00;12;18;5;1;0;2;2;8;7;3;2;3;5;3;0;2;0
2019-12-21 02:15:00;8;9;3;1;1;2;1;8;9;3;3;8;6;4;6;2;0
2019-12-21 02:30:00;12;11;2;0;0;0;1;7;4;4;1;5;9;3;0;0;0
2019-12-21 02:45:00;11;11;2;0;1;1;2;6;6;7;1;8;10;5;4;2;0
2019-12-21 03:00:00;11;9;5;0;0;2;2;2;3;5;0;2;8;3;0;0;0
2019-12-21 03:15:00;10;5;4;0;0;0;0;5;3;7;2;5;8;6;2;0;0
2019-12-21 03:30:00;9;6;0;1;0;0;0;7;7;4;1;1;3;1;2;1;0
2019-12-21 03:45:00;5;7;2;0;1;0;0;4;5;1;0;8;4;4;0;1;0
2019-12-21 04:00:00;8;4;4;3;0;0;2;4;6;1;0;4;5;3;0;2;0
2019-12-21 04:15:00;11;9;5;1;0;0;0;3;3;6;2;3;6;1;5;1;0
2019-12-21 04:30:00;20;11;2;1;0;0;0;5;3;5;1;4;4;1;0;1;0
2019-12-21 04:45:00;7;10;6;1;0;2;1;4;5;2;1;3;5;2;0;1;0
2019-12-21 05:00:00;12;14;4;3;0;0;0;7;4;1;2;6;6;3;6;7;0
2019-12-21 05:15:00;11;14;3;15;4;2;3;13;10;8;3;15;10;1;6;11;0
2019-12-21 05:30:00;18;31;7;9;1;0;1;10;11;6;3;6;13;6;9;3;0
2019-12-21 05:45:00;12;22;4;1;1;3;0;17;23;8;3;8;8;3;3;1;0
2019-12-21 06:00:00;13;11;3;1;0;0;0;11;19;6;4;8;8;6;1;0;0
2019-12-21 06:15:00;17;14;6;0;1;0;0;5;12;6;2;11;5;7;1;0;0
2019-12-21 06:30:00;14;10;10;1;0;1;0;13;14;5;2;10;11;7;0;1;0
2019-12-21 06:45:00;25;28;12;1;0;0;3;19;21;7;4;11;7;6;0;1;0
2019-12-21 07:00:00;17;23;8;0;0;1;1;19;19;5;1;8;10;6;5;1;0
2019-12-21 07:15:00;19;27;15;2;0;0;0;15;26;10;5;18;17;7;7;2;0
2019-12-21 07:30:00;30;32;21;1;0;1;2;24;28;7;3;17;27;13;6;5;0
2019-12-21 07:45:00;41;35;28;3;0;2;0;31;29;13;8;18;19;15;10;2;0
2019-12-21 08:00:00;36;31;33;6;0;2;0;24;28;11;8;27;26;14;0;5;0
2019-12-21 08:15:00;31;45;28;12;0;3;0;27;33;12;3;25;25;9;6;5;0
2019-12-21 08:30:00;57;46;40;10;0;1;0;30;44;14;9;34;22;22;7;9;0
2019-12-21 08:45:00;54;59;49;1;0;0;0;46;49;18;12;36;41;18;6;5;0
2019-12-21 09:00:00;74;60;51;7;0;1;4;41;38;19;17;44;25;18;22;13;0
2019-12-21 09:15:00;58;80;66;10;0;3;8;52;58;21;17;46;44;18;1;12;0
2019-12-21 09:30:00;74;81;67;7;6;11;6;51;72;28;25;50;35;26;9;15;0
2019-12-21 09:45:00;78;93;86;16;0;3;9;121;90;24;20;50;47;20;11;20;0
2019-12-21 10:00:00;76;83;77;15;1;10;2;76;88;24;18;60;55;38;23;23;0
2019-12-21 10:15:00;64;70;56;20;3;5;6;60;80;38;26;55;39;35;30;22;0
2019-12-21 10:30:00;69;98;85;22;1;7;4;56;79;40;24;73;49;38;14;27;0
2019-12-21 10:45:00;83;87;84;27;1;10;4;95;99;39;30;77;48;49;10;36;0
2019-12-21 11:00:00;86;96;81;20;2;9;9;94;99;38;28;90;63;54;53;34;0
2019-12-21 11:15:00;100;99;79;21;3;8;8;81;98;39;34;70;56;44;14;30;0
2019-12-21 11:30:00;90;98;84;11;4;8;10;75;94;38;31;86;57;46;19;25;0
2019-12-21 11:45:00;110;93;91;23;2;8;14;98;118;38;32;74;58;49;21;33;0
2019-12-21 12:00:00;93;79;76;16;1;7;12;163;103;47;34;72;65;57;10;38;0
2019-12-21 12:15:00;74;101;89;29;1;8;9;95;95;46;35;60;56;37;17;33;0
2019-12-21 12:30:00;98;87;74;22;2;8;10;89;106;39;31;79;59;50;21;29;0
2019-12-21 12:45:00;86;87;81;18;1;11;12;80;109;48;44;79;53;45;28;32;0
2019-12-21 13:00:00;97;98;91;18;2;11;10;96;97;48;27;85;65;44;15;31;0
2019-12-21 13:15:00;93;88;87;15;2;4;14;98;118;43;27;70;58;49;9;28;0
2019-12-21 13:30:00;88;86;86;13;3;12;7;90;102;41;37;69;59;48;24;30;0
2019-12-21 13:45:00;96;86;69;14;3;11;10;85;113;50;33;67;60;51;30;24;0
2019-12-21 14:00:00;91;103;86;16;3;10;8;79;92;49;35;63;60;52;16;21;0
2019-12-21 14:15:00;94;95;83;15;4;11;6;85;95;49;40;79;66;54;13;30;0
2019-12-21 14:30:00;94;88;92;12;1;5;15;72;89;54;40;73;49;37;42;23;0
2019-12-21 14:45:00;83;78;67;15;3;8;7;99;105;50;36;99;60;43;25;27;0
2019-12-21 15:00:00;99;96;64;10;6;14;9;80;84;41;27;81;62;55;34;21;0
2019-12-21 15:15:00;94;83;72;16;4;9;10;78;85;42;24;65;61;48;9;18;0
2019-12-21 15:30:00;80;70;66;17;3;8;8;71;87;52;34;71;50;29;24;21;0
2019-12-21 15:45:00;90;81;62;17;5;12;8;78;95;46;28;75;56;44;43;27;0
2019-12-21 16:00:00;103;84;78;21;2;8;9;77;79;38;24;81;62;38;19;22;0
2019-12-21 16:15:00;86;74;57;32;1;2;4;93;118;38;22;89;57;38;6;31;0
2019-12-21 16:30:00;92;78;57;32;3;5;4;76;94;44;29;88;54;36;24;21;0
2019-12-21 16:45:00;85;74;75;21;2;9;6;78;89;39;29;65;57;50;13;29;0
2019-12-21 17:00:00;85;78;65;12;1;3;5;73;92;42;26;80;51;40;10;28;0
2019-12-21 17:15:00;93;66;61;12;1;3;11;93;84;39;26;60;54;44;17;22;0
2019-12-21 17:30:00;73;101;83;15;3;9;10;147;87;44;27;76;58;52;18;22;0
2019-12-21 17:45:00;76;73;59;12;5;12;12;71;98;36;25;71;66;53;23;20;0
2019-12-21 18:00:00;76;86;60;8;7;5;6;69;84;32;21;60;46;36;23;15;0
2019-12-21 18:15:00;91;73;55;17;6;6;10;65;71;40;21;60;47;43;5;20;0
2019-12-21 18:30:00;74;65;57;11;20;16;7;153;90;39;23;60;45;41;13;13;0
2019-12-21 18:45:00;66;58;42;21;24;28;21;71;83;33;28;59;51;51;12;16;0
2019-12-21 19:00:00;60;70;54;26;3;11;13;51;73;32;16;66;49;40;8;14;0
2019-12-21 19:15:00;53;71;37;36;13;14;28;58;69;38;24;45;49;34;16;10;0
2019-12-21 19:30:00;62;54;45;27;12;10;22;105;54;32;20;47;53;35;5;11;0
2019-12-21 19:45:00;50;58;37;12;3;4;8;71;53;24;16;42;43;26;98;17;0
2019-12-21 20:00:00;52;64;39;15;7;8;13;51;60;28;12;40;37;19;11;21;0
2019-12-21 20:15:00;60;54;38;13;2;1;2;51;67;32;9;44;32;28;9;24;0
2019-12-21 20:30:00;40;54;39;6;1;9;7;48;54;24;19;29;34;24;10;6;0
2019-12-21 20:45:00;30;40;28;5;1;7;4;46;47;24;10;39;31;20;20;7;0
2019-12-21 21:00:00;32;49;35;9;4;4;3;19;36;17;12;28;27;16;11;10;0
2019-12-21 21:15:00;27;38;21;13;3;3;6;25;23;18;11;22;26;19;6;11;0
2019-12-21 21:30:00;29;39;22;9;4;10;15;38;31;17;8;19;26;13;4;6;0
2019-12-21 21:45:00;29;34;25;36;10;8;7;60;31;16;10;12;25;11;6;9;0
2019-12-21 22:00:00;45;37;26;30;25;22;24;53;38;22;8;13;35;14;18;16;0
2019-12-21 22:15:00;28;34;16;8;15;16;21;39;36;21;12;24;23;14;16;2;0
2019-12-21 22:30:00;24;37;26;2;0;2;3;21;29;17;7;30;74;13;25;2;0
2019-12-21 22:45:00;31;35;19;2;0;4;1;25;24;20;12;22;18;12;20;3;0
2019-12-21 23:00:00;43;34;17;1;0;0;0;28;33;19;10;16;23;9;6;4;0
2019-12-21 23:15:00;41;27;14;0;2;1;2;21;27;16;8;24;21;15;7;0;0
2019-12-21 23:30:00;39;34;15;0;0;2;3;20;22;12;8;16;23;13;13;2;0
2019-12-21 23:45:00;30;28;12;1;1;1;0;15;24;9;6;15;23;15;1;4;0
