DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2019-09-13 00:00:00;1;2;5;2;3;2;5;5;3;7;4
2019-09-13 00:15:00;0;4;7;1;2;2;6;0;1;5;5
2019-09-13 00:30:00;0;2;5;0;0;1;2;0;1;4;3
2019-09-13 00:45:00;0;2;1;0;1;2;3;3;2;3;5
2019-09-13 01:00:00;0;1;2;0;0;1;9;1;0;4;3
2019-09-13 01:15:00;0;1;3;0;0;0;2;1;0;0;4
2019-09-13 01:30:00;1;0;0;0;1;1;2;0;0;1;1
2019-09-13 01:45:00;0;0;2;0;1;0;4;1;0;0;1
2019-09-13 02:00:00;0;4;3;0;2;3;2;0;0;1;0
2019-09-13 02:15:00;0;0;3;0;0;1;2;0;1;0;2
2019-09-13 02:30:00;0;1;0;0;0;0;0;0;1;1;2
2019-09-13 02:45:00;0;0;3;0;0;0;2;0;1;1;2
2019-09-13 03:00:00;0;0;2;0;0;0;0;0;0;5;3
2019-09-13 03:15:00;0;0;3;2;2;0;1;0;0;0;1
2019-09-13 03:30:00;1;2;0;0;0;1;2;0;1;2;0
2019-09-13 03:45:00;0;1;0;0;1;0;2;0;1;2;0
2019-09-13 04:00:00;1;0;0;0;1;0;2;1;1;2;3
2019-09-13 04:15:00;0;0;4;1;1;1;1;0;1;2;2
2019-09-13 04:30:00;1;5;2;0;0;0;4;2;0;1;0
2019-09-13 04:45:00;0;3;2;2;2;2;2;0;1;4;5
2019-09-13 05:00:00;1;15;11;1;2;2;1;0;2;5;2
2019-09-13 05:15:00;1;36;23;1;2;1;8;2;4;2;8
2019-09-13 05:30:00;3;51;21;1;3;2;6;1;4;14;9
2019-09-13 05:45:00;2;32;21;2;3;6;9;0;8;13;14
2019-09-13 06:00:00;3;21;10;2;3;6;13;3;8;16;17
2019-09-13 06:15:00;4;33;29;7;10;3;17;3;12;16;23
2019-09-13 06:30:00;6;43;42;7;10;6;19;4;6;20;20
2019-09-13 06:45:00;4;49;36;7;9;9;14;7;14;30;28
2019-09-13 07:00:00;7;30;37;22;24;10;29;9;19;33;20
2019-09-13 07:15:00;6;44;39;43;46;15;37;20;37;72;30
2019-09-13 07:30:00;7;43;58;53;56;26;40;33;63;98;29
2019-09-13 07:45:00;9;50;67;23;36;28;46;34;37;45;35
2019-09-13 08:00:00;2;35;49;13;18;22;39;15;25;45;23
2019-09-13 08:15:00;0;34;50;13;14;11;29;10;34;46;22
2019-09-13 08:30:00;8;33;36;21;26;23;35;12;24;30;24
2019-09-13 08:45:00;10;33;40;22;27;17;31;17;27;44;23
2019-09-13 09:00:00;4;28;32;11;11;21;21;12;23;24;28
2019-09-13 09:15:00;5;25;47;10;15;19;16;9;31;31;20
2019-09-13 09:30:00;3;37;44;14;20;24;23;19;28;50;23
2019-09-13 09:45:00;7;31;51;10;15;19;41;19;26;28;21
2019-09-13 10:00:00;4;19;31;14;18;20;29;24;21;24;27
2019-09-13 10:15:00;5;23;31;17;18;12;29;9;35;33;26
2019-09-13 10:30:00;7;15;53;8;15;24;30;21;27;29;26
2019-09-13 10:45:00;4;33;52;12;17;18;36;28;31;30;29
2019-09-13 11:00:00;7;26;46;20;21;21;31;15;34;28;26
2019-09-13 11:15:00;4;25;58;15;19;24;38;40;26;29;27
2019-09-13 11:30:00;7;28;46;8;13;29;49;56;24;26;22
2019-09-13 11:45:00;7;37;53;14;19;18;34;15;25;25;21
2019-09-13 12:00:00;3;26;48;14;17;26;43;26;26;28;25
2019-09-13 12:15:00;5;44;67;16;20;35;35;34;28;36;22
2019-09-13 12:30:00;15;42;80;16;23;19;46;29;33;35;33
2019-09-13 12:45:00;6;42;56;17;20;31;57;41;35;41;31
2019-09-13 13:00:00;9;64;73;9;12;32;57;41;25;32;29
2019-09-13 13:15:00;5;58;58;12;18;26;54;33;22;33;34
2019-09-13 13:30:00;4;64;59;8;9;22;32;23;23;31;32
2019-09-13 13:45:00;9;53;71;5;14;22;33;21;22;22;40
2019-09-13 14:00:00;9;55;54;13;15;24;36;14;21;33;38
2019-09-13 14:15:00;14;40;51;8;17;21;27;20;27;34;62
2019-09-13 14:30:00;12;41;49;7;16;21;28;25;27;29;71
2019-09-13 14:45:00;13;40;39;11;20;20;30;20;30;33;56
2019-09-13 15:00:00;11;42;42;14;19;19;30;20;26;28;46
2019-09-13 15:15:00;9;40;42;13;22;16;29;17;33;35;48
2019-09-13 15:30:00;9;51;38;13;20;16;31;22;26;36;48
2019-09-13 15:45:00;8;53;62;16;21;16;31;18;26;38;49
2019-09-13 16:00:00;4;55;43;6;6;22;29;23;25;28;33
2019-09-13 16:15:00;8;45;52;17;24;24;23;16;23;27;31
2019-09-13 16:30:00;5;40;46;10;13;9;31;21;37;33;38
2019-09-13 16:45:00;8;40;42;21;22;24;28;24;32;30;28
2019-09-13 17:00:00;3;44;50;13;13;24;37;27;32;35;36
2019-09-13 17:15:00;4;36;44;7;9;18;30;21;29;32;38
2019-09-13 17:30:00;2;45;44;12;13;22;23;18;26;25;29
2019-09-13 17:45:00;7;30;45;16;22;21;32;15;25;39;27
2019-09-13 18:00:00;7;32;35;10;14;19;29;25;20;28;32
2019-09-13 18:15:00;5;40;36;11;12;11;29;18;25;31;25
2019-09-13 18:30:00;4;39;40;6;7;22;38;18;16;19;26
2019-09-13 18:45:00;4;36;37;8;12;19;21;12;22;21;21
2019-09-13 19:00:00;5;28;25;12;14;19;18;16;17;24;30
2019-09-13 19:15:00;3;27;30;7;9;14;26;13;12;13;19
2019-09-13 19:30:00;5;32;36;7;12;13;21;14;19;21;19
2019-09-13 19:45:00;10;31;30;8;18;14;19;14;24;35;23
2019-09-13 20:00:00;5;27;26;5;8;13;25;10;19;31;18
2019-09-13 20:15:00;2;28;31;8;11;11;24;16;15;18;17
2019-09-13 20:30:00;3;25;25;4;6;19;17;5;14;19;18
2019-09-13 20:45:00;1;20;24;9;8;10;17;10;9;20;11
2019-09-13 21:00:00;2;25;20;2;4;16;20;11;13;15;16
2019-09-13 21:15:00;0;30;20;5;6;13;18;12;10;12;14
2019-09-13 21:30:00;2;27;21;6;6;15;19;15;9;15;15
2019-09-13 21:45:00;1;13;16;3;6;8;14;11;9;19;17
2019-09-13 22:00:00;1;24;19;7;6;16;9;11;15;20;19
2019-09-13 22:15:00;3;20;24;11;14;13;13;8;6;12;10
2019-09-13 22:30:00;4;18;18;3;4;11;10;8;9;14;12
2019-09-13 22:45:00;3;5;10;4;7;10;16;6;8;13;6
2019-09-13 23:00:00;2;9;12;4;6;7;16;7;7;10;10
2019-09-13 23:15:00;2;10;20;1;4;9;15;8;4;13;3
2019-09-13 23:30:00;1;7;8;1;1;9;13;11;5;14;8
2019-09-13 23:45:00;1;6;11;2;6;5;6;7;7;19;9
