DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-06-04 00:00:00;20;8;18;2;4;6;3
2020-06-04 00:15:00;26;7;17;6;3;6;1
2020-06-04 00:30:00;14;6;8;7;1;2;3
2020-06-04 00:45:00;11;6;11;3;5;6;5
2020-06-04 01:00:00;9;5;8;3;0;1;6
2020-06-04 01:15:00;7;8;10;4;6;2;3
2020-06-04 01:30:00;5;3;10;1;1;1;0
2020-06-04 01:45:00;3;1;6;4;4;5;2
2020-06-04 02:00:00;11;3;6;2;6;3;6
2020-06-04 02:15:00;10;4;10;1;2;2;1
2020-06-04 02:30:00;3;1;5;2;2;4;7
2020-06-04 02:45:00;6;1;5;1;4;6;4
2020-06-04 03:00:00;7;3;14;1;1;5;1
2020-06-04 03:15:00;6;2;3;0;2;4;2
2020-06-04 03:30:00;2;3;6;2;3;5;3
2020-06-04 03:45:00;10;5;9;3;6;2;1
2020-06-04 04:00:00;7;0;12;1;1;5;11
2020-06-04 04:15:00;10;5;22;6;2;3;2
2020-06-04 04:30:00;8;9;15;5;3;1;1
2020-06-04 04:45:00;19;9;37;9;1;1;0
2020-06-04 05:00:00;25;19;55;12;1;0;0
2020-06-04 05:15:00;56;21;86;35;1;0;1
2020-06-04 05:30:00;55;36;99;50;2;1;0
2020-06-04 05:45:00;76;44;108;61;4;2;0
2020-06-04 06:00:00;28;11;32;15;1;0;0
2020-06-04 06:15:00;11;3;16;7;2;0;0
2020-06-04 06:30:00;94;62;163;83;7;1;1
2020-06-04 06:45:00;140;94;149;80;14;1;1
2020-06-04 07:00:00;154;93;141;80;13;1;0
2020-06-04 07:15:00;169;94;164;93;17;1;2
2020-06-04 07:30:00;169;86;165;103;7;2;1
2020-06-04 07:45:00;158;102;194;104;13;1;0
2020-06-04 08:00:00;150;71;142;89;10;1;0
2020-06-04 08:30:00;163;105;156;92;12;2;1
2020-06-04 08:45:00;137;105;132;127;9;3;2
2020-06-04 09:00:00;126;92;143;81;11;2;1
2020-06-04 09:15:00;133;95;143;67;10;2;0
2020-06-04 09:30:00;135;109;160;70;15;0;2
2020-06-04 09:45:00;162;131;172;101;7;1;2
2020-06-04 10:00:00;133;105;171;97;8;3;1
2020-06-04 10:15:00;143;108;196;76;12;2;0
2020-06-04 10:30:00;153;135;185;82;10;5;1
2020-06-04 10:45:00;137;114;195;95;8;2;1
2020-06-04 11:00:00;165;122;186;82;14;2;1
2020-06-04 11:15:00;170;120;168;71;16;1;0
2020-06-04 11:30:00;146;126;171;94;8;0;1
2020-06-04 11:45:00;158;131;186;86;10;4;0
2020-06-04 12:00:00;155;113;166;83;9;4;2
2020-06-04 12:15:00;149;94;173;80;8;5;3
2020-06-04 12:30:00;150;119;195;100;12;5;4
2020-06-04 12:45:00;159;127;161;79;15;3;2
2020-06-04 13:00:00;172;121;183;104;11;4;3
2020-06-04 13:15:00;158;111;192;111;15;7;3
2020-06-04 13:30:00;176;108;206;113;9;2;6
2020-06-04 13:45:00;180;116;182;126;14;4;3
2020-06-04 14:00:00;174;125;165;103;6;2;6
2020-06-04 14:15:00;194;140;179;78;12;3;0
2020-06-04 14:30:00;214;156;188;96;11;2;4
2020-06-04 14:45:00;211;161;186;98;11;1;1
2020-06-04 15:00:00;185;158;175;103;12;5;4
2020-06-04 15:15:00;202;139;191;105;12;3;3
2020-06-04 15:30:00;217;173;203;93;10;4;3
2020-06-04 15:45:00;193;156;184;103;12;3;3
2020-06-04 16:00:00;225;168;213;136;8;3;0
2020-06-04 16:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 16:30:00;236;187;229;118;20;4;5
2020-06-04 16:45:00;190;214;218;141;26;5;3
2020-06-04 17:00:00;191;182;221;120;12;1;3
2020-06-04 17:15:00;226;169;205;82;21;4;0
2020-06-04 17:30:00;223;163;186;106;19;4;4
2020-06-04 17:45:00;212;154;203;91;16;1;1
2020-06-04 18:00:00;191;138;204;129;18;8;3
2020-06-04 18:15:00;184;106;183;98;15;4;4
2020-06-04 18:30:00;157;124;164;87;8;3;5
2020-06-04 18:45:00;148;113;143;67;3;2;3
2020-06-04 19:00:00;146;72;154;64;5;7;1
2020-06-04 19:15:00;129;96;140;58;3;1;1
2020-06-04 19:30:00;94;69;114;53;3;0;0
2020-06-04 19:45:00;90;74;123;46;1;0;2
2020-06-04 20:00:00;103;63;90;43;4;0;1
2020-06-04 20:15:00;86;66;121;47;4;3;0
2020-06-04 20:30:00;73;59;81;32;3;0;0
2020-06-04 20:45:00;67;55;91;32;6;1;0
2020-06-04 21:00:00;56;31;101;42;6;0;3
2020-06-04 21:15:00;83;54;84;41;2;0;0
2020-06-04 21:30:00;55;33;55;27;5;1;1
2020-06-04 21:45:00;70;51;48;20;5;0;0
2020-06-04 22:00:00;49;72;52;30;1;2;1
2020-06-04 22:15:00;59;41;62;31;2;0;0
2020-06-04 22:30:00;36;20;49;14;1;0;1
2020-06-04 22:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 23:00:00;16;11;26;3;1;1;5
2020-06-04 23:15:00;25;18;45;6;2;0;0
2020-06-04 23:30:00;20;16;25;8;5;2;0
2020-06-04 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
