DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-01-21 00:00:00;5;6;5;1;5;0;2;4
2020-01-21 00:15:00;5;9;9;1;2;0;6;4
2020-01-21 00:30:00;3;6;7;0;3;0;10;7
2020-01-21 00:45:00;3;8;8;1;2;0;4;2
2020-01-21 01:00:00;1;4;4;1;2;0;3;2
2020-01-21 01:15:00;0;3;3;0;0;0;4;1
2020-01-21 01:30:00;1;1;1;1;1;0;1;1
2020-01-21 01:45:00;1;1;1;0;1;0;2;2
2020-01-21 02:00:00;3;5;5;1;1;0;2;2
2020-01-21 02:15:00;1;7;7;4;4;0;3;1
2020-01-21 02:30:00;1;6;6;1;0;0;1;1
2020-01-21 02:45:00;0;3;3;2;2;0;0;0
2020-01-21 03:00:00;2;2;2;0;1;0;3;2
2020-01-21 03:15:00;2;2;3;2;2;0;3;4
2020-01-21 03:30:00;3;6;7;1;0;0;4;1
2020-01-21 03:45:00;2;2;2;2;4;0;2;2
2020-01-21 04:00:00;1;7;7;1;4;0;3;0
2020-01-21 04:15:00;5;5;6;1;2;0;0;0
2020-01-21 04:30:00;2;11;11;4;3;0;8;4
2020-01-21 04:45:00;11;26;26;2;5;0;10;5
2020-01-21 05:00:00;37;73;75;9;16;0;23;8
2020-01-21 05:15:00;101;112;110;6;12;0;35;12
2020-01-21 05:30:00;100;101;103;9;18;0;61;18
2020-01-21 05:45:00;99;98;102;29;34;0;69;53
2020-01-21 06:00:00;79;75;74;38;51;0;45;31
2020-01-21 06:15:00;103;87;84;21;39;0;43;37
2020-01-21 06:30:00;141;96;92;16;27;0;44;26
2020-01-21 06:45:00;164;116;114;12;24;0;72;54
2020-01-21 07:00:00;159;101;100;13;13;0;73;38
2020-01-21 07:15:00;186;103;106;11;30;0;85;67
2020-01-21 07:30:00;208;126;121;23;41;0;95;71
2020-01-21 07:45:00;213;118;119;19;27;0;89;75
2020-01-21 08:00:00;216;146;146;17;30;0;107;60
2020-01-21 08:15:00;141;86;85;21;23;0;82;67
2020-01-21 08:30:00;103;76;72;11;23;0;71;42
2020-01-21 08:45:00;109;85;84;13;45;0;69;57
2020-01-21 09:00:00;93;66;66;14;13;0;58;40
2020-01-21 09:15:00;73;61;62;10;13;0;74;41
2020-01-21 09:30:00;77;56;56;19;17;0;74;35
2020-01-21 09:45:00;81;79;75;17;41;0;62;45
2020-01-21 10:00:00;64;51;54;14;15;0;57;38
2020-01-21 10:15:00;79;63;64;12;25;0;76;40
2020-01-21 10:30:00;64;72;68;19;38;0;71;44
2020-01-21 10:45:00;69;57;57;13;32;0;72;59
2020-01-21 11:00:00;76;69;67;19;27;0;64;50
2020-01-21 11:15:00;71;71;70;10;21;0;68;44
2020-01-21 11:30:00;75;49;47;18;23;0;72;49
2020-01-21 11:45:00;91;51;50;15;24;0;55;37
2020-01-21 12:00:00;77;66;60;15;33;0;71;52
2020-01-21 12:15:00;82;56;55;14;23;0;75;66
2020-01-21 12:30:00;81;54;50;13;23;0;78;42
2020-01-21 12:45:00;77;62;61;19;26;0;88;56
2020-01-21 13:00:00;97;90;90;23;28;0;95;64
2020-01-21 13:15:00;100;99;98;23;27;0;99;60
2020-01-21 13:30:00;112;102;95;17;18;0;89;57
2020-01-21 13:45:00;105;112;107;25;31;0;85;46
2020-01-21 14:00:00;95;69;70;23;32;0;73;49
2020-01-21 14:15:00;88;71;65;32;56;0;104;74
2020-01-21 14:30:00;82;59;62;37;51;0;95;84
2020-01-21 14:45:00;82;57;56;18;26;0;93;70
2020-01-21 15:00:00;81;70;66;29;46;0;116;88
2020-01-21 15:15:00;84;73;67;31;41;0;104;90
2020-01-21 15:30:00;105;62;58;38;51;0;113;86
2020-01-21 15:45:00;98;77;74;28;45;0;117;85
2020-01-21 16:00:00;
2020-01-21 16:15:00;
2020-01-21 16:30:00;96;57;53;25;32;0;119;73
2020-01-21 16:45:00;97;59;58;19;32;0;115;74
2020-01-21 17:00:00;99;65;61;22;35;0;105;87
2020-01-21 17:15:00;103;78;73;21;32;0;117;103
2020-01-21 17:30:00;68;67;66;25;34;0;101;85
2020-01-21 17:45:00;91;62;62;25;33;0;99;78
2020-01-21 18:00:00;92;50;53;19;26;0;80;55
2020-01-21 18:15:00;68;70;62;21;33;0;90;65
2020-01-21 18:30:00;68;47;48;13;18;0;86;65
2020-01-21 18:45:00;51;52;52;16;22;0;81;54
2020-01-21 19:00:00;56;55;52;15;19;0;63;36
2020-01-21 19:15:00;52;42;44;15;21;0;67;38
2020-01-21 19:30:00;46;36;35;10;17;0;52;30
2020-01-21 19:45:00;56;48;48;7;20;0;41;31
2020-01-21 20:00:00;43;43;41;6;4;0;48;26
2020-01-21 20:15:00;46;36;35;8;14;0;30;19
2020-01-21 20:30:00;23;36;33;8;8;0;41;25
2020-01-21 20:45:00;47;53;52;7;11;0;35;22
2020-01-21 21:00:00;79;73;72;4;8;0;44;26
2020-01-21 21:15:00;56;102;104;7;8;0;40;13
2020-01-21 21:30:00;30;50;51;5;5;0;40;18
2020-01-21 21:45:00;32;32;29;18;31;0;46;30
2020-01-21 22:00:00;33;23;22;27;39;0;50;42
2020-01-21 22:15:00;24;24;25;24;31;0;44;28
2020-01-21 22:30:00;13;23;24;6;15;0;28;11
2020-01-21 22:45:00;19;17;17;7;9;0;15;14
2020-01-21 23:00:00;15;17;17;4;10;0;18;13
2020-01-21 23:15:00;4;11;11;2;3;0;14;3
2020-01-21 23:30:00;2;17;17;2;2;0;12;4
