DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2019-12-02 00:00:00;10;15;14;0;0;15;1;0;0;0;0;0;0;0;0;0
2019-12-02 00:15:00;12;5;5;0;4;9;1;3;8;8;9;9;0;0;1;0
2019-12-02 00:30:00;3;21;14;0;1;19;0;0;3;5;3;3;0;0;0;0
2019-12-02 00:45:00;8;9;12;1;2;7;0;3;4;4;4;4;0;0;0;0
2019-12-02 01:00:00;1;11;12;0;2;12;0;0;1;1;1;1;0;0;0;0
2019-12-02 01:15:00;6;7;6;1;0;8;0;0;0;0;0;0;0;0;0;0
2019-12-02 01:30:00;2;2;3;0;1;3;1;1;1;1;1;1;0;0;0;0
2019-12-02 01:45:00;22;5;5;0;2;5;0;3;2;1;1;1;0;0;0;0
2019-12-02 02:00:00;7;6;7;0;2;6;0;0;3;2;2;2;0;0;0;0
2019-12-02 02:15:00;5;0;0;0;2;0;0;0;1;1;1;1;0;0;0;0
2019-12-02 02:30:00;3;8;9;1;7;8;2;2;1;1;0;3;0;0;0;0
2019-12-02 02:45:00;3;1;2;0;1;1;1;0;2;2;2;2;0;0;0;0
2019-12-02 03:00:00;6;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0
2019-12-02 03:15:00;3;7;6;1;1;9;0;1;1;2;1;1;0;0;0;0
2019-12-02 03:30:00;9;8;7;0;0;9;2;0;2;2;2;2;0;0;0;0
2019-12-02 03:45:00;10;7;6;0;2;9;0;1;2;2;2;2;0;0;0;0
2019-12-02 04:00:00;12;6;6;0;3;6;0;1;1;1;1;1;0;0;0;0
2019-12-02 04:15:00;13;3;3;0;3;4;1;2;0;0;0;0;0;0;0;0
2019-12-02 04:30:00;11;11;10;0;3;9;0;0;6;8;6;6;0;0;0;0
2019-12-02 04:45:00;20;25;24;4;5;26;0;6;4;3;3;3;0;0;0;0
2019-12-02 05:00:00;20;21;15;1;9;20;0;4;12;10;12;11;0;0;0;0
2019-12-02 05:15:00;46;39;30;3;7;39;0;22;15;17;13;13;0;0;0;0
2019-12-02 05:30:00;50;53;35;0;17;51;0;15;35;38;34;35;0;0;0;0
2019-12-02 05:45:00;51;72;34;2;23;72;3;14;42;42;41;42;0;0;0;0
2019-12-02 06:00:00;56;85;52;3;32;78;1;11;36;31;31;32;1;0;0;0
2019-12-02 06:15:00;80;73;51;7;33;77;5;28;31;31;36;35;0;0;0;0
2019-12-02 06:30:00;99;160;65;5;32;148;3;30;48;46;45;46;1;0;0;0
2019-12-02 06:45:00;195;183;82;8;37;159;1;47;62;62;54;55;0;0;0;0
2019-12-02 07:00:00;128;141;66;14;36;135;1;50;73;69;68;69;0;0;0;0
2019-12-02 07:15:00;177;188;61;15;57;187;8;62;63;59;61;62;0;0;0;2
2019-12-02 07:30:00;193;198;94;45;49;176;13;88;56;58;56;59;0;1;1;1
2019-12-02 07:45:00;175;193;89;32;35;172;16;112;55;57;56;59;0;0;1;1
2019-12-02 08:00:00;154;173;88;25;53;146;8;76;94;92;83;83;0;0;0;2
2019-12-02 08:15:00;161;170;87;30;53;145;2;66;88;92;89;93;0;0;0;0
2019-12-02 08:30:00;187;168;76;31;46;143;3;61;79;77;67;72;0;0;1;0
2019-12-02 08:45:00;149;167;93;35;54;141;7;56;69;69;64;64;0;0;1;2
2019-12-02 09:00:00;155;169;91;47;48;162;10;52;74;80;76;75;0;1;0;3
2019-12-02 09:15:00;128;214;79;31;58;182;16;41;78;80;73;73;0;0;0;0
2019-12-02 09:30:00;141;218;112;39;47;182;14;57;71;68;60;62;0;0;1;0
2019-12-02 09:45:00;190;214;93;58;53;189;14;49;69;65;55;58;0;0;1;1
2019-12-02 10:00:00;178;205;89;37;55;180;14;54;55;56;50;53;0;0;2;1
2019-12-02 10:15:00;184;182;103;42;38;154;15;47;67;66;58;62;0;0;0;0
2019-12-02 10:30:00;186;225;73;49;53;188;13;54;56;56;54;54;0;0;0;0
2019-12-02 10:45:00;188;222;88;48;62;195;11;50;75;76;68;67;0;0;0;0
2019-12-02 11:00:00;169;224;98;53;46;188;14;69;68;72;56;59;0;0;0;0
2019-12-02 11:15:00;204;205;98;40;45;168;13;64;77;74;69;70;0;0;1;0
2019-12-02 11:30:00;199;187;82;34;42;181;10;58;79;82;78;81;0;0;6;1
2019-12-02 11:45:00;182;205;111;54;54;174;14;68;63;63;55;58;0;0;0;0
2019-12-02 12:00:00;180;186;84;40;294;169;15;62;71;69;59;68;0;0;0;0
2019-12-02 12:15:00;175;194;107;58;55;185;11;56;68;68;64;67;0;0;0;1
2019-12-02 12:30:00;195;198;108;35;47;188;17;67;69;69;62;65;0;0;1;0
2019-12-02 12:45:00;170;170;97;48;60;160;13;59;78;79;73;76;0;0;8;0
2019-12-02 13:00:00;191;203;109;45;48;174;14;76;61;61;53;58;0;0;0;0
2019-12-02 13:15:00;176;189;96;45;56;180;19;59;80;76;64;66;2;0;0;0
2019-12-02 13:30:00;221;203;110;44;59;190;16;71;59;62;52;56;0;0;0;0
2019-12-02 13:45:00;177;224;93;44;50;190;14;45;60;60;54;56;1;0;0;0
2019-12-02 14:00:00;169;192;95;54;46;171;14;56;67;69;62;64;2;0;2;0
2019-12-02 14:15:00;173;202;83;82;49;173;16;65;42;40;40;43;0;0;0;0
2019-12-02 14:30:00;185;192;89;72;76;166;12;63;53;53;62;61;0;6;1;0
