DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2019-12-21 00:00:00;59;37;3;3;0;0;0
2019-12-21 00:15:00;63;59;2;2;0;0;0
2019-12-21 00:30:00;55;40;3;3;0;0;0
2019-12-21 00:45:00;52;30;2;2;0;0;0
2019-12-21 01:00:00;34;28;2;2;0;0;0
2019-12-21 01:15:00;32;34;1;1;0;0;0
2019-12-21 01:30:00;25;19;1;1;0;0;0
2019-12-21 01:45:00;29;37;4;4;0;0;0
2019-12-21 02:00:00;7;19;3;3;0;0;0
2019-12-21 02:15:00;26;14;1;1;0;0;0
2019-12-21 02:30:00;28;12;0;0;0;0;0
2019-12-21 02:45:00;20;24;0;0;0;0;0
2019-12-21 03:00:00;26;17;0;0;0;0;0
2019-12-21 03:15:00;25;18;1;1;0;0;0
2019-12-21 03:30:00;14;12;1;1;0;0;0
2019-12-21 03:45:00;19;12;0;0;0;0;0
2019-12-21 04:00:00;18;10;1;1;0;0;0
2019-12-21 04:15:00;10;15;0;0;0;0;0
2019-12-21 04:30:00;15;12;0;0;0;0;0
2019-12-21 04:45:00;21;21;0;0;0;0;0
2019-12-21 05:00:00;18;11;0;0;0;0;0
2019-12-21 05:15:00;18;30;0;0;0;0;0
2019-12-21 05:30:00;44;31;0;0;0;0;0
2019-12-21 05:45:00;37;30;0;0;0;0;0
2019-12-21 06:00:00;28;18;1;1;0;0;0
2019-12-21 06:15:00;26;26;0;0;0;0;0
2019-12-21 06:30:00;27;32;1;1;0;0;0
2019-12-21 06:45:00;31;39;0;0;0;0;0
2019-12-21 07:00:00;25;37;0;0;0;0;0
2019-12-21 07:15:00;49;37;2;2;0;0;0
2019-12-21 07:30:00;61;44;1;1;1;0;0
2019-12-21 07:45:00;63;55;5;5;0;0;0
2019-12-21 08:00:00;56;62;5;5;0;0;0
2019-12-21 08:15:00;70;52;2;2;0;0;0
2019-12-21 08:30:00;87;76;6;6;17;0;0
2019-12-21 08:45:00;109;100;5;5;5;0;0
2019-12-21 09:00:00;147;109;6;6;1;0;0
2019-12-21 09:15:00;157;131;5;5;0;0;0
2019-12-21 09:30:00;144;122;13;13;0;0;0
2019-12-21 09:45:00;187;164;12;12;0;0;0
2019-12-21 10:00:00;204;152;12;12;5;0;0
2019-12-21 10:15:00;204;176;14;14;13;0;0
2019-12-21 10:30:00;191;167;12;12;1;0;0
2019-12-21 10:45:00;221;174;6;6;14;0;0
2019-12-21 11:00:00;216;173;11;11;36;0;0
2019-12-21 11:15:00;229;178;11;11;1;0;0
2019-12-21 11:30:00;225;198;7;7;2;0;0
2019-12-21 11:45:00;226;200;14;14;1;0;0
2019-12-21 12:00:00;235;177;8;8;5;0;0
2019-12-21 12:15:00;246;200;15;15;10;0;0
2019-12-21 12:30:00;220;196;5;5;4;0;0
2019-12-21 12:45:00;224;185;16;16;13;0;0
2019-12-21 13:00:00;246;214;17;17;0;0;0
2019-12-21 13:15:00;234;171;10;10;1;0;0
2019-12-21 13:30:00;214;195;8;8;4;0;0
2019-12-21 13:45:00;222;148;5;5;1;0;0
2019-12-21 14:00:00;240;212;8;8;4;0;0
2019-12-21 14:15:00;245;206;12;12;0;0;0
2019-12-21 14:30:00;218;181;17;17;13;0;0
2019-12-21 14:45:00;232;209;7;7;1;0;0
2019-12-21 15:00:00;212;198;13;13;2;0;0
2019-12-21 15:15:00;193;237;12;12;6;0;0
2019-12-21 15:30:00;215;199;6;6;8;0;0
2019-12-21 15:45:00;183;198;8;8;3;0;0
2019-12-21 16:00:00;188;217;8;8;12;0;0
2019-12-21 16:15:00;206;219;5;5;3;0;0
2019-12-21 16:30:00;189;205;4;4;2;0;0
2019-12-21 16:45:00;203;184;8;8;1;0;0
2019-12-21 17:00:00;189;226;4;4;2;0;0
2019-12-21 17:15:00;219;175;3;3;0;0;0
2019-12-21 17:30:00;186;197;8;8;14;0;0
2019-12-21 17:45:00;189;205;9;9;11;0;0
2019-12-21 18:00:00;193;207;3;3;0;0;0
2019-12-21 18:15:00;190;237;5;5;10;0;0
2019-12-21 18:30:00;169;204;9;9;0;0;0
2019-12-21 18:45:00;204;185;7;7;0;0;0
2019-12-21 19:00:00;194;176;11;11;0;0;0
2019-12-21 19:15:00;147;200;7;7;10;0;0
2019-12-21 19:30:00;134;165;10;10;0;0;0
2019-12-21 19:45:00;140;169;7;7;4;0;0
2019-12-21 20:00:00;114;180;9;9;1;0;0
2019-12-21 20:15:00;103;162;10;10;0;0;0
2019-12-21 20:30:00;83;110;3;3;0;0;0
2019-12-21 20:45:00;98;91;5;5;0;0;0
2019-12-21 21:00:00;90;94;3;3;0;0;0
2019-12-21 21:15:00;74;65;5;5;0;0;0
2019-12-21 21:30:00;91;64;6;6;0;0;0
2019-12-21 21:45:00;82;87;2;2;0;0;0
2019-12-21 22:00:00;91;86;5;5;0;0;0
2019-12-21 22:15:00;77;60;1;1;0;0;0
2019-12-21 22:30:00;87;66;7;7;0;0;0
2019-12-21 22:45:00;74;90;2;2;0;0;0
2019-12-21 23:00:00;69;65;2;2;0;0;0
2019-12-21 23:15:00;54;55;1;1;0;0;0
2019-12-21 23:30:00;60;46;2;2;0;0;0
2019-12-21 23:45:00;56;40;1;1;0;0;0
