DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2019-12-31 00:00:00;6;5;0;1;1;6;17;11
2019-12-31 00:15:00;13;12;0;1;2;6;26;16
2019-12-31 00:30:00;7;17;5;3;0;11;17;8
2019-12-31 00:45:00;12;18;5;1;0;8;21;7
2019-12-31 01:00:00;3;10;5;0;2;3;17;6
2019-12-31 01:15:00;12;7;1;0;0;7;14;8
2019-12-31 01:30:00;6;4;2;1;1;2;18;5
2019-12-31 01:45:00;7;4;1;0;1;3;8;3
2019-12-31 02:00:00;7;9;3;1;1;6;8;2
2019-12-31 02:15:00;3;3;1;0;0;3;11;8
2019-12-31 02:30:00;5;0;0;2;2;5;5;6
2019-12-31 02:45:00;4;1;0;1;1;5;13;7
2019-12-31 03:00:00;1;3;0;0;0;2;11;4
2019-12-31 03:15:00;3;4;2;0;0;4;3;2
2019-12-31 03:30:00;7;5;1;0;0;1;4;4
2019-12-31 03:45:00;1;3;1;0;0;1;7;3
2019-12-31 04:00:00;6;3;0;2;2;3;2;0
2019-12-31 04:15:00;4;3;3;0;0;3;3;1
2019-12-31 04:30:00;9;6;1;0;0;4;2;3
2019-12-31 04:45:00;12;6;2;2;1;2;7;6
2019-12-31 05:00:00;7;6;2;2;1;2;10;2
2019-12-31 05:15:00;14;9;5;1;1;6;10;1
2019-12-31 05:30:00;15;19;7;0;0;8;19;6
2019-12-31 05:45:00;16;17;6;1;1;6;18;12
2019-12-31 06:00:00;13;12;7;3;4;10;10;3
2019-12-31 06:15:00;10;4;2;0;0;1;23;8
2019-12-31 06:30:00;9;9;6;1;1;6;9;2
2019-12-31 06:45:00;18;8;5;3;6;18;13;10
2019-12-31 07:00:00;11;14;1;3;4;15;17;4
2019-12-31 07:15:00;27;15;4;1;1;11;19;12
2019-12-31 07:30:00;17;17;2;5;4;13;20;11
2019-12-31 07:45:00;28;29;8;1;2;14;18;8
2019-12-31 08:00:00;18;19;5;5;0;11;32;13
2019-12-31 08:15:00;25;25;9;2;1;11;19;9
2019-12-31 08:30:00;37;41;9;3;3;20;26;17
2019-12-31 08:45:00;45;38;9;1;3;19;32;15
2019-12-31 09:00:00;47;40;14;8;3;20;44;20
2019-12-31 09:15:00;51;61;17;5;4;33;36;29
2019-12-31 09:30:00;56;67;18;5;7;27;62;20
2019-12-31 09:45:00;60;74;13;9;6;35;71;37
2019-12-31 10:00:00;57;64;20;10;9;41;71;46
2019-12-31 10:15:00;96;82;13;8;10;34;71;44
2019-12-31 10:30:00;97;92;15;16;13;42;97;49
2019-12-31 10:45:00;101;83;19;13;13;46;81;61
2019-12-31 11:00:00;109;95;24;13;13;46;92;54
2019-12-31 11:15:00;84;76;31;18;8;50;89;68
2019-12-31 11:30:00;100;115;19;9;6;37;102;75
2019-12-31 11:45:00;100;90;21;13;14;46;93;58
2019-12-31 12:00:00;91;80;22;11;6;43;103;64
2019-12-31 12:15:00;81;88;23;8;21;35;113;69
2019-12-31 12:30:00;80;74;23;8;19;47;104;57
2019-12-31 12:45:00;63;79;20;13;10;34;84;67
2019-12-31 13:00:00;72;92;19;11;10;33;108;53
2019-12-31 13:15:00;74;73;30;5;32;37;97;71
2019-12-31 13:30:00;68;64;22;6;28;31;87;53
2019-12-31 13:45:00;50;57;22;3;8;28;92;56
2019-12-31 14:00:00;61;61;21;7;8;36;101;63
2019-12-31 14:15:00;55;74;17;7;6;34;83;46
2019-12-31 14:30:00;56;50;11;6;9;49;68;39
2019-12-31 14:45:00;46;52;21;6;5;28;77;44
2019-12-31 15:00:00;50;48;24;6;6;27;58;36
2019-12-31 15:15:00;54;38;22;5;6;38;58;33
2019-12-31 15:30:00;41;41;18;1;2;32;56;34
2019-12-31 15:45:00;47;22;23;6;6;46;56;30
2019-12-31 16:00:00;51;30;14;9;6;34;52;28
2019-12-31 16:15:00;32;34;21;10;7;43;37;25
2019-12-31 16:30:00;42;35;13;6;1;33;43;25
2019-12-31 16:45:00;47;30;16;5;7;49;43;31
2019-12-31 17:00:00;54;30;28;9;6;28;47;21
2019-12-31 17:15:00;29;24;22;4;6;38;25;20
2019-12-31 17:30:00;37;38;22;5;5;41;46;27
2019-12-31 17:45:00;40;34;20;7;2;40;42;23
2019-12-31 18:00:00;43;36;27;4;2;34;38;28
2019-12-31 18:15:00;35;24;16;9;6;48;42;28
2019-12-31 18:30:00;51;26;18;6;5;42;38;19
2019-12-31 18:45:00;41;28;25;4;6;28;37;27
2019-12-31 19:00:00;33;15;13;3;1;18;33;14
2019-12-31 19:15:00;30;18;8;1;1;31;24;22
2019-12-31 19:30:00;25;21;11;5;7;24;27;14
2019-12-31 19:45:00;23;16;13;3;7;22;26;16
2019-12-31 20:00:00;22;23;20;1;2;17;25;13
2019-12-31 20:15:00;14;10;7;4;2;11;22;20
2019-12-31 20:30:00;20;11;6;1;1;11;14;8
2019-12-31 20:45:00;18;14;7;3;2;11;12;9
2019-12-31 21:00:00;15;13;3;3;3;9;15;10
2019-12-31 21:15:00;17;13;5;2;3;17;16;7
2019-12-31 21:30:00;9;12;3;1;1;7;14;8
2019-12-31 21:45:00;11;7;2;0;0;5;13;7
2019-12-31 22:00:00;14;9;2;2;1;8;16;11
2019-12-31 22:15:00;15;5;5;0;1;6;11;6
2019-12-31 22:30:00;13;12;3;2;4;10;10;8
2019-12-31 22:45:00;14;10;3;1;2;7;25;10
2019-12-31 23:00:00;17;5;1;1;0;8;11;1
2019-12-31 23:15:00;9;12;5;2;2;9;18;8
2019-12-31 23:30:00;11;4;1;3;0;14;7;5
