DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2020-04-23 00:00:00;5;1;2;2;0;1;3;6;0;0;0;0;0
2020-04-23 00:15:00;3;3;5;1;1;2;1;10;0;0;0;0;0
2020-04-23 00:30:00;3;2;3;1;0;0;0;10;0;0;0;0;0
2020-04-23 00:45:00;1;1;3;1;0;0;0;8;0;0;0;0;0
2020-04-23 01:00:00;3;1;2;1;0;0;0;7;0;0;0;0;0
2020-04-23 01:15:00;6;0;2;1;1;0;1;8;0;0;0;0;0
2020-04-23 01:30:00;7;1;1;0;1;1;1;3;0;0;0;0;0
2020-04-23 01:45:00;10;3;1;0;0;0;0;1;0;0;0;0;0
2020-04-23 02:00:00;6;1;5;2;0;0;0;4;0;0;0;0;0
2020-04-23 02:15:00;4;1;2;2;0;0;0;3;0;0;0;0;0
2020-04-23 02:30:00;5;5;6;3;0;0;0;8;0;0;0;0;0
2020-04-23 02:45:00;8;3;2;3;2;2;0;2;0;0;0;0;0
2020-04-23 03:00:00;6;2;5;1;0;0;0;5;0;0;0;0;0
2020-04-23 03:15:00;3;2;3;2;0;0;1;4;0;0;0;0;0
2020-04-23 03:30:00;7;2;6;1;0;0;0;7;0;0;0;0;0
2020-04-23 03:45:00;6;1;5;2;1;1;2;9;0;0;0;0;0
2020-04-23 04:00:00;8;5;6;2;0;0;0;8;0;0;0;0;0
2020-04-23 04:15:00;12;1;2;1;1;1;0;6;0;0;0;0;0
2020-04-23 04:30:00;9;2;3;2;0;0;1;4;0;0;0;0;0
2020-04-23 04:45:00;9;3;2;2;0;0;0;9;0;0;0;0;0
2020-04-23 05:00:00;20;9;11;11;2;3;3;23;0;0;0;0;0
2020-04-23 05:15:00;28;14;17;13;5;8;9;32;0;0;0;0;0
2020-04-23 05:30:00;56;8;12;6;5;7;8;68;0;0;0;0;0
