DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-06-01 00:00:00;6;6;2;6;5;15;6;2;3;6;3
2020-06-01 00:15:00;14;14;3;5;4;12;8;5;2;7;3
2020-06-01 00:30:00;23;17;2;3;4;12;10;2;2;7;1
2020-06-01 00:45:00;9;6;1;3;1;13;9;2;3;4;0
2020-06-01 01:00:00;9;10;2;3;1;12;5;0;0;3;2
2020-06-01 01:15:00;5;5;4;0;1;9;7;0;1;3;2
2020-06-01 01:30:00;9;3;1;2;1;12;9;5;0;3;3
2020-06-01 01:45:00;7;5;2;2;2;9;2;1;0;2;0
2020-06-01 02:00:00;11;7;0;3;1;6;7;0;0;0;0
2020-06-01 02:15:00;6;7;0;0;1;8;5;2;3;5;2
2020-06-01 02:30:00;6;5;1;1;1;6;7;2;0;0;0
2020-06-01 02:45:00;6;3;0;1;0;5;5;1;0;5;3
2020-06-01 03:00:00;5;2;0;1;1;2;3;0;2;1;0
2020-06-01 03:15:00;9;6;3;2;1;0;3;1;0;1;1
2020-06-01 03:30:00;5;3;0;2;2;2;0;0;0;1;0
2020-06-01 03:45:00;3;2;0;0;0;2;7;0;1;1;0
2020-06-01 04:00:00;0;1;0;0;0;3;0;1;0;3;1
2020-06-01 04:15:00;6;10;1;1;1;6;3;1;0;1;1
2020-06-01 04:30:00;4;3;0;0;1;2;4;1;0;2;1
2020-06-01 04:45:00;3;1;1;2;2;6;0;0;0;1;1
2020-06-01 05:00:00;3;3;0;1;1;7;9;0;0;0;0
2020-06-01 05:15:00;6;5;1;5;1;7;5;0;1;1;0
2020-06-01 05:30:00;3;3;3;2;1;12;13;1;3;2;1
2020-06-01 05:45:00;11;12;2;4;1;6;3;1;0;1;0
2020-06-01 06:00:00;16;10;1;6;4;1;2;0;3;6;2
2020-06-01 06:15:00;9;10;2;3;1;11;2;2;1;3;1
2020-06-01 06:30:00;7;7;3;6;4;5;3;3;1;2;0
2020-06-01 06:45:00;8;3;2;10;5;7;3;2;2;3;0
2020-06-01 07:00:00;9;7;1;7;3;2;2;3;2;3;0
2020-06-01 07:15:00;13;10;4;7;3;9;3;0;3;8;2
2020-06-01 07:30:00;16;14;2;8;2;9;5;3;3;10;4
2020-06-01 07:45:00;16;6;3;9;4;7;3;4;2;5;2
2020-06-01 08:00:00;14;8;2;9;4;11;8;2;7;16;6
2020-06-01 08:15:00;18;12;5;13;2;9;2;3;3;14;3
2020-06-01 08:30:00;19;9;5;18;5;10;4;4;4;11;1
2020-06-01 08:45:00;31;22;6;33;10;12;10;9;4;14;2
2020-06-01 09:00:00;26;25;4;14;11;21;6;8;9;17;4
2020-06-01 09:15:00;31;21;5;19;8;19;13;8;6;19;6
2020-06-01 09:30:00;22;22;12;26;6;23;8;5;7;18;5
2020-06-01 09:45:00;30;18;5;24;11;22;12;9;8;26;7
2020-06-01 10:00:00;40;37;14;28;12;25;16;8;8;22;7
2020-06-01 10:15:00;26;24;5;27;4;30;17;10;17;21;3
2020-06-01 10:30:00;42;33;16;31;14;28;7;5;13;34;12
2020-06-01 10:45:00;43;33;5;26;15;33;17;9;13;22;9
2020-06-01 11:00:00;40;43;13;31;6;34;20;11;14;26;7
2020-06-01 11:15:00;51;49;17;26;18;24;13;8;8;38;7
2020-06-01 11:30:00;52;41;13;32;12;30;24;6;10;36;14
2020-06-01 11:45:00;43;44;6;42;10;28;17;5;9;25;6
2020-06-01 12:00:00;45;42;19;32;17;40;19;12;21;35;13
2020-06-01 12:15:00;43;35;16;29;13;24;18;8;11;42;9
2020-06-01 12:30:00;47;51;14;29;14;41;24;4;10;22;4
2020-06-01 12:45:00;49;38;13;34;16;41;33;12;15;33;11
2020-06-01 13:00:00;56;55;12;45;16;40;27;7;12;28;14
2020-06-01 13:15:00;49;41;19;40;20;50;30;11;12;24;9
2020-06-01 13:30:00;55;51;20;39;14;53;32;8;14;34;15
2020-06-01 13:45:00;36;31;12;36;12;37;25;7;11;38;14
2020-06-01 14:00:00;59;58;18;40;13;49;33;8;9;36;12
2020-06-01 14:15:00;60;48;17;40;12;37;23;8;11;36;7
2020-06-01 14:30:00;52;43;10;50;15;41;35;14;13;43;15
2020-06-01 14:45:00;46;37;16;72;15;48;30;6;13;27;5
2020-06-01 15:00:00;52;46;21;35;10;51;33;8;11;49;18
2020-06-01 15:15:00;52;38;11;38;22;36;25;14;12;39;16
2020-06-01 15:30:00;38;33;15;37;10;44;39;5;9;39;19
2020-06-01 15:45:00;46;33;23;32;9;45;32;7;15;35;13
2020-06-01 16:00:00;51;45;19;35;14;42;25;10;13;37;8
2020-06-01 16:15:00;45;47;17;37;14;42;24;10;12;33;13
2020-06-01 16:30:00;46;49;13;21;12;47;25;10;15;41;14
2020-06-01 16:45:00;20;25;5;23;15;25;18;7;10;28;14
2020-06-01 17:00:00;
2020-06-01 17:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-01 17:30:00;7;5;2;5;2;8;7;1;0;6;1
2020-06-01 17:45:00;58;45;13;34;17;78;41;15;9;38;6
2020-06-01 18:00:00;48;34;18;33;14;58;44;15;11;37;13
2020-06-01 18:15:00;50;39;14;34;7;48;44;12;15;34;9
2020-06-01 18:30:00;41;32;10;31;13;52;41;12;13;33;5
2020-06-01 18:45:00;55;37;19;35;18;54;42;9;7;30;6
2020-06-01 19:00:00;41;34;8;23;7;47;35;14;12;21;3
2020-06-01 19:15:00;49;35;17;36;14;58;36;9;12;36;5
2020-06-01 19:30:00;39;40;19;43;11;56;47;9;14;30;9
