DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-10-15 00:00:00;6;11;9;6;3;7;6;0;0
2019-10-15 00:15:00;5;6;7;4;1;7;4;0;0
2019-10-15 00:30:00;10;9;4;4;0;11;6;1;2
2019-10-15 00:45:00;10;8;7;4;0;11;6;0;0
2019-10-15 01:00:00;3;3;5;2;0;4;5;0;0
2019-10-15 01:15:00;7;5;2;1;0;6;2;0;0
2019-10-15 01:30:00;7;4;1;1;0;12;5;0;0
2019-10-15 01:45:00;5;4;8;6;0;9;7;0;0
2019-10-15 02:00:00;1;2;1;1;1;8;4;0;0
2019-10-15 02:15:00;5;4;5;3;0;7;8;0;0
2019-10-15 02:30:00;7;4;6;5;1;3;7;1;1
2019-10-15 02:45:00;6;5;3;1;1;4;3;0;0
2019-10-15 03:00:00;5;9;5;2;0;3;6;0;0
2019-10-15 03:15:00;10;3;0;0;0;7;4;0;0
2019-10-15 03:30:00;5;2;2;2;1;5;3;0;0
2019-10-15 03:45:00;2;1;2;1;0;10;6;0;0
2019-10-15 04:00:00;11;5;2;1;1;10;8;0;1
2019-10-15 04:15:00;6;1;2;0;0;14;5;0;1
2019-10-15 04:30:00;14;4;2;0;0;21;9;0;1
2019-10-15 04:45:00;10;6;10;3;1;28;22;0;1
2019-10-15 05:00:00;27;12;10;6;2;18;13;3;2
2019-10-15 05:15:00;33;23;23;4;0;41;26;0;5
2019-10-15 05:30:00;44;19;29;3;1;51;39;8;9
2019-10-15 05:45:00;70;55;58;15;3;70;71;5;13
2019-10-15 06:00:00;48;56;58;10;7;66;63;4;6
2019-10-15 06:15:00;61;65;51;15;2;77;62;5;7
2019-10-15 06:30:00;90;97;80;20;11;96;94;11;20
2019-10-15 06:45:00;105;121;90;20;9;99;106;17;16
2019-10-15 07:00:00;144;171;87;14;10;125;118;10;15
2019-10-15 07:15:00;161;201;84;33;10;101;111;11;28
2019-10-15 07:30:00;155;111;54;28;13;89;99;13;48
2019-10-15 07:45:00;132;102;69;24;13;109;107;22;18
2019-10-15 08:00:00;111;157;87;47;13;120;127;26;37
2019-10-15 08:15:00;119;169;111;37;12;103;117;4;21
2019-10-15 08:30:00;126;159;109;32;10;105;105;12;27
