DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2020-05-07 00:00:00;3;4;5;0;1;2;8;0;1;0;0;0
2020-05-07 00:15:00;1;1;1;0;0;1;1;0;0;0;0;0
2020-05-07 00:30:00;3;2;2;0;0;0;2;0;1;0;0;0
2020-05-07 00:45:00;0;0;0;0;0;0;2;0;1;1;0;0
2020-05-07 01:00:00;1;0;0;0;0;0;0;0;1;0;0;0
2020-05-07 01:15:00;2;3;6;1;1;0;0;0;0;0;0;0
2020-05-07 01:30:00;0;2;2;0;0;2;3;0;0;0;0;0
2020-05-07 01:45:00;0;0;0;0;0;1;1;0;2;0;0;0
2020-05-07 02:00:00;1;0;1;0;0;2;0;0;0;0;0;0
2020-05-07 02:15:00;0;0;0;0;0;1;3;0;1;0;0;0
2020-05-07 02:30:00;0;2;1;0;0;0;0;0;2;0;0;0
2020-05-07 02:45:00;0;0;0;0;0;0;1;0;0;1;0;0
2020-05-07 03:00:00;0;1;1;0;0;0;0;0;0;1;0;0
2020-05-07 03:15:00;0;1;1;0;0;1;1;0;0;0;0;0
2020-05-07 03:30:00;0;0;0;0;0;0;2;0;0;0;0;0
2020-05-07 03:45:00;0;0;0;0;0;1;1;0;0;0;0;0
2020-05-07 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 04:15:00;1;1;1;0;0;0;1;0;0;0;0;0
2020-05-07 04:30:00;0;1;1;0;0;0;1;0;0;0;0;0
2020-05-07 04:45:00;0;1;2;0;0;1;5;0;0;0;0;0
2020-05-07 05:00:00;3;3;5;0;0;1;11;0;0;0;0;0
2020-05-07 05:15:00;0;4;4;0;0;3;13;0;1;1;0;0
2020-05-07 05:30:00;11;4;11;0;1;7;41;0;2;0;1;0
2020-05-07 05:45:00;11;6;8;0;2;4;11;0;1;1;0;0
2020-05-07 06:00:00;4;3;7;0;0;4;14;0;1;2;0;0
2020-05-07 06:15:00;18;3;8;0;0;1;19;0;1;0;0;0
2020-05-07 06:30:00;13;6;9;0;0;2;24;0;0;0;0;0
2020-05-07 06:45:00;30;23;28;1;5;3;24;0;1;3;0;1
2020-05-07 07:00:00;20;21;49;0;5;15;32;0;1;0;1;0
2020-05-07 07:15:00;34;16;31;1;4;8;30;0;0;1;0;0
2020-05-07 07:30:00;44;26;34;2;2;6;27;0;3;4;0;1
2020-05-07 07:45:00;38;28;37;0;3;6;21;0;0;5;0;0
2020-05-07 08:00:00;34;27;35;2;1;9;32;1;2;3;3;0
2020-05-07 08:15:00;39;32;35;1;4;6;34;0;7;1;0;1
2020-05-07 08:30:00;48;34;47;2;4;10;32;0;0;0;1;0
2020-05-07 08:45:00;36;49;86;1;15;23;32;0;6;0;1;0
2020-05-07 09:00:00;49;33;50;1;6;12;28;0;7;0;1;1
2020-05-07 09:15:00;46;24;49;1;5;19;44;0;10;0;1;1
2020-05-07 09:30:00;49;37;62;0;3;16;47;4;13;0;0;34
2020-05-07 09:45:00;54;42;54;4;5;21;60;1;15;0;1;5
2020-05-07 10:00:00;53;40;53;1;3;30;49;3;24;2;0;3
2020-05-07 10:15:00;46;42;57;1;7;22;45;3;20;0;2;1
2020-05-07 10:30:00;48;36;51;2;7;35;58;7;21;1;6;1
2020-05-07 10:45:00;44;38;59;6;9;26;63;2;18;3;0;2
2020-05-07 11:00:00;56;39;54;11;8;27;60;2;16;0;1;6
2020-05-07 11:15:00;52;41;66;4;3;18;61;3;22;1;1;2
2020-05-07 11:30:00;62;40;55;3;8;32;58;2;19;0;1;2
2020-05-07 11:45:00;60;34;54;2;5;27;74;2;17;0;1;3
2020-05-07 12:00:00;55;56;69;7;10;32;65;4;18;2;0;1
2020-05-07 12:15:00;41;33;45;4;9;38;72;3;11;1;5;3
2020-05-07 12:30:00;47;53;56;8;4;29;81;4;16;1;0;1
2020-05-07 12:45:00;35;44;49;5;11;27;48;1;12;3;1;0
2020-05-07 13:00:00;254;28;48;6;7;19;45;1;17;2;0;8
2020-05-07 13:15:00;
2020-05-07 13:30:00;
2020-05-07 13:45:00;
2020-05-07 14:00:00;
2020-05-07 14:15:00;30;25;37;0;7;16;37;0;7;259;1;3
2020-05-07 14:30:00;52;32;48;4;7;18;48;3;19;266;2;8
2020-05-07 14:45:00;58;34;112;5;10;25;52;2;15;272;3;1
2020-05-07 15:00:00;55;47;67;4;7;23;46;4;15;265;3;1
2020-05-07 15:15:00;280;47;55;5;8;30;48;2;14;509;1;1
2020-05-07 15:30:00;26;36;49;5;4;19;49;2;15;7;3;3
2020-05-07 15:45:00;57;51;65;3;8;20;46;3;24;257;0;7
2020-05-07 16:00:00;56;39;57;5;7;24;59;3;15;257;1;5
2020-05-07 16:15:00;51;54;68;5;9;23;64;5;21;19;4;4
2020-05-07 16:30:00;61;48;60;8;9;33;63;0;14;19;0;1
2020-05-07 16:45:00;65;49;95;6;4;36;75;4;20;16;2;2
2020-05-07 17:00:00;43;43;54;3;11;29;73;3;14;260;3;5
2020-05-07 17:15:00;40;40;50;3;6;27;72;3;20;257;4;4
2020-05-07 17:30:00;41;39;60;4;4;25;55;3;31;5;2;1
2020-05-07 17:45:00;43;48;67;3;5;35;59;3;43;1;0;4
2020-05-07 18:00:00;40;44;56;8;8;28;69;3;19;0;3;1
2020-05-07 18:15:00;38;40;49;4;5;24;60;2;17;3;0;0
2020-05-07 18:30:00;30;37;46;4;4;28;70;0;8;0;0;0
2020-05-07 18:45:00;27;34;48;8;6;16;47;0;17;4;1;1
2020-05-07 19:00:00;22;30;39;5;5;13;53;1;11;0;1;1
2020-05-07 19:15:00;24;30;37;5;1;17;47;0;8;0;0;8
2020-05-07 19:30:00;22;26;46;10;3;15;42;1;13;0;0;1
2020-05-07 19:45:00;14;21;26;2;6;14;35;1;8;0;0;0
2020-05-07 20:00:00;7;19;27;4;7;13;39;0;7;2;0;1
2020-05-07 20:15:00;9;19;25;2;4;14;41;1;5;0;0;0
2020-05-07 20:30:00;12;14;18;4;4;4;19;0;2;0;0;0
2020-05-07 20:45:00;12;16;17;0;7;12;32;1;1;0;0;0
2020-05-07 21:00:00;11;13;14;2;2;3;21;0;1;68;0;0
2020-05-07 21:15:00;5;13;15;3;5;10;20;1;6;31;0;1
2020-05-07 21:30:00;9;11;14;3;4;4;13;0;2;299;0;0
2020-05-07 21:45:00;14;15;21;0;1;3;17;0;0;262;0;0
2020-05-07 22:00:00;12;16;18;0;0;8;19;2;2;23;0;0
2020-05-07 22:15:00;6;15;19;2;2;2;8;0;1;22;0;0
2020-05-07 22:30:00;9;10;14;0;3;2;12;0;2;259;0;0
2020-05-07 22:45:00;3;4;9;3;2;3;8;2;7;255;0;0
2020-05-07 23:00:00;2;2;5;0;0;2;4;0;2;0;0;0
2020-05-07 23:15:00;2;9;11;1;2;2;8;2;3;256;0;0
2020-05-07 23:30:00;1;2;2;0;0;1;5;0;2;254;0;0
2020-05-07 23:45:00;1;3;4;0;1;0;3;0;0;262;0;0
