DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-10-26 00:00:00;4;2;0;6;5;1;0;0;0;0
2020-10-26 00:15:00;2;0;0;3;7;0;0;0;0;0
2020-10-26 00:30:00;3;2;0;3;1;0;0;0;0;0
2020-10-26 00:45:00;6;3;0;7;5;0;0;0;0;0
2020-10-26 01:00:00;5;5;1;3;1;0;0;0;0;0
2020-10-26 01:15:00;7;3;0;7;6;1;0;0;0;0
2020-10-26 01:30:00;2;1;0;2;0;0;0;0;0;0
2020-10-26 01:45:00;2;2;2;6;5;0;0;0;0;0
2020-10-26 02:00:00;6;7;1;3;8;0;0;0;0;0
2020-10-26 02:15:00;8;5;1;4;6;0;0;0;0;0
2020-10-26 02:30:00;2;1;1;5;5;0;0;0;0;0
2020-10-26 02:45:00;6;2;0;3;1;0;0;0;0;0
2020-10-26 03:00:00;5;2;1;8;5;0;0;0;0;0
2020-10-26 03:15:00;3;2;0;2;2;0;0;0;0;0
2020-10-26 03:30:00;3;1;0;2;2;0;0;0;0;0
2020-10-26 03:45:00;8;6;3;8;3;0;0;0;0;0
2020-10-26 04:00:00;5;4;0;7;6;0;0;0;0;0
2020-10-26 04:15:00;7;7;1;5;3;0;0;0;0;0
2020-10-26 04:30:00;10;6;2;10;4;0;0;0;0;0
2020-10-26 04:45:00;12;5;0;24;10;0;0;0;0;0
2020-10-26 05:00:00;12;7;4;30;15;0;0;0;0;0
2020-10-26 05:15:00;42;21;2;50;27;1;0;0;0;0
2020-10-26 05:30:00;48;19;1;36;15;0;0;0;0;0
2020-10-26 05:45:00;62;23;1;63;33;1;0;0;0;0
2020-10-26 06:00:00;55;23;1;55;38;1;0;0;0;0
2020-10-26 06:15:00;59;22;1;72;39;0;0;0;0;0
2020-10-26 06:30:00;121;69;0;108;46;2;0;0;0;0
2020-10-26 06:45:00;137;77;3;107;74;4;0;0;0;0
2020-10-26 07:00:00;107;58;1;118;79;4;0;0;0;0
2020-10-26 07:15:00;131;48;0;132;85;2;1;0;0;0
2020-10-26 07:30:00;120;50;0;119;70;4;0;0;0;0
2020-10-26 07:45:00;142;83;1;119;67;262;1;0;0;0
2020-10-26 08:00:00;100;80;0;99;75;8;1;0;0;0
2020-10-26 08:15:00;95;64;1;87;57;5;0;0;0;0
2020-10-26 08:30:00;93;57;1;95;67;8;5;0;0;0
2020-10-26 08:45:00;113;78;4;95;51;8;2;0;0;0
2020-10-26 09:00:00;92;66;2;82;39;6;0;0;0;0
2020-10-26 09:15:00;86;70;3;113;70;11;0;0;0;0
2020-10-26 09:30:00;92;69;2;88;61;6;1;0;0;0
2020-10-26 09:45:00;102;66;5;112;56;6;0;0;0;0
2020-10-26 10:00:00;123;80;3;131;69;12;1;0;0;0
2020-10-26 10:15:00;105;82;1;99;62;10;2;0;0;0
2020-10-26 10:30:00;108;66;5;113;60;6;0;0;0;0
2020-10-26 10:45:00;103;79;8;98;62;10;0;0;0;0
2020-10-26 11:00:00;109;57;10;102;58;8;0;0;0;0
2020-10-26 11:15:00;124;72;3;91;59;6;0;0;0;0
2020-10-26 11:30:00;101;82;8;108;63;9;1;0;0;0
2020-10-26 11:45:00;102;70;7;100;56;9;9;0;0;0
2020-10-26 12:00:00;91;76;8;120;80;13;20;0;0;0
2020-10-26 12:15:00;97;69;7;111;67;265;10;0;0;0
2020-10-26 12:30:00;84;74;11;107;67;8;3;0;0;0
2020-10-26 12:45:00;115;81;6;90;68;9;3;0;0;0
2020-10-26 13:00:00;87;78;1;109;74;6;1;0;0;0
2020-10-26 13:15:00;103;58;1;109;66;8;0;0;0;0
2020-10-26 13:30:00;108;58;0;101;66;9;8;0;0;0
2020-10-26 13:45:00;133;71;2;105;59;15;0;0;0;0
2020-10-26 14:00:00;101;64;8;100;70;7;0;0;0;0
2020-10-26 14:15:00;107;59;2;101;53;9;0;0;0;0
2020-10-26 14:30:00;111;75;3;107;72;10;0;0;0;0
2020-10-26 14:45:00;107;67;1;93;78;13;0;0;0;0
2020-10-26 15:00:00;110;69;5;116;69;9;1;0;0;0
2020-10-26 15:15:00;133;71;9;113;73;9;5;0;0;0
2020-10-26 15:30:00;116;67;6;112;65;12;2;0;0;0
2020-10-26 15:45:00;104;57;6;112;59;9;2;0;0;0
2020-10-26 16:00:00;120;89;2;144;93;8;1;0;0;0
2020-10-26 16:15:00;139;95;2;117;90;12;1;0;0;0
2020-10-26 16:30:00;126;66;11;141;82;7;1;0;0;0
2020-10-26 16:45:00;133;78;3;129;90;11;0;0;0;0
2020-10-26 17:00:00;131;67;4;141;114;15;5;0;0;0
2020-10-26 17:15:00;105;75;2;106;69;262;0;0;0;0
2020-10-26 17:30:00;105;59;9;99;74;1;0;0;0;0
2020-10-26 17:45:00;92;43;7;76;54;9;0;0;0;0
2020-10-26 18:00:00;70;31;1;82;41;4;0;0;0;0
2020-10-26 18:15:00;74;29;0;68;44;11;0;0;0;0
2020-10-26 18:30:00;54;33;3;36;19;3;0;0;0;0
2020-10-26 18:45:00;51;21;0;58;21;1;0;0;0;0
2020-10-26 19:00:00;46;15;0;36;15;4;0;0;0;0
2020-10-26 19:15:00;40;13;1;33;17;2;0;0;0;0
2020-10-26 19:30:00;54;24;1;33;20;3;0;0;0;0
2020-10-26 19:45:00;25;22;0;33;15;255;0;0;0;0
2020-10-26 20:00:00;31;18;0;31;14;0;0;0;0;0
2020-10-26 20:15:00;30;20;3;22;13;1;0;0;0;0
2020-10-26 20:30:00;28;10;0;21;7;0;0;0;0;0
2020-10-26 20:45:00;33;18;0;30;12;0;0;0;0;0
2020-10-26 21:00:00;35;12;1;22;7;0;0;0;0;0
2020-10-26 21:15:00;32;18;0;24;7;0;0;0;0;0
2020-10-26 21:30:00;21;16;1;13;3;0;0;0;0;0
2020-10-26 21:45:00;27;14;2;17;12;0;0;0;0;0
2020-10-26 22:00:00;25;14;5;16;9;0;0;0;0;0
2020-10-26 22:15:00;30;22;1;17;9;0;0;0;0;0
2020-10-26 22:30:00;25;9;3;12;12;0;0;0;0;0
2020-10-26 22:45:00;14;11;0;12;5;0;0;0;0;0
2020-10-26 23:00:00;6;9;1;15;5;0;0;0;0;0
2020-10-26 23:15:00;5;2;0;7;4;0;0;0;0;0
2020-10-26 23:30:00;5;3;0;8;6;0;0;0;0;0
2020-10-26 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
