DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-03-08 00:00:00;18;9;0;7;8;14;5
2020-03-08 00:15:00;32;15;3;6;13;25;10
2020-03-08 00:30:00;19;12;2;4;12;16;7
2020-03-08 00:45:00;26;17;1;5;10;15;6
2020-03-08 01:00:00;19;7;1;4;4;9;6
2020-03-08 01:15:00;16;8;1;4;10;17;2
2020-03-08 01:30:00;10;8;1;1;3;16;4
2020-03-08 01:45:00;18;12;0;5;7;13;8
2020-03-08 02:00:00;13;12;1;1;2;11;2
2020-03-08 02:15:00;17;11;3;2;4;14;10
2020-03-08 02:30:00;13;5;1;4;5;13;2
2020-03-08 02:45:00;13;5;1;2;2;9;3
2020-03-08 03:00:00;13;1;0;1;2;7;3
2020-03-08 03:15:00;13;3;0;0;0;9;2
2020-03-08 03:30:00;12;3;0;0;2;8;1
2020-03-08 03:45:00;12;6;1;2;3;5;3
2020-03-08 04:00:00;7;2;0;2;3;5;1
2020-03-08 04:15:00;16;8;1;1;2;5;4
2020-03-08 04:30:00;10;4;0;3;4;8;3
2020-03-08 04:45:00;11;4;0;0;1;9;3
2020-03-08 05:00:00;11;8;0;1;1;7;5
2020-03-08 05:15:00;9;8;0;3;3;8;6
2020-03-08 05:30:00;6;7;1;1;2;10;8
2020-03-08 05:45:00;13;7;0;2;6;21;11
2020-03-08 06:00:00;16;13;1;3;7;15;3
2020-03-08 06:15:00;22;10;0;4;4;10;5
2020-03-08 06:30:00;19;6;0;2;2;18;7
2020-03-08 06:45:00;22;12;0;6;6;5;3
2020-03-08 07:00:00;24;9;0;3;7;9;5
2020-03-08 07:15:00;24;12;0;6;3;13;3
2020-03-08 07:30:00;26;8;0;5;5;10;4
2020-03-08 07:45:00;23;14;0;2;5;13;10
2020-03-08 08:00:00;29;19;0;1;3;9;8
2020-03-08 08:15:00;25;21;3;5;7;24;12
2020-03-08 08:30:00;40;16;1;10;14;16;11
2020-03-08 08:45:00;36;25;3;6;15;41;18
2020-03-08 09:00:00;30;27;2;4;11;36;17
2020-03-08 09:15:00;48;32;1;14;20;44;22
2020-03-08 09:30:00;43;22;1;9;9;33;12
2020-03-08 09:45:00;66;35;2;7;22;45;32
2020-03-08 10:00:00;45;22;3;7;14;39;26
2020-03-08 10:15:00;56;56;7;13;24;51;23
2020-03-08 10:30:00;65;29;3;4;11;41;19
2020-03-08 10:45:00;69;37;3;15;23;56;37
2020-03-08 11:00:00;68;32;2;9;21;42;31
2020-03-08 11:15:00;73;42;3;17;27;53;42
2020-03-08 11:30:00;73;31;4;14;23;58;52
2020-03-08 11:45:00;79;59;9;10;22;77;45
2020-03-08 12:00:00;59;51;6;10;27;55;40
2020-03-08 12:15:00;61;47;5;14;22;75;47
2020-03-08 12:30:00;61;52;3;14;21;58;38
2020-03-08 12:45:00;77;52;2;21;31;71;49
2020-03-08 13:00:00;54;53;4;17;26;55;48
2020-03-08 13:15:00;78;63;6;20;36;75;54
2020-03-08 13:30:00;71;47;11;18;28;62;38
2020-03-08 13:45:00;92;51;3;12;30;71;49
2020-03-08 14:00:00;71;54;10;12;27;48;35
2020-03-08 14:15:00;85;49;8;20;32;68;43
2020-03-08 14:30:00;68;58;16;15;22;64;50
2020-03-08 14:45:00;78;53;9;16;33;86;45
2020-03-08 15:00:00;68;54;9;10;37;62;32
2020-03-08 15:15:00;69;48;8;14;30;69;53
2020-03-08 15:30:00;56;41;5;7;26;60;36
2020-03-08 15:45:00;59;49;8;15;35;72;46
2020-03-08 16:00:00;53;41;4;14;22;65;39
2020-03-08 16:15:00;56;59;9;22;29;85;52
2020-03-08 16:30:00;74;48;7;18;27;44;22
2020-03-08 16:45:00;62;44;7;19;32;74;39
2020-03-08 17:00:00;46;31;5;12;21;46;36
2020-03-08 17:15:00;49;28;7;15;22;43;23
2020-03-08 17:30:00;64;35;2;19;34;75;44
2020-03-08 17:45:00;63;45;11;15;36;85;61
2020-03-08 18:00:00;67;46;9;16;26;55;37
2020-03-08 18:15:00;58;49;5;24;37;86;56
2020-03-08 18:30:00;55;40;4;20;36;72;47
2020-03-08 18:45:00;68;33;6;17;29;61;49
2020-03-08 19:00:00;51;40;5;24;34;58;46
2020-03-08 19:15:00;54;39;6;16;27;62;42
2020-03-08 19:30:00;54;38;6;17;26;65;42
2020-03-08 19:45:00;63;42;7;15;29;61;44
2020-03-08 20:00:00;32;37;8;12;20;50;33
2020-03-08 20:15:00;48;35;9;20;28;56;31
2020-03-08 20:30:00;32;19;4;11;27;51;25
2020-03-08 20:45:00;34;13;0;18;16;64;35
2020-03-08 21:00:00;36;17;5;9;16;68;43
2020-03-08 21:15:00;43;20;2;10;17;91;52
2020-03-08 21:30:00;34;21;2;8;14;50;37
2020-03-08 21:45:00;30;13;4;7;8;47;20
2020-03-08 22:00:00;31;16;3;6;10;26;7
2020-03-08 22:15:00;30;12;3;10;18;33;12
2020-03-08 22:30:00;30;7;0;8;11;30;14
2020-03-08 22:45:00;20;14;1;7;15;22;9
2020-03-08 23:00:00;15;3;0;8;10;19;8
2020-03-08 23:15:00;10;12;5;8;12;15;6
2020-03-08 23:30:00;8;8;2;3;5;21;6
2020-03-08 23:45:00;11;5;1;2;4;16;8
