DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-03-10 00:00:00;1;3;7;0;0;4;0;0;0;0;0;0
2020-03-10 00:15:00;2;3;7;0;5;5;0;0;0;0;0;0
2020-03-10 00:30:00;0;2;5;0;0;3;0;0;0;0;0;0
2020-03-10 00:45:00;0;2;6;0;1;4;0;0;0;0;0;0
2020-03-10 01:00:00;1;2;2;0;0;2;0;0;0;0;0;0
2020-03-10 01:15:00;0;3;2;0;0;0;0;0;0;0;0;0
2020-03-10 01:30:00;1;3;4;0;0;2;0;0;0;0;0;0
2020-03-10 01:45:00;1;1;0;0;0;0;0;0;0;0;0;0
2020-03-10 02:00:00;0;2;1;0;0;0;0;0;0;0;0;0
2020-03-10 02:15:00;1;2;2;0;0;0;1;0;0;0;0;0
2020-03-10 02:30:00;1;5;6;0;0;3;0;0;0;0;0;0
2020-03-10 02:45:00;2;5;7;0;0;2;0;0;0;0;0;0
2020-03-10 03:00:00;0;1;3;0;0;2;0;0;0;0;0;0
2020-03-10 03:15:00;1;1;0;0;0;0;0;0;0;0;0;0
2020-03-10 03:30:00;0;0;1;0;0;1;0;0;0;0;0;0
2020-03-10 03:45:00;0;1;3;2;1;1;0;0;0;0;0;0
2020-03-10 04:00:00;1;2;1;0;0;1;0;0;0;0;0;0
2020-03-10 04:15:00;1;2;3;0;0;2;0;0;0;0;0;0
2020-03-10 04:30:00;0;0;1;0;1;1;0;0;0;0;0;0
2020-03-10 04:45:00;1;1;5;0;0;5;0;0;0;0;0;0
2020-03-10 05:00:00;3;7;8;0;0;4;0;0;0;0;0;0
2020-03-10 05:15:00;6;4;7;1;0;4;0;0;0;0;0;0
2020-03-10 05:30:00;8;10;15;4;3;7;0;0;0;0;0;0
2020-03-10 05:45:00;14;18;23;1;4;12;0;0;0;0;0;0
2020-03-10 06:00:00;8;20;41;3;7;30;0;0;0;0;0;0
2020-03-10 06:15:00;30;40;47;12;6;28;0;0;0;0;0;0
2020-03-10 06:30:00;32;44;56;12;10;34;0;0;0;0;0;0
2020-03-10 06:45:00;38;51;60;27;6;42;0;0;0;0;0;0
2020-03-10 07:00:00;39;81;71;50;9;58;0;0;0;0;0;0
