DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2019-10-22 00:00:00;2;5;6;0;2;0;0;0;0;0;0;0
2019-10-22 00:15:00;1;4;4;10;7;0;0;0;0;0;0;0
2019-10-22 00:30:00;2;11;3;3;2;0;0;0;0;0;0;0
2019-10-22 00:45:00;3;7;4;3;3;0;0;0;0;0;0;0
2019-10-22 01:00:00;1;8;7;1;4;0;0;0;0;0;0;0
2019-10-22 01:15:00;2;3;1;1;4;0;0;0;0;0;0;0
2019-10-22 01:30:00;0;2;2;3;5;0;0;0;0;0;0;0
2019-10-22 01:45:00;1;4;2;4;0;0;0;0;0;0;0;0
2019-10-22 02:00:00;2;1;2;1;1;0;0;0;0;0;0;0
2019-10-22 02:15:00;2;2;1;2;4;0;0;0;0;0;0;0
2019-10-22 02:30:00;7;4;1;1;0;0;0;0;0;0;0;0
2019-10-22 02:45:00;2;4;6;0;2;0;0;0;0;0;0;0
2019-10-22 03:00:00;1;5;3;0;1;0;0;0;0;0;0;0
2019-10-22 03:15:00;2;0;1;0;1;0;0;0;0;0;0;0
2019-10-22 03:30:00;0;1;0;2;0;0;0;0;0;0;0;0
2019-10-22 03:45:00;1;4;3;1;2;0;0;0;0;0;0;0
2019-10-22 04:00:00;0;5;6;3;5;0;0;0;0;0;0;0
2019-10-22 04:15:00;4;9;6;3;4;0;0;0;0;0;0;0
2019-10-22 04:30:00;5;8;11;4;4;0;0;0;0;0;0;0
2019-10-22 04:45:00;13;15;10;10;7;0;0;0;0;0;0;0
2019-10-22 05:00:00;20;36;22;20;17;0;0;0;0;0;0;0
2019-10-22 05:15:00;19;41;27;30;30;0;0;0;0;0;0;0
2019-10-22 05:30:00;39;57;30;47;38;0;0;0;0;0;0;0
2019-10-22 05:45:00;26;84;48;41;51;0;0;0;0;0;0;0
2019-10-22 06:00:00;30;106;70;38;60;0;0;0;0;0;0;0
2019-10-22 06:15:00;39;83;83;47;90;1;0;0;0;0;0;0
2019-10-22 06:30:00;53;97;58;100;158;2;4;0;0;3;3;11
2019-10-22 06:45:00;53;111;45;106;172;2;1;0;0;3;1;1
2019-10-22 07:00:00;44;94;48;110;185;4;1;0;0;18;3;6
2019-10-22 07:15:00;50;94;40;142;181;6;3;0;0;96;9;7
2019-10-22 07:30:00;55;108;45;139;141;25;2;0;0;46;24;43
2019-10-22 07:45:00;86;127;73;83;112;5;10;0;0;73;7;130
2019-10-22 08:00:00;67;115;58;117;128;5;5;0;0;7;5;19
2019-10-22 08:15:00;77;107;40;74;117;3;4;0;0;22;9;2
2019-10-22 08:30:00;51;106;65;78;114;1;2;0;0;19;6;8
2019-10-22 08:45:00;40;89;61;67;101;2;3;0;0;10;9;3
2019-10-22 09:00:00;48;89;42;49;71;2;1;0;0;47;8;5
2019-10-22 09:15:00;37;91;38;64;71;3;3;0;0;9;4;0
2019-10-22 09:30:00;33;96;50;51;69;4;3;0;0;5;7;11
2019-10-22 09:45:00;41;79;50;38;51;1;3;0;0;1;12;11
2019-10-22 10:00:00;42;76;62;44;57;3;1;0;0;1;13;61
2019-10-22 10:15:00;44;85;55;49;53;6;4;0;0;1;5;0
2019-10-22 10:30:00;39;105;54;53;66;2;3;0;0;1;15;10
2019-10-22 10:45:00;55;92;48;44;52;3;4;0;0;20;10;3
2019-10-22 11:00:00;43;97;58;32;52;2;4;0;0;1;7;5
2019-10-22 11:15:00;37;97;60;38;52;5;1;0;0;11;6;2
2019-10-22 11:30:00;47;86;52;44;42;7;7;0;0;15;6;18
2019-10-22 11:45:00;45;114;61;45;57;3;2;0;2;5;7;14
2019-10-22 12:00:00;45;93;54;49;60;5;7;0;0;13;19;7
2019-10-22 12:15:00;44;106;87;37;60;1;4;0;0;10;11;5
2019-10-22 12:30:00;48;115;59;32;53;5;4;0;2;56;9;5
2019-10-22 12:45:00;51;136;71;49;73;4;7;0;0;24;16;7
2019-10-22 13:00:00;48;115;71;52;53;3;8;0;0;49;11;78
2019-10-22 13:15:00;43;139;94;53;67;4;6;0;0;7;21;10
2019-10-22 13:30:00;50;129;86;54;80;2;3;0;0;8;4;5
2019-10-22 13:45:00;64;116;83;42;65;9;7;0;0;13;4;7
2019-10-22 14:00:00;49;136;90;46;71;7;2;0;0;13;14;0
2019-10-22 14:15:00;50;156;120;51;80;3;12;0;0;33;6;0
2019-10-22 14:30:00;47;187;108;44;79;4;2;0;0;8;6;0
2019-10-22 14:45:00;57;179;114;49;69;2;4;0;0;58;7;21
2019-10-22 15:00:00;63;171;96;55;76;1;5;0;0;1;9;19
2019-10-22 15:15:00;56;184;130;55;65;6;2;0;0;42;6;2
2019-10-22 15:30:00;59;192;149;51;71;9;11;0;0;41;14;9
2019-10-22 15:45:00;72;173;177;57;81;5;13;0;0;63;6;2
2019-10-22 16:00:00;71;169;163;65;85;48;8;0;6;12;15;6
2019-10-22 16:15:00;71;165;179;58;80;7;11;0;35;6;10;116
2019-10-22 16:30:00;61;169;181;75;96;3;8;0;0;22;6;6
2019-10-22 16:45:00;70;160;163;63;75;6;10;0;0;108;12;2
2019-10-22 17:00:00;73;188;171;72;103;9;6;0;2;91;4;18
2019-10-22 17:15:00;71;159;168;79;85;8;24;0;0;114;6;12
2019-10-22 17:30:00;55;185;143;55;84;9;3;0;0;53;10;28
2019-10-22 17:45:00;53;173;121;52;88;18;6;0;0;49;10;0
2019-10-22 18:00:00;54;162;77;56;86;6;5;0;1;48;10;81
2019-10-22 18:15:00;47;168;100;47;78;4;17;0;5;159;12;0
2019-10-22 18:30:00;52;143;92;52;74;15;2;0;0;55;12;16
2019-10-22 18:45:00;45;110;72;44;63;4;7;0;0;45;6;8
2019-10-22 19:00:00;47;101;55;45;85;4;5;0;0;2;0;0
2019-10-22 19:15:00;31;78;51;35;53;3;6;0;0;21;4;10
2019-10-22 19:30:00;38;67;46;39;53;5;5;0;0;13;1;0
2019-10-22 19:45:00;34;76;51;31;46;1;2;0;1;9;0;0
2019-10-22 20:00:00;42;71;30;37;45;3;2;0;1;3;2;7
2019-10-22 20:15:00;27;55;49;24;37;2;1;0;0;7;4;12
2019-10-22 20:30:00;32;65;32;29;45;1;1;0;0;5;2;2
2019-10-22 20:45:00;29;53;33;16;25;0;1;0;0;1;1;0
2019-10-22 21:00:00;30;51;34;18;25;1;2;0;0;2;1;0
2019-10-22 21:15:00;28;62;36;29;30;0;4;0;0;12;4;0
2019-10-22 21:30:00;30;55;33;14;18;1;3;0;0;7;0;0
2019-10-22 21:45:00;17;73;30;17;20;1;1;0;0;6;3;19
2019-10-22 22:00:00;15;111;50;15;24;0;0;0;0;0;0;0
2019-10-22 22:15:00;12;75;39;17;27;5;7;0;0;23;1;0
2019-10-22 22:30:00;9;29;18;10;17;0;0;0;0;0;6;0
2019-10-22 22:45:00;12;23;15;12;9;0;10;0;0;3;7;19
2019-10-22 23:00:00;7;20;14;13;7;0;0;0;0;0;0;0
2019-10-22 23:15:00;9;13;12;6;15;0;1;0;0;0;0;0
2019-10-22 23:30:00;5;20;10;7;11;0;0;0;0;0;0;0
2019-10-22 23:45:00;5;10;12;5;10;0;0;0;0;0;0;0
