DATUM;1(TAFGA);2(MP0701);3(MP0702);4(MP0703);5(MP0704);6(MP0705);7(MP0706);8(MP0707);9(MP0708)
2020-03-09 00:00:00;0;0;0;0;0;0;0;0;0
2020-03-09 00:15:00;0;0;0;0;0;0;0;0;0
2020-03-09 00:30:00;0;0;0;0;0;0;0;0;0
2020-03-09 00:45:00;0;0;0;0;0;0;0;0;0
2020-03-09 01:00:00;0;0;0;0;0;0;0;0;0
2020-03-09 01:15:00;0;0;0;0;0;0;0;0;0
2020-03-09 01:30:00;0;0;0;0;0;0;0;0;0
2020-03-09 01:45:00;0;0;0;0;0;0;0;0;0
2020-03-09 02:00:00;0;0;0;0;0;0;0;0;0
2020-03-09 02:15:00;0;0;0;0;0;0;0;0;0
2020-03-09 02:30:00;0;0;0;0;0;0;0;0;0
2020-03-09 02:45:00;0;0;0;0;0;0;0;0;0
2020-03-09 03:00:00;0;0;0;0;0;0;0;0;0
2020-03-09 03:15:00;0;0;0;0;0;0;0;0;0
2020-03-09 03:30:00;0;0;0;0;0;0;0;0;0
2020-03-09 03:45:00;0;0;0;0;0;0;0;0;0
2020-03-09 04:00:00;0;0;0;0;0;0;0;0;0
2020-03-09 04:15:00;0;0;0;0;0;0;0;0;0
2020-03-09 04:30:00;0;0;0;0;0;0;0;0;0
2020-03-09 04:45:00;0;0;0;0;0;0;0;0;0
2020-03-09 05:00:00;0;0;0;0;0;0;0;0;0
2020-03-09 05:15:00;0;0;0;0;0;0;0;0;0
2020-03-09 05:30:00;0;0;0;0;0;0;0;0;0
2020-03-09 05:45:00;1;0;0;0;0;0;0;0;0
2020-03-09 06:00:00;0;0;0;0;0;0;0;0;0
2020-03-09 06:15:00;0;0;0;0;0;0;0;0;0
2020-03-09 06:30:00;7;4;0;0;0;0;0;0;0
2020-03-09 06:45:00;6;0;0;0;0;0;0;0;0
2020-03-09 07:00:00;8;0;0;0;0;0;0;0;0
2020-03-09 07:15:00;33;4;0;0;0;0;0;0;0
2020-03-09 07:30:00;43;0;0;0;0;0;0;0;0
2020-03-09 07:45:00;110;6;0;0;0;0;0;0;0
2020-03-09 08:00:00;18;0;0;0;0;0;0;0;0
2020-03-09 08:15:00;22;2;0;0;0;0;0;0;0
2020-03-09 08:30:00;8;1;0;0;0;0;0;0;0
2020-03-09 08:45:00;5;2;0;0;0;0;0;0;0
2020-03-09 09:00:00;11;0;0;0;0;0;0;0;0
2020-03-09 09:15:00;6;0;0;0;0;0;0;0;0
2020-03-09 09:30:00;1;0;0;0;0;0;0;0;0
2020-03-09 09:45:00;14;0;0;0;0;0;0;0;0
2020-03-09 10:00:00;2;0;0;0;0;0;0;0;0
2020-03-09 10:15:00;6;0;0;0;0;0;0;0;0
2020-03-09 10:30:00;23;0;0;0;0;0;0;0;0
2020-03-09 10:45:00;2;0;0;0;0;0;0;0;0
2020-03-09 11:00:00;9;0;0;0;0;0;0;0;0
2020-03-09 11:15:00;8;0;0;0;0;0;0;0;0
2020-03-09 11:30:00;13;1;0;0;0;0;0;0;0
2020-03-09 11:45:00;6;0;0;0;0;0;0;0;0
2020-03-09 12:00:00;3;2;0;0;0;0;0;0;0
2020-03-09 12:15:00;4;0;0;0;0;0;0;0;0
2020-03-09 12:30:00;10;5;0;0;0;0;0;0;0
2020-03-09 12:45:00;26;0;0;0;0;0;0;0;0
2020-03-09 13:00:00;29;0;0;0;0;0;0;0;0
2020-03-09 13:15:00;33;4;0;0;0;0;0;0;0
2020-03-09 13:30:00;12;0;0;0;0;0;0;0;0
2020-03-09 13:45:00;15;2;0;0;0;0;0;0;0
2020-03-09 14:00:00;45;12;0;0;0;0;0;0;0
2020-03-09 14:15:00;16;0;0;0;0;0;0;0;0
2020-03-09 14:30:00;22;1;0;0;0;0;0;0;0
2020-03-09 14:45:00;16;4;0;0;0;0;0;0;0
2020-03-09 15:00:00;27;4;0;0;0;0;0;0;0
2020-03-09 15:15:00;36;4;0;0;0;0;0;0;0
2020-03-09 15:30:00;30;23;0;0;0;0;0;0;0
2020-03-09 15:45:00;34;25;0;0;0;0;0;0;0
2020-03-09 16:00:00;63;10;0;0;0;0;0;0;0
2020-03-09 16:15:00;9;2;0;0;0;0;0;0;0
2020-03-09 16:30:00;21;1;0;0;0;0;0;0;0
2020-03-09 16:45:00;10;0;0;0;0;0;0;0;0
2020-03-09 17:00:00;8;3;0;0;0;0;0;0;0
2020-03-09 17:15:00;15;0;0;0;0;0;0;0;0
2020-03-09 17:30:00;11;0;0;0;0;0;0;0;0
2020-03-09 17:45:00;20;8;0;0;0;0;0;0;0
2020-03-09 18:00:00;7;0;0;0;0;0;0;0;0
2020-03-09 18:15:00;18;4;0;0;0;0;0;0;0
2020-03-09 18:30:00;2;0;0;0;0;0;0;0;0
