DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-03-05 00:00:00;1;4;4;1;3;0;5;1
2020-03-05 00:15:00;2;3;3;1;3;0;6;7
2020-03-05 00:30:00;3;8;8;1;3;0;9;4
2020-03-05 00:45:00;2;4;4;1;3;0;5;3
2020-03-05 01:00:00;2;5;5;2;2;0;3;3
2020-03-05 01:15:00;2;3;3;0;1;0;2;1
2020-03-05 01:30:00;1;3;3;1;2;0;4;6
2020-03-05 01:45:00;2;3;3;0;1;0;3;1
2020-03-05 02:00:00;2;2;2;1;1;0;0;3
2020-03-05 02:15:00;1;1;1;3;1;0;1;0
2020-03-05 02:30:00;0;1;1;0;1;0;1;1
2020-03-05 02:45:00;0;4;4;1;1;0;0;0
2020-03-05 03:00:00;1;2;2;2;1;0;3;0
2020-03-05 03:15:00;0;4;4;2;2;0;4;4
2020-03-05 03:30:00;4;7;8;3;2;0;2;0
2020-03-05 03:45:00;4;4;3;2;3;0;2;2
2020-03-05 04:00:00;5;8;8;1;3;0;0;0
2020-03-05 04:15:00;2;5;5;2;1;0;1;0
2020-03-05 04:30:00;3;13;13;8;9;0;9;2
2020-03-05 04:45:00;8;19;19;2;7;0;5;2
2020-03-05 05:00:00;35;69;69;8;13;0;18;9
2020-03-05 05:15:00;77;106;109;6;9;0;42;14
2020-03-05 05:30:00;113;101;106;8;20;0;52;15
2020-03-05 05:45:00;98;81;84;33;46;0;56;39
2020-03-05 06:00:00;77;77;77;34;49;0;43;32
2020-03-05 06:15:00;47;34;37;17;18;0;24;19
2020-03-05 06:30:00;138;117;112;16;34;0;47;30
2020-03-05 06:45:00;132;102;104;10;20;0;76;51
2020-03-05 07:00:00;186;134;136;13;14;0;76;51
2020-03-05 07:15:00;165;100;98;12;26;0;71;40
2020-03-05 07:30:00;225;135;135;24;43;0;87;73
2020-03-05 07:45:00;246;146;142;23;40;0;96;70
2020-03-05 08:00:00;183;113;114;18;30;0;86;62
2020-03-05 08:15:00;165;107;99;18;33;0;83;58
2020-03-05 08:30:00;123;93;96;11;16;0;68;52
2020-03-05 08:45:00;118;76;74;17;34;0;80;64
2020-03-05 09:00:00;76;63;60;16;26;0;68;34
2020-03-05 09:15:00;88;73;73;15;13;0;63;39
2020-03-05 09:30:00;72;62;58;13;15;0;69;43
2020-03-05 09:45:00;70;65;63;20;20;0;80;41
2020-03-05 10:00:00;74;65;67;13;18;0;61;44
