DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-07-10 00:00:00;0;13;1;1;1;4;15;11;0;0
2020-07-10 00:15:00;0;23;1;0;1;1;17;6;1;0
2020-07-10 00:30:00;0;5;1;4;3;1;15;7;0;0
2020-07-10 00:45:00;0;16;0;2;0;1;13;11;0;2
2020-07-10 01:00:00;0;13;0;0;0;0;12;9;1;1
2020-07-10 01:15:00;0;8;1;0;0;0;12;6;0;0
2020-07-10 01:30:00;0;8;1;0;0;3;11;8;2;0
2020-07-10 01:45:00;0;6;0;1;1;0;9;5;0;0
2020-07-10 02:00:00;0;14;0;0;0;0;5;1;0;0
2020-07-10 02:15:00;0;8;0;0;0;1;14;5;0;0
2020-07-10 02:30:00;0;7;0;0;1;0;9;3;0;0
2020-07-10 02:45:00;0;5;0;1;0;0;12;2;0;0
2020-07-10 03:00:00;0;4;0;0;1;0;1;4;1;1
2020-07-10 03:15:00;0;7;0;0;0;1;8;2;0;0
2020-07-10 03:30:00;0;3;0;0;2;3;5;4;0;0
2020-07-10 03:45:00;0;7;0;0;0;1;8;3;0;0
2020-07-10 04:00:00;0;14;0;0;3;1;9;2;0;0
2020-07-10 04:15:00;0;14;0;0;0;3;12;8;0;0
2020-07-10 04:30:00;0;10;0;0;0;5;14;8;1;1
2020-07-10 04:45:00;0;30;2;1;1;9;19;8;0;0
2020-07-10 05:00:00;0;35;0;4;4;69;42;37;3;4
2020-07-10 05:15:00;0;36;1;3;0;116;67;69;7;10
2020-07-10 05:30:00;0;71;5;4;6;136;72;100;6;8
2020-07-10 05:45:00;0;108;20;45;47;126;55;93;10;20
2020-07-10 06:00:00;0;142;25;53;65;103;58;73;6;10
2020-07-10 06:15:00;0;107;11;13;22;141;62;110;20;30
2020-07-10 06:30:00;0;107;4;7;17;172;72;132;23;32
2020-07-10 06:45:00;0;106;3;10;7;175;58;133;26;36
2020-07-10 07:00:00;0;89;8;11;10;144;65;149;15;16
2020-07-10 07:15:00;0;77;9;21;10;118;63;136;9;12
2020-07-10 07:30:00;0;94;2;10;8;152;98;188;17;19
2020-07-10 07:45:00;0;126;4;11;11;120;84;142;26;19
2020-07-10 08:00:00;0;105;3;12;9;114;72;129;8;9
2020-07-10 08:15:00;0;101;3;13;11;93;68;116;9;9
2020-07-10 08:30:00;0;104;8;6;11;74;83;109;7;9
2020-07-10 08:45:00;0;98;3;12;10;60;82;140;10;3
2020-07-10 09:00:00;0;99;4;18;17;48;74;100;3;4
2020-07-10 09:15:00;0;102;10;11;11;62;82;106;4;4
2020-07-10 09:30:00;0;100;13;13;11;45;80;124;7;5
2020-07-10 09:45:00;0;117;4;12;16;38;78;111;9;4
2020-07-10 10:00:00;0;117;6;11;16;35;92;126;12;4
2020-07-10 10:15:00;0;119;9;14;13;40;82;105;9;5
2020-07-10 10:30:00;0;127;5;21;22;37;89;118;10;6
2020-07-10 10:45:00;0;136;7;19;17;47;94;121;13;4
2020-07-10 11:00:00;0;124;10;20;27;39;93;133;8;0
2020-07-10 11:15:00;0;127;11;16;12;43;83;109;10;4
2020-07-10 11:30:00;0;119;12;22;29;55;75;104;9;6
