DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-07-02 00:00:00;1;1;0;5;0;5;1;0;0;0;0
2020-07-02 00:15:00;3;6;0;8;0;3;0;0;0;0;0
2020-07-02 00:30:00;3;5;0;3;1;3;0;0;0;0;0
2020-07-02 00:45:00;1;2;0;5;0;3;1;1;0;0;0
2020-07-02 01:00:00;2;4;0;4;1;1;1;1;0;0;0
2020-07-02 01:15:00;0;0;0;4;1;4;0;0;0;0;0
2020-07-02 01:30:00;0;1;0;1;0;0;0;0;0;0;0
2020-07-02 01:45:00;1;1;0;1;0;1;0;0;0;0;0
2020-07-02 02:00:00;0;1;0;2;1;2;0;0;0;0;0
2020-07-02 02:15:00;0;1;0;1;0;0;0;0;0;0;0
2020-07-02 02:30:00;0;1;0;1;0;1;0;0;0;0;0
2020-07-02 02:45:00;0;0;0;4;1;3;0;1;0;0;0
2020-07-02 03:00:00;0;0;0;1;0;0;0;0;0;0;0
2020-07-02 03:15:00;0;1;0;1;0;1;1;0;0;0;0
2020-07-02 03:30:00;3;1;0;3;1;3;0;0;0;0;0
2020-07-02 03:45:00;0;2;0;3;0;2;0;0;0;0;0
2020-07-02 04:00:00;2;2;0;2;0;1;0;1;0;0;0
2020-07-02 04:15:00;0;0;0;0;0;0;0;2;0;0;0
2020-07-02 04:30:00;0;1;0;1;0;1;0;1;0;0;0
2020-07-02 04:45:00;0;0;0;2;1;1;1;1;0;0;0
2020-07-02 05:00:00;6;6;0;3;0;3;1;1;0;0;0
2020-07-02 05:15:00;8;3;0;3;0;2;1;9;0;0;0
2020-07-02 05:30:00;5;1;0;10;2;4;3;9;0;0;0
2020-07-02 05:45:00;18;14;0;16;2;9;1;5;0;0;0
2020-07-02 06:00:00;11;14;0;19;3;10;2;6;0;0;0
2020-07-02 06:15:00;32;34;0;23;8;20;2;12;0;0;0
2020-07-02 06:30:00;40;27;0;35;16;28;3;25;0;0;0
2020-07-02 06:45:00;31;28;0;43;15;32;6;13;0;0;3
2020-07-02 07:00:00;53;49;0;44;11;29;11;36;0;0;0
2020-07-02 07:15:00;80;97;0;47;16;38;6;27;1;0;0
2020-07-02 07:30:00;88;115;0;78;19;57;6;35;0;0;0
2020-07-02 07:45:00;83;80;0;70;17;55;7;34;0;0;0
2020-07-02 08:00:00;76;62;0;58;14;63;5;29;0;0;0
2020-07-02 08:15:00;71;69;0;73;23;56;5;24;1;0;0
2020-07-02 08:30:00;66;45;0;61;14;43;17;20;2;0;0
2020-07-02 08:45:00;49;47;0;41;7;32;5;17;14;0;0
2020-07-02 09:00:00;36;50;0;35;12;31;12;10;0;0;0
2020-07-02 09:15:00;46;50;0;51;9;33;3;10;5;0;0
2020-07-02 09:30:00;43;35;0;62;11;46;7;12;1;0;0
2020-07-02 09:45:00;59;50;0;64;4;48;8;17;4;0;0
2020-07-02 10:00:00;33;27;0;72;8;49;4;7;1;0;0
2020-07-02 10:15:00;47;41;0;53;5;44;6;15;0;0;0
2020-07-02 10:30:00;34;36;0;48;6;31;4;12;0;0;0
2020-07-02 10:45:00;47;53;0;70;7;53;8;15;0;0;0
2020-07-02 11:00:00;37;47;0;50;8;41;6;8;0;9;1
2020-07-02 11:15:00;37;47;0;55;5;41;12;7;0;0;0
2020-07-02 11:30:00;41;47;0;88;13;67;7;15;1;13;0
2020-07-02 11:45:00;42;50;0;89;11;68;10;16;17;0;0
2020-07-02 12:00:00;21;34;0;53;9;41;2;5;0;5;0
2020-07-02 12:15:00;46;44;0;95;10;69;3;16;25;11;0
2020-07-02 12:30:00;36;31;0;76;14;61;6;13;0;1;0
2020-07-02 12:45:00;37;41;0;65;13;50;8;23;0;0;0
2020-07-02 13:00:00;38;35;0;75;17;64;8;19;0;0;0
2020-07-02 13:15:00;48;41;0;81;15;61;7;13;4;1;3
2020-07-02 13:30:00;43;46;0;81;14;57;16;23;0;1;0
2020-07-02 13:45:00;44;41;0;62;6;42;6;20;0;0;5
2020-07-02 14:00:00;38;32;0;70;12;53;6;10;0;0;0
2020-07-02 14:15:00;56;46;0;81;6;60;7;25;4;1;0
2020-07-02 14:30:00;33;43;0;75;8;61;8;15;0;0;0
2020-07-02 14:45:00;38;33;0;91;15;75;5;13;0;0;0
2020-07-02 15:00:00;38;39;0;79;17;57;7;19;55;6;1
2020-07-02 15:15:00;41;51;0;92;9;70;8;19;72;0;0
2020-07-02 15:30:00;41;36;0;110;21;81;7;13;20;5;0
2020-07-02 15:45:00;52;51;0;89;7;68;7;10;4;0;0
2020-07-02 16:00:00;50;44;0;101;18;81;11;24;12;0;0
2020-07-02 16:15:00;43;40;0;120;12;78;9;18;3;1;0
2020-07-02 16:30:00;46;45;0;95;15;72;14;25;0;0;0
2020-07-02 16:45:00;36;50;0;92;13;70;15;20;0;6;0
2020-07-02 17:00:00;43;55;0;101;18;85;8;31;1;22;0
2020-07-02 17:15:00;40;65;0;112;14;88;14;20;1;3;0
2020-07-02 17:30:00;37;39;0;103;23;71;11;20;3;0;0
2020-07-02 17:45:00;41;48;0;84;12;63;3;27;0;1;0
2020-07-02 18:00:00;35;33;0;95;14;75;10;18;0;4;0
2020-07-02 18:15:00;38;48;0;73;7;51;16;33;0;0;0
2020-07-02 18:30:00;28;30;0;72;12;50;10;22;0;0;0
2020-07-02 18:45:00;34;42;0;82;11;67;15;21;0;0;0
2020-07-02 19:00:00;29;43;0;61;6;49;6;19;1;0;0
2020-07-02 19:15:00;30;33;0;42;3;28;2;6;0;60;0
2020-07-02 19:30:00;23;30;0;44;9;32;7;12;2;0;0
2020-07-02 19:45:00;27;25;0;42;8;34;3;13;0;0;0
2020-07-02 20:00:00;23;30;0;46;3;24;2;10;1;0;0
2020-07-02 20:15:00;23;27;0;48;5;38;2;13;0;0;0
2020-07-02 20:30:00;18;28;0;39;5;25;7;11;0;0;0
2020-07-02 20:45:00;16;16;0;47;12;27;3;11;0;0;0
2020-07-02 21:00:00;13;10;0;45;5;30;6;9;0;0;0
2020-07-02 21:15:00;14;8;0;46;5;32;5;9;0;0;0
2020-07-02 21:30:00;4;6;0;34;2;22;5;9;0;0;0
2020-07-02 21:45:00;13;14;0;41;6;33;1;10;0;0;0
2020-07-02 22:00:00;7;5;0;26;1;17;3;5;0;0;0
2020-07-02 22:15:00;9;8;0;27;3;19;2;10;0;0;0
2020-07-02 22:30:00;5;9;0;51;3;27;4;6;0;0;0
2020-07-02 22:45:00;11;12;0;29;0;21;3;7;0;0;0
2020-07-02 23:00:00;7;8;0;23;4;14;2;10;0;0;0
2020-07-02 23:15:00;3;4;0;12;0;7;2;5;0;0;0
2020-07-02 23:30:00;5;6;0;17;2;13;2;3;0;0;0
2020-07-02 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
