DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-06-02 00:00:00;6;7;4;0;0;0;0;0
2020-06-02 00:15:00;6;8;5;0;0;0;0;0
2020-06-02 00:30:00;1;8;10;0;0;0;0;0
2020-06-02 00:45:00;3;4;8;0;0;0;0;0
2020-06-02 01:00:00;4;10;3;0;0;0;0;0
2020-06-02 01:15:00;3;4;7;0;0;0;0;0
2020-06-02 01:30:00;2;9;7;0;0;0;0;0
2020-06-02 01:45:00;2;6;3;0;0;0;0;0
2020-06-02 02:00:00;3;8;8;0;0;0;0;0
2020-06-02 02:15:00;2;9;3;0;0;0;0;0
2020-06-02 02:30:00;3;3;2;0;0;0;0;0
2020-06-02 02:45:00;2;5;2;0;0;0;0;0
2020-06-02 03:00:00;2;6;6;0;0;0;0;0
2020-06-02 03:15:00;4;8;2;0;0;0;0;0
2020-06-02 03:30:00;4;5;6;0;0;0;0;0
2020-06-02 03:45:00;7;6;1;0;0;0;0;0
2020-06-02 04:00:00;3;7;4;0;0;0;0;0
2020-06-02 04:15:00;4;19;5;0;0;0;0;0
2020-06-02 04:30:00;8;11;13;0;0;0;0;0
2020-06-02 04:45:00;15;26;30;0;0;0;0;0
2020-06-02 05:00:00;25;35;61;0;0;0;0;0
2020-06-02 05:15:00;23;43;117;0;0;0;0;0
2020-06-02 05:30:00;34;64;112;0;0;0;0;0
2020-06-02 05:45:00;38;68;58;0;0;0;0;0
2020-06-02 06:00:00;33;78;45;0;0;0;5;0
2020-06-02 06:15:00;38;98;50;0;1;0;2;0
2020-06-02 06:30:00;52;167;70;0;3;0;1;1
2020-06-02 06:45:00;52;122;79;0;10;2;9;0
2020-06-02 07:00:00;59;99;61;0;7;2;3;0
2020-06-02 07:15:00;46;106;67;0;3;2;6;1
2020-06-02 07:30:00;55;121;54;0;5;4;3;8
2020-06-02 07:45:00;76;147;65;0;7;4;45;12
2020-06-02 08:00:00;73;107;59;0;6;1;4;14
2020-06-02 08:15:00;53;105;71;0;5;2;9;8
2020-06-02 08:30:00;57;118;61;0;3;2;11;1
2020-06-02 08:45:00;61;116;70;0;11;2;13;3
2020-06-02 09:00:00;51;121;49;0;8;18;9;7
2020-06-02 09:15:00;54;114;51;0;12;4;4;3
2020-06-02 09:30:00;60;147;103;0;0;0;12;0
2020-06-02 09:45:00;69;131;89;0;18;2;17;17
2020-06-02 10:00:00;64;146;71;0;8;10;13;7
2020-06-02 10:15:00;70;160;67;0;36;1;2;8
2020-06-02 10:30:00;73;176;63;0;7;5;5;5
2020-06-02 10:45:00;67;159;68;0;10;2;10;9
2020-06-02 11:00:00;64;155;73;0;4;7;2;2
2020-06-02 11:15:00;73;160;81;0;6;8;5;10
2020-06-02 11:45:00;75;172;74;0;3;2;14;8
2020-06-02 12:00:00;76;159;72;0;4;5;5;3
2020-06-02 12:15:00;78;166;57;0;12;5;16;5
2020-06-02 12:30:00;73;186;66;0;6;10;2;2
2020-06-02 12:45:00;61;173;69;0;19;3;2;23
2020-06-02 13:00:00;73;179;73;0;17;1;5;12
2020-06-02 13:15:00;82;170;83;0;13;0;6;3
2020-06-02 13:30:00;88;156;96;0;2;0;13;10
2020-06-02 13:45:00;95;166;89;0;18;4;8;32
2020-06-02 14:00:00;127;172;84;0;5;6;35;5
2020-06-02 14:15:00;143;191;81;0;8;8;13;3
2020-06-02 14:30:00;185;213;94;0;22;3;7;0
2020-06-02 14:45:00;163;216;78;0;8;1;10;1
2020-06-02 15:00:00;122;205;71;0;21;25;7;7
2020-06-02 15:15:00;123;227;71;0;50;0;7;37
2020-06-02 15:30:00;109;217;89;0;8;0;23;8
2020-06-02 15:45:00;119;196;81;0;6;7;26;6
2020-06-02 16:00:00;111;225;72;0;33;8;23;7
2020-06-02 16:15:00;124;216;86;0;16;6;17;9
2020-06-02 16:30:00;96;206;90;0;6;24;39;2
2020-06-02 16:45:00;109;240;83;0;9;3;8;9
2020-06-02 17:00:00;86;205;88;0;40;0;7;3
2020-06-02 17:15:00;74;198;92;0;4;0;44;10
2020-06-02 17:30:00;77;192;87;0;8;6;16;6
2020-06-02 17:45:00;90;198;70;0;14;1;1;10
2020-06-02 18:00:00;68;183;79;0;18;4;12;2
2020-06-02 18:15:00;76;175;77;0;14;24;8;10
2020-06-02 18:30:00;55;160;71;0;10;3;17;0
2020-06-02 18:45:00;48;138;78;0;7;7;12;8
2020-06-02 19:00:00;46;130;57;0;2;2;0;3
2020-06-02 19:15:00;54;114;64;0;18;3;3;5
2020-06-02 19:30:00;50;121;65;0;14;0;1;3
2020-06-02 19:45:00;39;102;61;0;45;0;15;6
2020-06-02 20:00:00;46;104;40;0;72;0;30;56
2020-06-02 20:15:00;32;108;54;0;12;0;0;17
2020-06-02 20:30:00;32;76;44;0;0;0;0;0
2020-06-02 20:45:00;35;59;60;0;4;0;0;2
2020-06-02 21:00:00;31;66;76;0;0;0;0;0
2020-06-02 21:15:00;35;59;69;0;0;0;3;0
2020-06-02 21:30:00;22;66;77;0;0;0;0;0
2020-06-02 21:45:00;56;92;35;0;5;0;0;0
2020-06-02 22:00:00;83;86;41;0;0;0;0;0
2020-06-02 22:15:00;40;64;30;0;0;0;0;0
2020-06-02 22:30:00;23;41;17;0;0;0;0;0
2020-06-02 22:45:00;19;43;14;0;0;0;0;0
2020-06-02 23:00:00;14;32;10;0;0;0;0;0
2020-06-02 23:15:00;14;17;17;0;0;0;0;0
2020-06-02 23:30:00;11;23;9;0;0;0;2;0
