DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-04-20 00:00:00;2;0;0;0;1;4;3;1;0;2;2;0;0
2020-04-20 00:15:00;2;0;1;1;0;3;2;0;0;1;2;0;1
2020-04-20 00:30:00;2;0;1;1;1;1;3;0;0;0;0;0;1
2020-04-20 00:45:00;1;0;0;3;1;7;4;0;0;0;0;0;0
2020-04-20 01:00:00;2;1;0;0;1;0;0;0;0;0;0;0;0
2020-04-20 01:15:00;8;0;2;2;0;5;3;1;0;1;2;1;2
2020-04-20 01:30:00;4;2;1;1;4;10;7;0;0;0;0;0;1
2020-04-20 01:45:00;1;0;1;1;1;4;6;1;1;1;0;0;1
2020-04-20 02:00:00;1;0;0;1;1;6;4;1;0;1;1;0;0
2020-04-20 02:15:00;3;0;0;0;1;3;4;1;1;0;1;1;0
2020-04-20 02:30:00;4;1;1;0;0;11;8;0;0;0;3;0;1
2020-04-20 02:45:00;4;2;0;0;1;6;5;0;0;0;4;1;0
2020-04-20 03:00:00;6;0;0;1;2;4;4;0;0;5;4;0;0
2020-04-20 03:15:00;2;1;0;1;1;6;5;1;1;2;2;1;0
2020-04-20 03:30:00;3;0;0;0;0;8;3;0;0;1;3;1;0
2020-04-20 03:45:00;3;1;0;2;6;2;0;1;1;3;3;0;0
2020-04-20 04:00:00;6;3;0;2;2;10;8;0;0;1;1;0;0
2020-04-20 04:15:00;4;1;1;0;3;13;5;1;1;2;3;0;1
2020-04-20 04:30:00;8;1;2;1;5;18;2;1;2;1;1;0;2
2020-04-20 04:45:00;9;1;2;6;6;18;7;1;0;2;3;1;2
2020-04-20 05:00:00;10;2;1;2;8;23;24;6;4;3;2;1;1
2020-04-20 05:15:00;16;9;3;10;13;28;21;7;4;2;2;1;4
2020-04-20 05:30:00;33;16;2;15;18;34;34;12;2;4;5;1;2
2020-04-20 05:45:00;34;19;6;18;29;54;40;13;7;5;3;1;5
2020-04-20 06:00:00;25;15;10;11;25;42;44;15;5;5;4;1;10
2020-04-20 06:15:00;38;38;7;23;48;62;49;27;20;9;6;0;7
2020-04-20 06:30:00;44;35;15;33;47;85;82;46;27;18;8;1;14
2020-04-20 06:45:00;52;38;14;68;47;96;100;53;34;28;14;6;14
2020-04-20 07:00:00;52;40;12;41;36;73;64;36;35;30;16;4;12
2020-04-20 07:15:00;57;52;12;47;33;91;83;55;36;33;29;11;11
2020-04-20 07:30:00;58;48;18;39;50;88;85;48;31;33;34;12;17
2020-04-20 07:45:00;62;53;20;45;40;114;103;57;35;38;23;14;21
2020-04-20 08:00:00;57;41;15;43;40;73;52;32;29;36;31;13;13
2020-04-20 08:15:00;44;37;25;47;30;90;75;48;33;34;43;18;22
2020-04-20 08:30:00;49;26;13;38;31;87;79;45;31;29;39;18;12
2020-04-20 08:45:00;72;45;15;63;43;86;66;44;27;22;35;20;17
2020-04-20 09:00:00;61;44;25;56;34;90;80;43;30;36;42;24;22
2020-04-20 09:15:00;72;43;30;58;31;85;68;36;30;50;42;16;29
2020-04-20 09:30:00;75;61;28;74;36;95;92;41;33;50;52;33;19
2020-04-20 09:45:00;70;51;22;70;32;106;80;60;38;44;55;17;23
2020-04-20 10:00:00;66;52;30;64;34;88;87;35;20;53;52;31;25
2020-04-20 10:15:00;78;51;37;58;30;86;66;45;33;44;48;27;34
2020-04-20 10:30:00;73;57;24;50;33;81;70;52;35;60;57;25;18
2020-04-20 10:45:00;86;88;26;55;37;103;74;41;28;64;62;21;26
2020-04-20 11:00:00;61;62;27;61;32;84;82;40;26;51;47;19;26
2020-04-20 11:15:00;69;61;27;48;27;105;83;37;37;59;55;31;26
2020-04-20 11:30:00;79;54;23;65;38;85;79;46;34;52;45;20;24
2020-04-20 11:45:00;87;61;23;62;37;88;73;53;34;65;64;40;19
2020-04-20 12:00:00;80;62;17;69;31;84;90;54;41;80;68;30;17
2020-04-20 12:15:00;84;70;29;71;33;87;71;52;31;71;88;40;29
2020-04-20 12:30:00;74;56;23;55;41;89;72;37;29;68;45;22;22
2020-04-20 12:45:00;77;50;14;47;34;100;76;48;42;67;54;31;13
2020-04-20 13:00:00;69;54;13;58;33;92;65;36;33;53;49;26;8
2020-04-20 13:15:00;72;57;25;57;40;96;78;45;40;63;56;23;23
2020-04-20 13:30:00;71;62;20;73;38;112;81;48;31;57;44;23;20
2020-04-20 13:45:00;83;64;28;50;36;112;71;47;34;62;54;33;27
2020-04-20 14:00:00;98;71;21;46;32;94;79;38;29;73;56;23;18
2020-04-20 14:15:00;68;56;28;53;44;95;87;37;32;69;46;23;28
2020-04-20 14:30:00;83;78;13;60;40;107;93;44;33;67;52;23;15
2020-04-20 14:45:00;84;75;23;63;50;105;90;39;26;58;45;31;21
