DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-05-08 00:00:00;7;0;0;1;0;9;0;0;0
2020-05-08 00:15:00;4;1;0;4;0;14;1;0;0
2020-05-08 00:30:00;3;1;0;10;0;12;1;0;0
2020-05-08 00:45:00;3;2;0;3;0;13;1;0;0
2020-05-08 01:00:00;2;0;0;2;0;12;0;0;0
2020-05-08 01:15:00;3;0;0;2;0;14;1;0;0
2020-05-08 01:30:00;3;1;0;3;0;12;1;0;0
2020-05-08 01:45:00;3;1;0;1;0;14;1;0;0
2020-05-08 02:00:00;1;1;0;4;0;12;1;0;0
2020-05-08 02:15:00;1;1;0;4;0;14;1;0;0
2020-05-08 02:30:00;5;2;0;2;0;12;0;0;0
2020-05-08 02:45:00;2;3;0;3;0;13;1;0;0
2020-05-08 03:00:00;3;1;0;3;0;12;1;0;0
2020-05-08 03:15:00;2;1;0;2;0;14;1;0;0
2020-05-08 03:30:00;2;2;0;3;0;12;1;0;0
2020-05-08 03:45:00;2;1;1;3;0;14;0;0;0
2020-05-08 04:00:00;0;1;2;5;0;12;1;0;0
2020-05-08 04:15:00;2;3;0;10;0;13;1;0;0
2020-05-08 04:30:00;9;3;0;9;0;12;1;0;0
2020-05-08 04:45:00;20;5;0;15;0;14;1;0;0
2020-05-08 05:00:00;36;8;1;30;0;9;0;0;0
2020-05-08 05:15:00;68;7;1;41;0;11;1;0;0
2020-05-08 05:30:00;94;8;3;59;0;9;0;0;0
2020-05-08 05:45:00;95;17;0;81;0;11;1;0;0
2020-05-08 06:00:00;53;11;0;38;0;9;1;0;0
2020-05-08 06:15:00;66;20;2;97;0;11;0;0;0
2020-05-08 06:30:00;81;18;4;121;0;9;1;0;0
2020-05-08 06:45:00;93;21;8;124;0;10;1;0;0
2020-05-08 07:00:00;60;13;6;78;11;8;0;0;0
2020-05-08 07:15:00;50;9;6;76;0;6;1;0;0
2020-05-08 07:30:00;67;13;6;109;14;10;0;0;0
2020-05-08 07:45:00;73;18;4;109;0;10;1;0;0
2020-05-08 08:00:00;66;12;9;74;0;10;1;0;0
2020-05-08 08:15:00;60;19;13;88;0;10;0;0;0
2020-05-08 08:30:00;76;15;8;109;0;10;1;0;0
2020-05-08 08:45:00;67;19;8;111;2;10;1;0;0
