DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-08-26 00:00:00;6;6;6;3;5;5;0;4
2019-08-26 00:15:00;6;4;4;3;5;7;0;7
2019-08-26 00:30:00;3;6;4;4;3;7;0;6
2019-08-26 00:45:00;4;3;1;6;2;5;0;1
2019-08-26 01:00:00;3;3;2;0;3;2;0;1
2019-08-26 01:15:00;5;3;1;0;1;4;0;4
2019-08-26 01:30:00;3;4;1;1;2;2;0;2
2019-08-26 01:45:00;1;2;0;0;1;0;0;2
2019-08-26 02:00:00;1;4;1;0;1;1;0;3
2019-08-26 02:15:00;3;0;0;2;1;2;0;0
2019-08-26 02:30:00;2;1;0;0;1;3;0;1
2019-08-26 02:45:00;3;5;2;2;0;2;0;2
2019-08-26 03:00:00;1;1;1;0;3;3;0;1
2019-08-26 03:15:00;1;0;0;2;3;1;0;1
2019-08-26 03:30:00;3;0;0;0;0;2;0;0
2019-08-26 03:45:00;2;0;0;1;1;1;0;2
2019-08-26 04:00:00;4;2;0;3;1;1;0;2
2019-08-26 04:15:00;2;1;3;1;0;1;0;2
2019-08-26 04:30:00;4;4;2;1;0;0;0;0
2019-08-26 04:45:00;8;8;9;5;2;7;0;1
2019-08-26 05:00:00;10;12;11;9;4;2;0;4
2019-08-26 05:15:00;12;28;44;10;5;18;0;6
2019-08-26 05:30:00;25;26;37;9;5;14;0;14
2019-08-26 05:45:00;37;33;41;15;13;17;0;10
2019-08-26 06:00:00;21;19;35;12;14;10;0;10
2019-08-26 06:15:00;29;24;63;12;15;18;0;17
2019-08-26 06:30:00;39;33;83;22;51;23;0;30
2019-08-26 06:45:00;40;43;67;15;13;23;0;25
2019-08-26 07:00:00;38;38;71;15;26;31;0;29
2019-08-26 07:15:00;54;48;80;19;25;40;0;30
2019-08-26 07:30:00;66;43;67;21;24;43;0;54
2019-08-26 07:45:00;52;60;69;21;35;30;0;53
2019-08-26 08:00:00;50;54;81;18;20;39;0;34
2019-08-26 08:15:00;61;44;52;22;51;23;0;39
2019-08-26 08:30:00;41;34;54;34;40;33;0;35
2019-08-26 08:45:00;61;44;55;22;34;39;0;42
2019-08-26 09:00:00;40;32;41;25;67;32;0;34
