DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-09-08 00:00:00;6;5;11;5;0;0
2020-09-08 00:15:00;9;8;16;9;0;0
2020-09-08 00:30:00;7;3;7;3;0;0
2020-09-08 00:45:00;4;4;7;4;0;0
2020-09-08 01:00:00;7;4;5;6;0;0
2020-09-08 01:15:00;7;5;10;6;0;0
2020-09-08 01:30:00;10;6;10;7;0;0
2020-09-08 01:45:00;7;6;9;5;0;0
2020-09-08 02:00:00;8;4;13;7;0;0
2020-09-08 02:15:00;7;5;6;3;0;0
2020-09-08 02:30:00;10;7;11;5;0;0
2020-09-08 02:45:00;5;4;8;4;0;0
2020-09-08 03:00:00;9;5;8;3;0;0
2020-09-08 03:15:00;7;9;7;6;0;0
2020-09-08 03:30:00;5;5;8;3;0;0
2020-09-08 03:45:00;6;3;17;7;0;0
2020-09-08 04:00:00;9;6;6;2;0;0
2020-09-08 04:15:00;17;14;18;5;0;0
2020-09-08 04:30:00;11;13;19;6;0;0
2020-09-08 04:45:00;25;22;48;17;0;0
2020-09-08 05:00:00;31;22;88;70;0;0
2020-09-08 05:15:00;41;40;137;137;0;0
2020-09-08 05:30:00;53;67;137;156;0;0
2020-09-08 05:45:00;93;113;102;101;0;0
2020-09-08 06:00:00;146;152;114;108;0;0
2020-09-08 06:15:00;110;137;124;137;0;0
2020-09-08 06:30:00;89;118;176;172;5;1
2020-09-08 06:45:00;71;87;149;172;4;0
2020-09-08 07:00:00;67;73;134;152;10;0
2020-09-08 07:15:00;88;100;155;161;13;0
2020-09-08 07:30:00;96;96;152;168;8;0
2020-09-08 07:45:00;92;91;136;129;14;0
2020-09-08 08:00:00;102;101;123;144;2;0
2020-09-08 08:15:00;84;70;112;114;10;2
2020-09-08 08:30:00;97;94;116;123;3;0
2020-09-08 08:45:00;81;78;112;94;11;0
2020-09-08 09:00:00;87;80;84;77;6;0
2020-09-08 09:15:00;87;84;108;87;4;0
2020-09-08 09:30:00;92;83;92;105;15;0
2020-09-08 09:45:00;80;76;87;71;6;0
2020-09-08 10:00:00;87;89;101;93;18;0
2020-09-08 10:15:00;90;104;96;76;9;0
2020-09-08 10:30:00;84;87;80;82;3;11
2020-09-08 10:45:00;98;104;103;79;2;0
2020-09-08 11:00:00;100;111;91;81;6;0
2020-09-08 11:15:00;87;83;99;81;11;0
2020-09-08 11:30:00;85;98;88;67;30;3
2020-09-08 11:45:00;95;109;102;73;12;0
2020-09-08 12:00:00;88;97;99;79;5;0
2020-09-08 12:15:00;102;113;96;97;7;0
2020-09-08 12:30:00;104;116;109;82;7;2
2020-09-08 12:45:00;104;113;99;94;12;0
2020-09-08 13:00:00;94;93;112;105;36;1
2020-09-08 13:15:00;87;117;134;123;9;0
2020-09-08 13:30:00;123;138;152;132;10;1
2020-09-08 13:45:00;89;120;123;132;13;0
2020-09-08 14:00:00;154;188;112;106;20;0
2020-09-08 14:15:00;165;223;94;66;10;0
2020-09-08 14:30:00;186;250;95;119;11;0
2020-09-08 14:45:00;185;241;106;89;3;0
2020-09-08 15:00:00;177;218;90;79;31;0
2020-09-08 15:15:00;135;173;88;86;6;0
2020-09-08 15:30:00;51;55;116;97;16;2
2020-09-08 15:45:00;49;47;91;89;45;0
2020-09-08 16:00:00;62;42;93;72;0;0
2020-09-08 16:15:00;96;108;96;80;8;0
2020-09-08 16:30:00;196;231;107;116;15;0
2020-09-08 16:45:00;155;181;120;92;53;16
2020-09-08 17:00:00;142;174;132;122;33;0
2020-09-08 17:15:00;131;166;119;97;34;0
2020-09-08 17:30:00;118;151;90;75;14;0
2020-09-08 17:45:00;136;173;127;103;24;0
2020-09-08 18:00:00;107;122;92;84;5;0
2020-09-08 18:15:00;125;128;81;87;42;0
2020-09-08 18:30:00;88;107;87;69;10;0
2020-09-08 18:45:00;104;106;89;76;58;0
2020-09-08 19:00:00;81;69;66;70;46;0
2020-09-08 19:15:00;80;84;87;65;20;35
2020-09-08 19:30:00;66;56;74;59;8;2
2020-09-08 19:45:00;74;84;71;54;20;0
2020-09-08 20:00:00;57;70;60;54;0;0
2020-09-08 20:15:00;59;59;67;49;3;0
2020-09-08 20:30:00;50;48;51;45;3;0
2020-09-08 20:45:00;53;47;65;55;0;0
2020-09-08 21:00:00;46;55;118;94;1;0
2020-09-08 21:15:00;39;39;110;114;1;0
2020-09-08 21:30:00;61;67;82;63;0;0
2020-09-08 21:45:00;93;119;40;28;1;0
2020-09-08 22:00:00;129;146;47;37;3;0
2020-09-08 22:15:00;57;72;37;28;0;0
2020-09-08 22:30:00;44;40;32;18;0;0
2020-09-08 22:45:00;25;24;24;14;0;0
2020-09-08 23:00:00;31;20;20;14;0;0
2020-09-08 23:15:00;15;9;18;12;0;0
2020-09-08 23:30:00;14;10;20;13;0;0
