DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-09-13 00:00:00;0;18;0;0;1;2;20;24;2;2
2020-09-13 00:15:00;0;34;0;2;1;2;25;17;5;3
2020-09-13 00:30:00;0;24;3;1;0;2;26;19;1;1
2020-09-13 00:45:00;0;28;1;1;5;2;28;30;4;3
2020-09-13 01:00:00;0;30;0;0;1;3;23;11;2;2
2020-09-13 01:15:00;0;11;0;2;0;3;23;18;3;1
2020-09-13 01:30:00;0;18;0;0;2;1;19;18;0;0
2020-09-13 01:45:00;0;15;4;2;3;2;16;13;2;0
2020-09-13 02:00:00;0;16;0;1;0;3;17;13;0;0
2020-09-13 02:15:00;0;16;0;0;0;3;21;13;1;2
2020-09-13 02:30:00;0;19;0;1;2;0;14;8;0;0
2020-09-13 02:45:00;0;22;1;1;0;0;11;10;1;0
2020-09-13 03:00:00;0;16;0;1;1;0;7;6;2;1
2020-09-13 03:15:00;0;12;0;0;0;0;13;5;1;1
2020-09-13 03:30:00;0;4;0;2;2;0;14;3;0;0
2020-09-13 03:45:00;0;11;0;0;0;0;11;4;0;0
2020-09-13 04:00:00;0;9;0;0;0;1;11;7;0;0
2020-09-13 04:15:00;0;11;0;0;0;1;3;3;1;0
2020-09-13 04:30:00;0;7;0;0;0;1;6;7;1;2
2020-09-13 04:45:00;0;11;0;0;0;2;8;9;2;2
2020-09-13 05:00:00;0;7;0;1;1;2;6;7;2;2
2020-09-13 05:15:00;0;13;0;1;0;6;14;10;0;0
2020-09-13 05:30:00;0;15;0;0;3;5;10;10;1;0
2020-09-13 05:45:00;0;14;0;0;2;5;12;9;1;1
2020-09-13 06:00:00;0;6;5;7;6;3;9;8;0;0
2020-09-13 06:15:00;0;20;2;1;2;0;11;16;0;0
2020-09-13 06:30:00;0;18;0;0;0;4;9;11;1;1
2020-09-13 06:45:00;0;11;0;3;1;2;13;9;3;0
2020-09-13 07:00:00;0;15;2;1;1;0;10;9;1;0
2020-09-13 07:15:00;0;18;0;0;0;2;13;6;0;1
2020-09-13 07:30:00;0;16;1;2;1;3;12;15;3;2
2020-09-13 07:45:00;0;14;0;0;0;2;14;11;0;0
2020-09-13 08:00:00;0;19;0;2;2;1;18;11;1;1
2020-09-13 08:15:00;0;21;1;2;0;5;16;22;0;0
2020-09-13 08:30:00;0;21;0;1;0;4;18;24;0;0
2020-09-13 08:45:00;0;35;1;2;1;8;39;30;3;1
2020-09-13 09:00:00;0;40;0;0;1;6;30;35;2;1
2020-09-13 09:15:00;0;50;0;2;2;4;32;29;4;1
2020-09-13 09:30:00;0;38;0;0;2;9;42;39;2;1
2020-09-13 09:45:00;0;58;2;3;2;15;48;51;9;0
2020-09-13 10:00:00;0;67;1;4;5;17;53;42;1;1
2020-09-13 10:15:00;0;59;0;2;1;4;46;53;4;1
2020-09-13 10:30:00;0;57;1;0;1;10;42;48;7;1
2020-09-13 10:45:00;0;73;1;7;2;4;57;60;5;2
2020-09-13 11:00:00;0;76;1;3;3;13;56;59;2;0
2020-09-13 11:15:00;0;94;3;3;2;10;66;54;6;3
2020-09-13 11:30:00;0;72;3;5;6;17;63;62;8;4
2020-09-13 11:45:00;0;83;6;4;7;13;68;69;5;7
2020-09-13 12:00:00;0;83;4;6;7;11;63;51;3;1
2020-09-13 12:15:00;0;65;0;2;7;9;69;60;11;1
2020-09-13 12:30:00;0;65;2;6;5;8;48;44;3;0
2020-09-13 12:45:00;0;93;1;2;3;7;74;83;20;10
2020-09-13 13:00:00;0;63;4;6;5;21;78;79;11;5
2020-09-13 13:15:00;0;78;3;5;7;30;58;66;7;1
2020-09-13 13:30:00;0;88;6;3;9;25;64;75;5;3
2020-09-13 13:45:00;0;83;4;9;4;14;59;95;7;3
2020-09-13 14:00:00;0;66;7;10;10;20;59;76;7;2
