DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-05-24 00:00:00;25;12;1;8;12;16;28;9;18;0;0;0
2020-05-24 00:15:00;31;11;3;10;12;20;29;14;21;0;0;0
2020-05-24 00:30:00;21;10;4;7;13;17;22;14;21;0;1;0
2020-05-24 00:45:00;16;4;2;7;7;11;16;9;10;0;0;1
2020-05-24 01:00:00;19;7;0;2;8;9;18;8;8;1;0;0
2020-05-24 01:15:00;21;8;4;6;8;13;22;13;16;0;0;0
2020-05-24 01:30:00;11;3;4;1;2;11;10;16;16;4;0;1
2020-05-24 01:45:00;28;10;1;2;9;11;28;11;11;2;0;0
2020-05-24 02:00:00;14;6;1;2;2;9;13;6;10;0;0;0
2020-05-24 02:15:00;9;4;1;0;0;11;9;7;14;1;0;0
2020-05-24 02:30:00;10;5;0;1;0;4;10;3;5;0;0;0
2020-05-24 02:45:00;11;5;1;1;0;9;10;3;10;0;0;0
2020-05-24 03:00:00;6;2;2;1;6;7;8;8;8;0;0;0
2020-05-24 03:15:00;6;2;0;0;2;2;6;2;3;0;0;0
2020-05-24 03:30:00;9;3;0;0;3;2;11;3;3;0;0;0
2020-05-24 03:45:00;3;2;0;0;1;1;3;0;0;0;0;1
2020-05-24 04:00:00;5;2;0;1;1;2;5;0;1;0;0;0
2020-05-24 04:15:00;3;3;1;2;0;2;4;0;2;0;0;0
2020-05-24 04:30:00;6;2;0;1;2;2;6;2;3;0;0;0
2020-05-24 04:45:00;4;2;0;0;2;4;6;1;3;0;0;0
2020-05-24 05:00:00;12;7;0;3;1;1;11;3;2;0;0;0
2020-05-24 05:15:00;9;5;1;0;2;7;9;3;9;0;0;0
2020-05-24 05:30:00;16;8;0;1;15;20;13;10;20;0;0;2
2020-05-24 05:45:00;15;5;2;3;5;11;14;6;19;0;0;3
2020-05-24 06:00:00;21;10;1;2;2;3;20;10;3;0;1;0
2020-05-24 06:15:00;9;2;2;4;5;4;9;10;10;0;0;1
2020-05-24 06:30:00;22;7;3;3;7;11;19;9;12;0;0;0
2020-05-24 06:45:00;27;9;1;4;10;12;26;13;12;1;0;0
2020-05-24 07:00:00;14;5;3;3;8;13;15;9;13;0;0;0
2020-05-24 07:15:00;25;9;7;3;11;12;22;13;16;0;0;0
2020-05-24 07:30:00;21;4;4;3;14;24;18;15;24;1;0;1
2020-05-24 07:45:00;29;10;0;1;9;23;31;7;21;1;1;6
2020-05-24 08:00:00;32;13;6;7;11;18;32;14;17;0;0;2
