DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-10-02 00:00:00;0;9;0;0;1;1;21;8;1;0
2020-10-02 00:15:00;0;9;1;1;0;0;11;9;2;1
2020-10-02 00:30:00;0;14;0;1;1;1;12;12;0;0
2020-10-02 00:45:00;0;9;0;0;0;3;14;8;0;0
2020-10-02 01:00:00;0;10;0;0;2;2;7;6;0;0
2020-10-02 01:15:00;0;9;0;0;1;0;9;7;1;1
2020-10-02 01:30:00;0;11;1;0;1;0;8;2;0;0
2020-10-02 01:45:00;0;9;0;0;0;0;11;10;0;0
2020-10-02 02:00:00;0;9;0;2;1;1;9;5;0;0
2020-10-02 02:15:00;0;9;0;0;2;1;4;4;0;0
2020-10-02 02:30:00;0;10;0;3;0;0;8;4;0;0
2020-10-02 02:45:00;0;8;1;0;0;0;4;2;0;0
2020-10-02 03:00:00;0;4;0;0;0;0;7;4;1;0
2020-10-02 03:15:00;0;6;0;1;0;2;8;2;0;0
2020-10-02 03:30:00;0;4;0;0;0;1;6;1;0;0
2020-10-02 03:45:00;0;10;1;1;0;2;8;0;0;0
2020-10-02 04:00:00;0;4;0;0;0;2;8;2;0;0
2020-10-02 04:15:00;0;10;0;0;0;2;6;3;0;0
2020-10-02 04:30:00;0;14;0;1;0;6;6;7;2;1
2020-10-02 04:45:00;0;23;0;1;1;15;46;13;0;0
2020-10-02 05:00:00;0;30;0;3;1;54;45;36;3;2
2020-10-02 05:15:00;0;42;0;2;1;117;70;73;7;11
2020-10-02 05:30:00;0;68;8;8;13;171;64;116;6;10
2020-10-02 05:45:00;0;98;29;58;55;136;53;93;15;24
2020-10-02 06:00:00;0;142;24;62;58;104;62;93;8;8
2020-10-02 06:15:00;0;133;10;24;25;139;60;107;19;16
2020-10-02 06:30:00;0;122;4;15;14;170;67;139;17;30
2020-10-02 06:45:00;0;104;2;16;12;168;64;170;23;36
2020-10-02 07:00:00;0;95;8;15;6;162;73;137;24;24
2020-10-02 07:15:00;0;112;7;15;14;115;87;172;12;18
2020-10-02 07:30:00;0;104;7;14;5;142;87;193;18;16
2020-10-02 07:45:00;0;138;9;17;9;155;93;173;26;25
2020-10-02 08:00:00;0;135;5;17;6;120;74;144;16;16
2020-10-02 08:15:00;0;96;7;16;9;113;81;162;5;7
