DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2019-09-19 00:00:00;19;17;16;7;1;1;0
2019-09-19 00:15:00;11;13;19;16;0;2;0
2019-09-19 00:30:00;7;9;17;13;4;3;0
2019-09-19 00:45:00;4;5;17;7;0;2;0
2019-09-19 01:00:00;5;8;6;6;1;3;0
2019-09-19 01:15:00;7;2;17;8;0;3;0
2019-09-19 01:30:00;3;4;12;11;0;2;0
2019-09-19 01:45:00;6;2;8;3;0;1;0
2019-09-19 02:00:00;6;5;4;2;0;0;0
2019-09-19 02:15:00;9;6;6;1;0;0;0
2019-09-19 02:30:00;5;2;6;3;0;0;0
2019-09-19 02:45:00;6;5;7;4;1;0;0
2019-09-19 03:00:00;3;2;9;2;1;0;0
2019-09-19 03:15:00;10;8;7;2;0;0;0
2019-09-19 03:30:00;8;5;9;4;0;1;0
2019-09-19 03:45:00;9;3;10;3;0;0;0
2019-09-19 04:00:00;7;6;8;4;0;0;0
2019-09-19 04:15:00;20;14;17;5;0;2;0
2019-09-19 04:30:00;14;14;23;8;1;2;0
2019-09-19 04:45:00;22;16;50;14;1;4;0
2019-09-19 05:00:00;30;34;111;51;11;12;0
2019-09-19 05:15:00;38;54;232;95;7;17;0
2019-09-19 05:30:00;51;79;232;141;12;13;1
2019-09-19 05:45:00;129;166;194;115;18;19;2
2019-09-19 06:00:00;172;209;196;125;13;19;0
2019-09-19 06:15:00;90;131;229;167;7;35;0
2019-09-19 06:30:00;71;123;248;197;28;50;0
2019-09-19 06:45:00;77;122;238;223;22;38;3
2019-09-19 07:00:00;74;105;237;202;30;52;0
2019-09-19 07:15:00;87;119;246;200;39;59;0
2019-09-19 07:30:00;95;143;227;231;51;81;0
2019-09-19 07:45:00;86;134;236;251;54;58;2
2019-09-19 08:00:00;90;130;224;222;54;62;3
2019-09-19 08:15:00;87;135;246;174;25;55;0
2019-09-19 08:30:00;93;132;238;183;82;41;0
2019-09-19 08:45:00;65;110;182;135;23;18;5
2019-09-19 09:00:00;84;102;137;119;35;25;0
2019-09-19 09:15:00;63;98;144;138;18;18;0
2019-09-19 09:30:00;87;130;139;134;23;22;0
2019-09-19 09:45:00;72;115;139;145;22;25;0
2019-09-19 10:00:00;88;124;130;138;18;23;0
2019-09-19 10:15:00;85;125;128;98;19;18;0
2019-09-19 10:30:00;75;125;121;119;11;30;0
2019-09-19 10:45:00;79;119;109;122;24;18;0
2019-09-19 11:00:00;94;136;111;106;24;25;0
2019-09-19 11:15:00;96;126;120;121;16;17;0
2019-09-19 11:30:00;103;144;107;92;22;33;0
2019-09-19 11:45:00;119;166;129;127;15;16;0
2019-09-19 12:00:00;107;140;118;121;13;29;0
2019-09-19 12:15:00;94;137;108;104;20;30;0
2019-09-19 12:30:00;114;175;128;100;25;24;0
2019-09-19 12:45:00;109;185;152;105;20;23;3
2019-09-19 13:00:00;117;173;166;131;11;33;0
2019-09-19 13:15:00;110;172;231;151;19;32;0
2019-09-19 13:30:00;91;167;222;163;41;34;0
2019-09-19 13:45:00;112;181;206;157;110;30;0
2019-09-19 14:00:00;157;220;176;128;35;27;0
2019-09-19 14:15:00;202;262;121;99;24;24;0
2019-09-19 14:30:00;199;297;116;131;15;28;0
2019-09-19 14:45:00;182;275;126;137;21;37;2
2019-09-19 15:00:00;168;227;136;124;29;32;0
2019-09-19 15:15:00;203;280;114;112;12;32;0
2019-09-19 15:30:00;209;280;128;142;23;23;0
2019-09-19 15:45:00;195;273;134;149;24;24;0
2019-09-19 16:00:00;203;264;114;123;28;41;5
2019-09-19 16:15:00;218;263;141;141;27;27;1
2019-09-19 16:30:00;192;251;126;135;18;30;0
2019-09-19 16:45:00;212;262;128;137;24;30;0
2019-09-19 17:00:00;183;252;140;162;33;28;0
2019-09-19 17:15:00;197;239;148;160;29;39;0
2019-09-19 17:30:00;180;257;132;158;24;30;0
2019-09-19 17:45:00;156;220;152;132;25;26;0
2019-09-19 18:00:00;148;234;144;144;17;32;0
2019-09-19 18:15:00;157;200;134;141;25;35;2
2019-09-19 18:30:00;131;193;112;117;20;22;0
2019-09-19 18:45:00;127;174;129;138;11;15;0
2019-09-19 19:00:00;112;172;98;102;16;26;0
2019-09-19 19:15:00;99;147;104;112;13;22;0
2019-09-19 19:30:00;85;99;87;86;8;22;0
2019-09-19 19:45:00;78;120;72;75;4;24;0
2019-09-19 20:00:00;90;111;86;77;9;15;0
2019-09-19 20:15:00;61;91;90;69;10;15;0
2019-09-19 20:30:00;62;80;70;60;4;8;0
2019-09-19 20:45:00;56;80;117;69;5;10;0
2019-09-19 21:00:00;45;78;157;76;4;14;0
2019-09-19 21:15:00;52;79;232;102;4;13;0
2019-09-19 21:30:00;55;70;121;58;3;12;0
2019-09-19 21:45:00;124;153;76;65;8;8;0
2019-09-19 22:00:00;162;207;49;28;0;7;0
2019-09-19 22:15:00;125;147;59;35;1;4;0
2019-09-19 22:30:00;49;58;34;18;0;7;0
2019-09-19 22:45:00;39;42;44;31;4;5;0
2019-09-19 23:00:00;25;27;26;20;1;4;0
2019-09-19 23:15:00;22;34;23;13;2;2;0
2019-09-19 23:30:00;14;18;16;10;0;0;0
2019-09-19 23:45:00;12;16;18;19;3;6;0
