DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2020-04-09 00:00:00;0;0;0;0;0;0;0;0
2020-04-09 00:15:00;0;1;1;1;0;0;0;0
2020-04-09 00:30:00;1;1;0;0;0;0;0;0
2020-04-09 00:45:00;0;0;0;0;0;0;0;0
2020-04-09 01:00:00;0;0;0;0;0;0;0;0
2020-04-09 01:15:00;0;0;1;1;0;0;0;0
2020-04-09 01:30:00;0;0;0;0;0;0;0;0
2020-04-09 01:45:00;0;0;0;0;0;0;0;0
2020-04-09 02:00:00;0;0;0;0;0;0;0;0
2020-04-09 02:15:00;0;0;0;0;0;0;0;0
2020-04-09 02:30:00;0;0;0;0;0;0;0;0
2020-04-09 02:45:00;0;0;0;0;0;0;0;0
2020-04-09 03:00:00;0;0;0;0;0;0;0;0
2020-04-09 03:15:00;0;0;0;0;0;0;0;0
2020-04-09 03:30:00;0;0;0;0;0;0;0;0
2020-04-09 03:45:00;0;0;0;0;0;0;0;0
2020-04-09 04:00:00;0;0;0;0;0;0;0;0
2020-04-09 04:15:00;0;0;0;0;0;0;0;0
2020-04-09 04:30:00;0;0;0;0;0;0;0;0
2020-04-09 04:45:00;0;0;1;0;0;0;0;0
2020-04-09 05:00:00;0;0;0;0;0;0;0;0
2020-04-09 05:15:00;0;0;4;1;0;0;0;0
2020-04-09 05:30:00;0;3;6;8;0;0;0;0
2020-04-09 05:45:00;0;1;7;0;0;0;0;0
2020-04-09 06:00:00;0;4;7;3;2;0;0;0
2020-04-09 06:15:00;1;6;8;1;0;0;0;0
2020-04-09 06:30:00;0;6;14;4;1;0;0;0
2020-04-09 06:45:00;1;3;5;0;0;0;0;0
2020-04-09 07:00:00;1;4;10;1;0;0;0;0
2020-04-09 07:15:00;1;1;17;8;3;0;0;0
2020-04-09 07:30:00;1;4;14;2;7;0;0;0
2020-04-09 07:45:00;1;5;9;1;3;0;0;0
2020-04-09 08:00:00;1;7;9;1;1;0;0;0
2020-04-09 08:15:00;0;9;5;0;260;0;0;0
2020-04-09 08:30:00;0;4;5;0;4;0;0;0
2020-04-09 08:45:00;2;6;6;2;3;0;0;0
2020-04-09 09:00:00;0;8;5;5;1;0;0;0
2020-04-09 09:15:00;1;6;5;0;6;0;0;0
2020-04-09 09:30:00;2;10;6;1;1;0;0;0
2020-04-09 09:45:00;2;11;14;0;4;0;0;0
2020-04-09 10:00:00;0;9;4;3;0;0;0;0
2020-04-09 10:15:00;2;12;7;4;2;0;0;0
2020-04-09 10:30:00;0;12;5;0;0;0;0;1
2020-04-09 10:45:00;0;12;6;1;1;0;0;0
2020-04-09 11:00:00;1;10;10;1;7;0;0;0
2020-04-09 11:15:00;2;15;7;5;6;0;0;0
2020-04-09 11:30:00;3;11;5;3;5;0;0;0
2020-04-09 11:45:00;3;21;11;1;3;0;0;0
2020-04-09 12:00:00;4;11;5;2;3;0;0;0
2020-04-09 12:15:00;0;14;5;2;3;0;0;0
2020-04-09 12:30:00;1;16;6;1;1;0;0;0
2020-04-09 12:45:00;1;6;4;1;3;0;0;0
2020-04-09 13:00:00;2;7;4;4;3;0;0;0
