DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-02-17 00:00:00;5;5;0;0;10;4;0;0;0;0;5;5;4;12;4;0;0
2020-02-17 00:15:00;9;7;0;0;14;2;1;1;0;0;8;7;2;17;3;0;0
2020-02-17 00:30:00;8;4;0;0;14;4;0;0;0;1;8;5;3;16;3;0;0
2020-02-17 00:45:00;10;2;0;0;9;6;1;1;1;0;10;2;6;16;6;0;0
2020-02-17 01:00:00;5;2;0;0;7;2;0;0;0;0;4;2;1;8;1;0;0
2020-02-17 01:15:00;7;3;0;0;9;1;1;1;1;0;6;3;1;10;1;0;0
2020-02-17 01:30:00;8;1;0;0;5;1;0;0;0;0;8;1;1;6;1;0;0
2020-02-17 01:45:00;9;2;0;0;8;0;2;2;3;0;8;2;0;8;0;0;0
2020-02-17 02:00:00;6;3;0;0;3;1;0;0;0;0;6;3;1;4;1;0;0
2020-02-17 02:15:00;7;2;0;0;6;2;0;0;0;0;7;2;2;8;3;0;0
2020-02-17 02:30:00;9;2;0;0;4;2;4;4;0;0;9;2;2;5;2;0;0
2020-02-17 02:45:00;10;5;1;1;9;2;1;1;2;0;10;3;2;11;2;0;0
2020-02-17 03:00:00;4;1;0;0;8;2;1;1;0;0;4;1;1;8;1;0;0
2020-02-17 03:15:00;4;0;0;0;11;1;0;0;0;0;3;1;1;11;1;0;0
2020-02-17 03:30:00;13;4;1;0;6;1;0;0;0;0;12;4;1;7;1;0;0
2020-02-17 03:45:00;10;1;1;0;3;1;0;0;0;0;10;1;2;5;1;0;0
2020-02-17 04:00:00;11;4;0;0;5;5;0;0;0;1;10;4;3;11;3;0;0
2020-02-17 04:15:00;21;5;0;2;17;3;0;0;0;0;17;5;3;18;3;0;0
2020-02-17 04:30:00;29;8;0;1;16;5;3;3;3;2;27;9;7;19;6;0;0
2020-02-17 04:45:00;25;6;0;0;27;9;2;2;3;0;22;7;9;32;9;0;0
2020-02-17 05:00:00;23;17;3;1;37;14;4;4;2;0;20;17;13;52;14;0;0
2020-02-17 05:15:00;40;17;1;0;41;25;2;2;1;2;37;18;17;57;18;0;0
2020-02-17 05:30:00;57;29;1;0;58;27;4;4;2;3;54;30;30;79;30;0;0
2020-02-17 05:45:00;89;58;2;1;68;44;3;3;2;5;83;60;43;97;43;0;0
2020-02-17 06:00:00;63;44;4;2;82;38;2;2;3;8;57;45;41;114;42;0;0
2020-02-17 06:15:00;98;79;2;1;91;53;5;6;5;2;86;83;49;130;48;0;0
2020-02-17 06:30:00;114;109;2;0;96;65;7;11;1;3;94;109;69;142;67;0;24
2020-02-17 06:45:00;147;185;4;4;100;66;8;9;5;5;126;189;67;150;66;0;2
2020-02-17 07:00:00;120;148;1;1;139;101;15;15;11;2;104;144;99;206;101;0;2
2020-02-17 07:15:00;162;186;0;2;127;83;11;11;5;0;150;194;79;181;80;0;1
2020-02-17 07:30:00;141;251;2;1;132;76;11;12;5;7;64;310;75;192;74;0;1
2020-02-17 07:45:00;197;296;1;1;134;74;13;13;8;2;175;298;65;189;65;0;5
2020-02-17 08:00:00;150;232;2;1;95;52;10;11;3;1;138;233;52;131;49;0;0
2020-02-17 08:15:00;173;254;3;3;99;68;8;8;9;8;153;264;65;151;64;1;0
2020-02-17 08:30:00;119;179;0;0;92;74;15;14;13;4;111;181;69;153;64;1;2
2020-02-17 08:45:00;134;189;1;2;84;77;14;15;11;7;118;192;69;144;70;2;1
2020-02-17 09:00:00;109;136;2;0;100;70;11;12;7;2;97;137;68;151;67;0;0
2020-02-17 09:15:00;116;150;1;1;109;71;12;15;6;2;102;158;72;164;73;0;0
2020-02-17 09:30:00;135;127;2;1;106;64;15;14;13;3;122;132;60;154;63;0;1
2020-02-17 09:45:00;105;155;3;2;103;88;14;14;4;5;77;169;94;161;96;0;9
2020-02-17 10:00:00;111;124;3;0;104;77;11;10;5;2;106;123;82;162;84;0;0
2020-02-17 10:15:00;111;105;3;3;116;97;9;9;7;4;102;115;97;190;99;0;0
2020-02-17 10:30:00;108;111;3;1;129;88;18;18;6;3;94;115;88;195;89;14;0
2020-02-17 10:45:00;113;115;2;2;107;86;13;13;5;1;98;116;77;180;84;3;1
2020-02-17 11:00:00;92;113;4;1;123;74;14;15;10;5;88;116;77;175;76;0;0
2020-02-17 11:15:00;99;110;3;0;113;84;14;15;11;3;89;117;84;179;83;0;0
2020-02-17 11:30:00;96;86;5;0;140;72;12;11;8;2;92;91;71;188;72;1;1
2020-02-17 11:45:00;119;122;2;0;116;76;17;18;11;5;101;132;88;181;88;0;2
2020-02-17 12:00:00;93;129;2;1;131;84;21;21;16;1;86;139;85;195;84;0;0
2020-02-17 12:15:00;119;118;2;0;142;98;18;18;10;2;110;120;95;208;96;0;3
2020-02-17 12:30:00;122;135;1;1;154;105;13;14;9;4;111;137;104;227;102;5;0
2020-02-17 12:45:00;119;113;1;0;130;91;17;17;10;3;108;117;93;196;89;0;0
2020-02-17 13:00:00;105;113;5;0;139;95;28;27;12;2;93;120;103;212;103;0;0
2020-02-17 13:15:00;113;121;2;2;155;96;16;17;10;3;105;124;103;218;101;0;0
2020-02-17 13:30:00;112;131;0;0;148;90;15;15;7;0;95;132;95;210;91;0;0
2020-02-17 13:45:00;122;116;2;1;145;106;18;19;8;2;99;116;106;219;107;12;3
2020-02-17 14:00:00;109;117;3;2;139;103;24;26;6;3;91;114;109;215;109;1;0
2020-02-17 14:15:00;135;132;0;2;153;107;27;27;8;3;129;133;111;236;110;3;2
2020-02-17 14:30:00;120;114;2;0;147;81;14;14;6;2;107;113;81;209;79;0;0
2020-02-17 14:45:00;122;115;0;1;145;91;19;21;16;3;106;128;93;208;93;0;0
2020-02-17 15:00:00;129;112;6;2;151;94;19;19;7;2;119;114;100;224;104;0;6
2020-02-17 15:15:00;118;143;0;2;167;128;14;14;12;3;115;152;136;263;139;0;2
2020-02-17 15:30:00;137;139;9;0;172;120;23;23;12;1;123;141;125;251;126;0;0
2020-02-17 15:45:00;146;133;1;0;194;140;24;24;16;2;143;139;139;295;142;0;0
2020-02-17 16:00:00;143;117;1;0;206;153;40;40;24;1;137;122;155;312;154;0;0
2020-02-17 16:15:00;138;129;2;0;214;162;24;25;10;3;127;133;175;326;174;0;1
2020-02-17 16:30:00;138;138;2;0;220;152;43;43;26;1;132;142;162;306;162;0;3
2020-02-17 16:45:00;169;155;1;0;209;146;34;34;17;1;158;159;162;290;165;91;6
2020-02-17 17:00:00;126;116;1;0;231;150;38;38;23;0;122;114;159;311;160;0;0
2020-02-17 17:15:00;138;159;3;0;234;162;39;40;25;1;145;158;160;334;161;4;0
2020-02-17 17:30:00;118;120;2;0;203;132;30;30;16;1;113;122;136;283;135;0;0
2020-02-17 17:45:00;133;105;0;0;200;142;16;16;9;2;120;110;146;287;149;0;1
2020-02-17 18:00:00;112;98;0;0;199;108;25;25;14;7;111;98;113;267;115;1;0
2020-02-17 18:15:00;87;101;1;0;177;85;12;11;5;1;75;111;88;235;88;3;5
2020-02-17 18:30:00;87;69;1;0;140;89;12;12;4;4;80;71;98;208;98;0;1
2020-02-17 18:45:00;68;62;0;0;140;77;4;4;2;2;65;65;76;196;76;0;2
2020-02-17 19:00:00;56;46;0;0;121;64;5;5;0;1;48;48;64;170;64;0;0
2020-02-17 19:15:00;67;64;0;1;78;47;15;16;7;2;58;68;50;119;50;0;0
2020-02-17 19:30:00;58;70;0;0;86;49;6;6;2;0;51;73;50;124;50;67;0
2020-02-17 19:45:00;47;31;0;1;97;42;2;2;0;1;43;33;39;134;40;1;0
2020-02-17 20:00:00;40;36;0;1;86;36;4;4;1;2;39;35;40;117;39;0;0
2020-02-17 20:15:00;47;31;0;0;69;23;6;6;2;2;43;35;26;90;26;0;0
2020-02-17 20:30:00;57;29;0;0;60;20;6;6;0;0;52;31;18;75;18;0;0
2020-02-17 20:45:00;31;18;0;0;46;17;1;1;1;1;28;19;16;60;17;0;0
2020-02-17 21:00:00;48;24;0;0;43;12;7;7;4;0;47;26;13;55;15;0;0
2020-02-17 21:15:00;36;17;0;0;39;18;3;3;1;1;31;18;18;55;18;0;0
2020-02-17 21:30:00;30;23;0;0;36;16;5;5;2;1;30;22;18;53;18;0;0
2020-02-17 21:45:00;29;20;0;0;26;15;4;4;2;0;27;21;15;41;15;0;0
2020-02-17 22:00:00;33;17;0;0;32;14;9;9;2;0;33;17;15;45;16;0;0
2020-02-17 22:15:00;37;27;0;0;32;13;1;1;0;2;33;29;9;42;8;0;0
2020-02-17 22:30:00;28;21;0;0;34;13;1;1;1;0;27;22;14;47;13;0;0
2020-02-17 22:45:00;19;11;0;0;23;8;0;0;0;1;18;12;7;31;7;0;0
2020-02-17 23:00:00;12;4;0;0;22;10;2;2;2;1;12;3;10;29;10;0;0
2020-02-17 23:15:00;20;6;0;0;17;5;1;1;1;1;18;10;5;22;6;0;0
2020-02-17 23:30:00;18;8;0;0;23;7;0;0;0;0;14;10;6;28;6;0;0
2020-02-17 23:45:00;17;4;0;0;7;5;4;3;3;0;17;6;6;11;5;0;0
