DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-08-17 00:00:00;0;0;6;2;2;11;0;0;0;0;0;0;0;0
2020-08-17 00:15:00;1;0;5;0;1;11;0;0;0;0;0;0;0;0
2020-08-17 00:30:00;0;0;2;0;0;8;0;0;0;0;0;0;0;0
2020-08-17 00:45:00;0;0;8;0;0;13;0;0;0;0;0;0;0;0
2020-08-17 01:00:00;0;0;3;0;1;6;0;0;0;0;0;0;0;0
2020-08-17 01:15:00;0;0;1;0;0;3;0;0;0;0;0;0;0;0
2020-08-17 01:30:00;0;0;2;0;2;7;0;0;0;0;0;0;0;0
2020-08-17 01:45:00;0;0;2;0;0;5;0;0;0;0;0;0;0;0
2020-08-17 02:00:00;0;0;1;0;0;2;0;0;0;0;0;0;0;0
2020-08-17 02:15:00;0;0;5;0;0;4;0;0;0;0;0;0;0;0
2020-08-17 02:30:00;1;0;5;0;0;4;0;0;0;0;0;0;0;0
2020-08-17 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-17 03:00:00;1;0;1;0;0;2;0;0;0;0;0;0;0;0
2020-08-17 03:15:00;0;0;5;1;1;4;0;0;0;0;0;0;0;0
2020-08-17 03:30:00;0;0;8;0;0;6;0;0;0;0;0;0;0;0
2020-08-17 03:45:00;0;0;4;0;0;5;0;0;0;0;0;0;0;0
2020-08-17 04:00:00;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-08-17 04:15:00;0;0;6;1;2;8;0;0;0;0;0;0;0;0
2020-08-17 04:30:00;0;0;9;0;0;5;0;0;0;0;0;0;0;0
2020-08-17 04:45:00;0;0;17;0;1;6;0;0;0;0;0;0;0;0
2020-08-17 05:00:00;0;0;29;0;1;12;0;0;0;0;0;0;0;0
2020-08-17 05:15:00;0;0;61;3;3;10;0;0;0;0;0;0;0;0
2020-08-17 05:30:00;0;0;100;2;2;6;0;0;0;0;0;0;0;0
2020-08-17 05:45:00;1;0;107;3;5;21;0;0;0;0;0;0;0;0
2020-08-17 06:00:00;1;0;93;5;6;24;0;0;0;0;0;0;0;0
2020-08-17 06:15:00;1;0;131;4;4;32;0;2;0;0;0;0;0;0
2020-08-17 06:30:00;0;0;167;9;9;28;0;0;0;0;0;0;0;0
2020-08-17 06:45:00;0;0;162;11;14;59;0;1;0;0;0;0;0;0
2020-08-17 07:00:00;1;0;178;10;15;47;0;0;0;0;0;0;0;0
2020-08-17 07:15:00;2;0;167;10;12;63;0;3;0;0;0;0;0;0
2020-08-17 07:30:00;7;0;190;8;11;55;0;1;0;0;0;0;0;0
2020-08-17 07:45:00;3;0;177;21;16;94;0;0;0;0;0;0;0;0
2020-08-17 08:00:00;1;0;155;10;12;66;0;1;0;0;0;0;0;0
2020-08-17 08:15:00;2;0;153;13;14;55;0;0;0;0;0;0;0;0
