DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-11-29 00:00:00;17;11;4;3;10;11;19;10;8;0;0;2
2020-11-29 00:15:00;24;11;0;5;18;15;22;15;13;0;0;0
2020-11-29 00:30:00;30;8;2;2;9;18;31;9;15;0;0;1
2020-11-29 00:45:00;25;12;3;1;9;16;24;11;14;0;0;1
2020-11-29 01:00:00;17;5;3;6;7;15;17;10;12;0;0;1
2020-11-29 01:15:00;15;8;3;5;6;13;16;7;9;0;0;1
2020-11-29 01:30:00;17;10;3;2;7;10;15;10;9;0;0;2
2020-11-29 01:45:00;14;6;2;1;6;17;13;7;13;0;0;0
2020-11-29 02:00:00;11;8;1;4;10;10;13;11;4;0;0;1
2020-11-29 02:15:00;3;3;1;1;2;8;6;2;8;0;0;0
2020-11-29 02:30:00;8;5;1;1;3;6;8;4;6;0;0;0
2020-11-29 02:45:00;12;5;2;1;2;5;11;3;3;0;0;1
2020-11-29 03:00:00;8;3;0;1;2;3;8;2;2;0;0;0
2020-11-29 03:15:00;5;4;0;0;1;5;7;1;4;1;0;2
2020-11-29 03:30:00;4;3;1;1;1;6;4;4;7;2;0;1
2020-11-29 03:45:00;4;2;1;0;4;2;4;3;5;0;0;2
2020-11-29 04:00:00;5;4;1;1;2;2;6;2;1;0;0;0
2020-11-29 04:15:00;3;2;0;0;2;0;3;2;1;0;0;0
2020-11-29 04:30:00;3;2;0;0;3;1;4;0;1;0;0;0
2020-11-29 04:45:00;8;6;0;0;1;4;8;1;4;0;0;0
2020-11-29 05:00:00;7;3;1;0;3;3;7;3;3;0;0;0
2020-11-29 05:15:00;8;3;1;0;6;8;8;4;8;1;0;0
2020-11-29 05:30:00;7;2;1;0;13;19;7;13;20;1;0;1
2020-11-29 05:45:00;11;4;3;3;7;13;11;10;16;1;0;0
2020-11-29 06:00:00;7;3;4;4;6;9;7;7;9;0;0;0
2020-11-29 06:15:00;14;7;1;3;7;7;14;7;5;0;0;0
2020-11-29 06:30:00;15;5;2;3;9;13;14;8;10;1;0;1
2020-11-29 06:45:00;19;6;0;1;4;9;20;4;8;0;0;0
2020-11-29 07:00:00;12;5;1;2;2;9;12;3;7;0;0;0
2020-11-29 07:15:00;9;5;2;4;9;9;9;5;10;0;0;0
2020-11-29 07:30:00;16;7;2;1;14;16;16;10;16;0;0;0
2020-11-29 07:45:00;20;7;5;2;16;16;22;15;17;1;0;1
2020-11-29 08:00:00;17;8;2;5;10;17;17;7;17;0;0;1
2020-11-29 08:15:00;28;13;2;2;12;16;29;8;16;1;0;0
2020-11-29 08:30:00;35;14;5;4;19;24;37;24;20;0;0;1
2020-11-29 08:45:00;44;18;8;2;14;23;44;23;26;0;0;3
