DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-12-04 00:00:00;3;12;0;2;9;0;0;1;0;0;0;0;0;0
2020-12-04 00:15:00;9;3;0;4;10;1;0;2;2;0;0;0;0;0
2020-12-04 00:30:00;10;9;0;8;8;0;0;0;1;0;0;0;0;0
2020-12-04 00:45:00;11;12;0;7;6;0;0;0;0;0;0;0;0;0
2020-12-04 01:00:00;4;6;0;4;9;2;0;0;0;0;0;0;0;0
2020-12-04 01:15:00;2;4;0;3;7;1;0;0;0;0;0;0;0;0
2020-12-04 01:30:00;3;9;0;5;10;1;1;0;1;0;0;0;0;0
2020-12-04 01:45:00;4;6;0;4;5;1;0;0;1;0;0;0;0;0
2020-12-04 02:00:00;3;2;0;3;5;0;0;0;0;0;0;0;0;0
2020-12-04 02:15:00;3;5;0;4;3;0;0;0;0;0;0;0;0;0
2020-12-04 02:30:00;5;2;0;4;3;1;0;0;0;0;0;0;0;0
2020-12-04 02:45:00;0;3;0;2;9;0;0;0;0;0;0;0;0;0
2020-12-04 03:00:00;5;0;0;3;4;1;0;0;0;0;0;0;0;0
2020-12-04 03:15:00;4;5;0;3;1;0;1;1;0;0;0;0;0;0
2020-12-04 03:30:00;2;7;0;3;7;1;0;0;0;0;0;0;0;0
2020-12-04 03:45:00;6;6;0;4;9;0;0;0;0;0;0;0;0;0
2020-12-04 04:00:00;13;10;0;5;10;0;0;0;0;0;0;0;0;0
2020-12-04 04:15:00;8;11;0;5;12;1;1;2;0;0;0;0;0;0
2020-12-04 04:30:00;14;14;0;2;15;1;0;2;1;0;0;0;0;0
2020-12-04 04:45:00;24;31;0;18;19;2;0;1;0;0;0;0;0;0
2020-12-04 05:00:00;57;63;0;14;38;0;0;2;1;0;1;0;0;0
2020-12-04 05:15:00;131;160;0;28;53;9;1;3;0;0;0;0;0;0
2020-12-04 05:30:00;100;136;0;30;63;4;2;3;0;1;1;0;0;0
2020-12-04 05:45:00;85;115;0;67;89;12;0;2;3;0;0;0;0;0
2020-12-04 06:00:00;59;86;0;62;109;7;0;0;2;0;0;0;0;0
2020-12-04 06:15:00;98;128;0;70;123;17;2;8;1;0;0;0;0;0
2020-12-04 06:30:00;128;169;0;67;110;38;3;10;1;3;0;0;0;0
2020-12-04 06:45:00;123;182;0;61;99;38;5;17;7;3;0;0;0;0
2020-12-04 07:00:00;126;166;1;68;100;49;5;15;2;2;1;0;0;0
2020-12-04 07:15:00;140;181;0;101;110;95;14;30;8;15;0;0;3;0
2020-12-04 07:30:00;151;153;1;155;114;101;40;50;13;19;0;9;5;0
2020-12-04 07:45:00;154;164;0;107;108;83;63;68;28;30;2;1;12;0
2020-12-04 08:00:00;145;174;1;96;94;67;13;25;15;13;4;0;1;0
2020-12-04 08:15:00;111;163;0;81;111;52;14;24;16;3;0;0;1;0
2020-12-04 08:30:00;101;143;0;74;110;48;8;22;16;12;0;0;2;1
2020-12-04 08:45:00;104;140;1;91;94;50;9;22;13;9;0;0;0;0
2020-12-04 09:00:00;86;139;3;70;99;42;16;28;10;11;2;1;5;0
2020-12-04 09:15:00;110;155;2;83;93;51;12;22;11;1;2;2;0;3
2020-12-04 09:30:00;93;173;2;98;99;52;8;19;10;8;1;1;4;1
2020-12-04 09:45:00;98;152;0;97;120;63;12;26;9;11;0;3;0;0
2020-12-04 10:00:00;86;138;4;78;103;33;7;30;15;3;4;1;0;1
2020-12-04 10:15:00;101;157;1;79;93;48;9;23;10;7;1;0;1;0
2020-12-04 10:30:00;116;153;4;92;100;62;14;33;12;13;0;6;6;0
2020-12-04 10:45:00;100;161;1;97;120;41;10;29;11;8;0;0;7;0
2020-12-04 11:00:00;87;139;2;93;109;62;8;19;14;6;0;0;8;0
2020-12-04 11:15:00;105;160;0;96;127;50;26;29;15;7;3;6;1;0
2020-12-04 11:30:00;94;144;4;89;129;39;14;25;15;5;10;0;0;2
2020-12-04 11:45:00;105;146;0;120;115;43;15;34;12;6;0;25;1;0
2020-12-04 12:00:00;122;155;0;119;147;62;16;37;17;11;1;0;2;0
2020-12-04 12:15:00;119;166;3;126;149;55;19;32;10;4;1;8;1;1
2020-12-04 12:30:00;130;160;2;132;139;68;24;36;14;11;0;1;5;0
2020-12-04 12:45:00;137;158;5;127;120;84;22;41;9;4;1;0;3;2
2020-12-04 13:00:00;164;173;0;128;104;70;51;57;17;2;16;5;22;5
2020-12-04 13:15:00;144;137;4;134;108;81;43;60;23;1;3;3;18;0
2020-12-04 13:30:00;142;152;2;122;100;86;16;32;21;5;3;4;4;0
2020-12-04 13:45:00;168;182;3;90;76;78;32;46;21;2;2;11;15;0
2020-12-04 14:00:00;164;156;3;134;115;94;26;40;16;5;3;8;2;2
2020-12-04 14:15:00;105;135;6;93;77;82;20;37;13;3;1;2;8;0
2020-12-04 14:30:00;112;149;5;122;96;81;11;34;12;11;1;4;8;0
2020-12-04 14:45:00;134;153;2;88;63;44;24;30;9;2;1;3;1;0
2020-12-04 15:00:00;116;165;3;105;87;67;23;37;13;4;1;1;14;1
2020-12-04 15:15:00;137;162;1;94;91;71;13;32;12;1;5;6;2;6
