DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2019-09-06 00:00:00;13;0;0;0;0;10;0;10;0;0;0
2019-09-06 00:15:00;12;3;2;0;0;7;0;7;1;3;0
2019-09-06 00:30:00;6;2;2;0;0;7;1;7;0;0;0
2019-09-06 00:45:00;3;2;2;0;0;4;0;4;2;1;0
2019-09-06 01:00:00;7;4;2;0;0;3;0;3;0;1;0
2019-09-06 01:15:00;2;0;0;0;0;4;2;4;0;0;0
2019-09-06 01:30:00;5;3;3;0;0;6;4;6;0;0;0
2019-09-06 01:45:00;3;1;1;0;0;5;0;5;1;3;0
2019-09-06 02:00:00;3;1;0;0;0;2;3;2;1;1;0
2019-09-06 02:15:00;4;1;2;0;0;4;2;4;1;2;0
2019-09-06 02:30:00;3;2;2;0;0;5;2;5;0;1;0
2019-09-06 02:45:00;8;3;3;0;0;2;6;2;2;5;0
2019-09-06 03:00:00;1;0;0;0;0;5;0;5;0;2;0
2019-09-06 03:15:00;4;4;2;0;0;6;1;6;0;0;0
2019-09-06 03:30:00;7;2;1;0;0;3;5;3;2;1;0
2019-09-06 03:45:00;8;1;2;0;0;4;5;4;0;7;0
2019-09-06 04:00:00;10;5;5;0;0;12;11;11;4;8;0
2019-09-06 04:15:00;10;3;3;0;0;4;2;4;0;4;0
2019-09-06 04:30:00;16;2;2;0;0;12;3;12;2;2;0
2019-09-06 04:45:00;16;0;1;0;0;13;9;13;1;3;0
2019-09-06 05:00:00;33;5;3;0;0;25;3;25;1;3;0
2019-09-06 05:15:00;46;4;2;0;1;25;8;26;1;4;0
2019-09-06 05:30:00;84;4;3;0;0;40;8;41;6;6;0
2019-09-06 05:45:00;88;2;1;0;0;36;10;36;3;6;0
2019-09-06 06:00:00;103;7;3;0;1;51;11;50;8;7;0
2019-09-06 06:15:00;108;5;4;0;0;56;8;56;7;7;0
2019-09-06 06:30:00;167;3;2;0;3;88;16;88;7;7;0
2019-09-06 06:45:00;195;4;1;0;0;71;17;71;12;4;0
2019-09-06 07:00:00;173;3;4;0;0;77;17;77;7;4;0
2019-09-06 07:15:00;208;2;2;0;0;72;15;72;10;4;0
2019-09-06 07:30:00;216;2;1;0;0;67;19;66;7;3;0
2019-09-06 07:45:00;223;1;0;0;4;66;19;66;12;4;0
