DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2019-09-09 00:00:00;5;2;1;0;5;5;3;16;8;24;16;8;24;0
2019-09-09 00:15:00;7;1;1;0;18;3;6;20;10;30;20;10;30;0
2019-09-09 00:30:00;6;4;6;1;7;2;2;20;10;30;20;10;30;0
2019-09-09 00:45:00;5;2;3;1;5;4;5;20;10;30;20;10;30;0
2019-09-09 01:00:00;4;3;4;0;6;0;5;24;12;35;24;12;35;0
2019-09-09 01:15:00;2;2;1;1;5;5;0;26;13;39;26;13;39;0
2019-09-09 01:30:00;1;2;2;0;4;1;3;26;13;39;26;13;39;0
2019-09-09 01:45:00;5;3;1;1;10;3;1;26;13;39;26;13;39;0
2019-09-09 02:00:00;2;1;2;0;6;4;2;26;13;39;26;13;39;0
2019-09-09 02:15:00;2;1;0;0;4;2;1;26;13;39;26;13;39;0
2019-09-09 02:30:00;0;0;0;0;4;0;1;24;12;36;24;12;36;0
2019-09-09 02:45:00;2;1;0;0;11;3;1;26;13;39;26;13;39;0
2019-09-09 03:00:00;1;6;2;0;7;3;3;26;13;39;26;13;39;0
2019-09-09 03:15:00;1;1;1;0;6;1;2;26;13;39;26;13;39;0
2019-09-09 03:30:00;3;4;2;3;7;1;0;26;13;39;26;13;39;0
2019-09-09 03:45:00;6;3;3;1;10;3;3;26;13;39;26;13;39;0
2019-09-09 04:00:00;2;5;5;1;13;3;1;26;13;39;26;13;39;0
2019-09-09 04:15:00;7;4;3;0;19;3;3;24;12;36;24;12;36;0
2019-09-09 04:30:00;4;4;4;5;21;1;1;26;13;39;26;13;39;0
2019-09-09 04:45:00;13;10;14;11;36;8;3;26;13;39;26;13;39;0
2019-09-09 05:00:00;25;32;23;26;38;6;9;20;10;30;20;10;30;0
2019-09-09 05:15:00;54;40;50;39;54;16;7;20;10;31;20;10;31;0
2019-09-09 05:30:00;46;62;67;57;64;23;5;20;10;29;20;10;29;0
2019-09-09 05:45:00;39;56;42;33;61;28;13;20;10;31;20;10;31;0
2019-09-09 06:00:00;47;51;44;37;80;26;6;20;10;30;20;10;30;0
2019-09-09 06:15:00;49;83;74;70;87;49;14;21;11;30;21;11;30;0
2019-09-09 06:30:00;74;87;112;109;111;53;23;20;10;30;20;10;29;0
2019-09-09 06:45:00;81;65;96;88;116;73;22;20;10;30;20;10;30;0
2019-09-09 07:00:00;93;98;89;97;105;63;34;20;10;30;20;10;30;0
2019-09-09 07:15:00;108;97;95;89;128;82;54;20;10;29;20;10;29;0
2019-09-09 07:30:00;116;112;92;87;91;68;44;20;10;31;20;10;31;0
2019-09-09 07:45:00;102;104;82;79;134;75;45;20;10;29;20;10;29;0
2019-09-09 08:00:00;97;85;71;66;121;75;45;20;10;31;20;10;31;0
2019-09-09 08:15:00;106;89;82;81;89;60;50;20;10;30;20;10;30;0
2019-09-09 08:30:00;89;92;84;76;113;54;45;20;10;30;20;10;30;0
2019-09-09 08:45:00;101;98;72;53;102;63;51;20;10;30;20;10;30;0
2019-09-09 09:00:00;83;86;60;47;100;66;44;18;9;27;18;9;27;0
2019-09-09 09:15:00;65;79;45;41;101;53;42;20;10;30;20;10;30;0
2019-09-09 09:30:00;95;66;53;39;106;56;57;20;10;30;20;10;30;0
2019-09-09 09:45:00;97;81;49;41;106;49;54;20;10;30;20;10;30;0
2019-09-09 10:00:00;90;73;56;34;106;55;59;20;10;30;20;10;30;0
2019-09-09 10:15:00;87;71;42;30;108;55;64;21;11;30;21;11;30;0
2019-09-09 10:30:00;99;74;50;29;119;60;102;20;10;30;20;10;30;0
2019-09-09 10:45:00;100;76;54;41;126;56;71;20;10;30;20;10;30;0
2019-09-09 11:00:00;84;55;41;21;118;61;69;20;10;30;20;10;30;0
2019-09-09 11:15:00;96;57;41;35;109;35;69;20;10;30;20;10;30;0
2019-09-09 11:30:00;86;66;42;36;107;46;71;18;9;26;18;9;26;0
2019-09-09 11:45:00;106;58;33;28;137;57;84;20;10;30;20;10;30;0
2019-09-09 12:00:00;107;61;44;28;134;60;96;20;10;30;20;10;30;0
2019-09-09 12:15:00;115;54;37;25;138;60;98;21;11;30;21;11;30;0
2019-09-09 12:30:00;96;64;43;36;131;68;103;20;10;30;20;10;30;0
2019-09-09 12:45:00;98;59;42;40;143;64;95;20;10;30;20;10;30;0
2019-09-09 13:00:00;112;58;52;48;144;77;110;20;10;30;20;10;30;0
2019-09-09 13:15:00;108;78;56;57;123;60;84;20;10;30;20;10;30;0
2019-09-09 13:30:00;115;89;49;56;128;74;89;20;10;30;20;10;30;0
2019-09-09 13:45:00;114;82;52;48;150;69;91;20;10;30;20;10;30;0
2019-09-09 14:00:00;101;51;45;44;136;69;106;20;10;31;20;10;31;0
2019-09-09 14:15:00;126;62;34;26;149;80;103;20;10;29;20;10;29;0
2019-09-09 14:30:00;129;69;33;22;151;64;133;20;10;30;20;10;30;0
2019-09-09 14:45:00;130;71;45;34;153;62;167;20;10;30;20;10;30;0
2019-09-09 15:00:00;130;62;51;32;142;67;124;20;10;30;20;10;30;0
2019-09-09 15:15:00;116;62;39;38;151;59;127;21;11;30;21;11;30;0
