DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-09-17 00:00:00;1;3;6;0;1;4;10;255;2;6;0;0
2019-09-17 00:15:00;0;4;3;1;0;1;7;4;2;0;0;0
2019-09-17 00:30:00;1;3;5;3;1;0;5;3;2;0;0;0
2019-09-17 00:45:00;2;6;7;0;0;3;8;257;0;0;0;0
2019-09-17 01:00:00;0;2;2;0;2;0;2;0;0;0;0;0
2019-09-17 01:15:00;0;1;1;0;0;0;2;0;0;0;0;0
2019-09-17 01:30:00;0;3;2;0;0;0;2;0;0;0;0;0
2019-09-17 01:45:00;1;0;1;0;1;2;2;0;0;0;0;0
2019-09-17 02:00:00;0;1;1;1;1;0;1;0;0;0;0;0
2019-09-17 02:15:00;1;1;2;0;0;1;1;256;2;0;0;0
2019-09-17 02:30:00;1;1;1;2;2;1;3;3;0;0;0;0
2019-09-17 02:45:00;1;1;2;0;1;0;0;255;1;0;0;0
2019-09-17 03:00:00;0;0;0;0;0;0;0;3;0;0;0;0
2019-09-17 03:15:00;0;0;0;0;0;0;0;0;0;7;0;0
2019-09-17 03:30:00;0;0;0;0;0;0;0;0;0;257;0;0
2019-09-17 03:45:00;2;3;1;0;0;1;2;0;0;0;0;0
2019-09-17 04:00:00;0;1;2;1;2;1;1;0;0;0;0;0
2019-09-17 04:15:00;0;0;0;1;0;0;0;0;0;0;0;0
2019-09-17 04:30:00;2;1;2;0;1;0;3;0;0;0;0;0
2019-09-17 04:45:00;5;2;5;0;0;0;4;0;0;1;0;0
2019-09-17 05:00:00;2;5;4;0;0;4;13;0;0;1;0;0
2019-09-17 05:15:00;7;5;8;0;1;9;32;0;0;2;0;0
2019-09-17 05:30:00;13;10;13;0;0;10;40;258;1;1;0;0
2019-09-17 05:45:00;32;39;53;0;1;4;19;3;0;2;0;0
2019-09-17 06:00:00;45;30;47;1;0;12;40;0;1;3;0;0
2019-09-17 06:15:00;14;17;20;0;2;7;21;0;0;3;0;0
2019-09-17 06:30:00;17;20;26;0;4;9;34;259;5;2;0;0
2019-09-17 06:45:00;24;23;86;0;4;10;57;254;4;8;0;0
2019-09-17 07:00:00;19;28;32;1;0;16;61;3;2;2;0;0
2019-09-17 07:15:00;47;25;46;1;2;17;54;1;4;5;0;0
2019-09-17 07:30:00;53;36;43;3;4;14;50;513;2;6;0;0
2019-09-17 07:45:00;54;40;48;1;1;14;44;256;6;5;0;1
2019-09-17 08:00:00;40;32;45;1;2;23;54;257;6;2;0;1
2019-09-17 08:15:00;45;39;59;5;7;18;56;508;5;1;0;1
2019-09-17 08:30:00;54;51;67;2;4;20;48;5;11;0;0;0
2019-09-17 08:45:00;64;56;68;1;5;19;37;261;6;1;0;4
2019-09-17 09:00:00;55;74;81;2;16;17;38;256;5;0;0;0
2019-09-17 09:15:00;63;76;87;8;11;13;45;255;12;1;0;1
2019-09-17 09:30:00;52;53;64;4;9;15;31;256;17;2;0;0
2019-09-17 09:45:00;68;88;81;4;21;23;53;5;14;1;0;1
2019-09-17 10:00:00;57;65;53;6;17;18;51;257;17;1;0;1
2019-09-17 10:15:00;57;70;70;10;13;27;64;257;11;0;0;2
2019-09-17 10:30:00;57;57;60;13;23;30;60;255;16;2;254;0
2019-09-17 10:45:00;55;67;60;24;20;37;82;512;24;0;0;2
2019-09-17 11:00:00;66;63;74;34;24;47;80;263;14;2;0;2
2019-09-17 11:15:00;70;71;67;17;10;28;67;257;19;0;0;0
2019-09-17 11:30:00;68;84;79;23;29;32;85;8;22;1;0;2
2019-09-17 11:45:00;62;68;71;21;16;31;81;260;26;2;0;2
2019-09-17 12:00:00;58;72;83;24;16;41;79;5;23;4;0;4
2019-09-17 12:15:00;62;73;77;27;14;48;96;254;23;2;0;2
2019-09-17 12:30:00;41;56;51;25;15;35;68;6;13;1;0;0
2019-09-17 12:45:00;51;57;56;34;17;47;80;256;21;2;0;3
2019-09-17 13:00:00;52;68;70;29;23;44;91;0;27;2;0;0
2019-09-17 13:15:00;43;52;53;23;23;35;75;2;11;2;0;1
