DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2019-11-24 00:00:00;18;11;33;6;18;16;12;3;7;9;0;0;0;0
2019-11-24 00:15:00;22;10;50;14;13;18;9;4;14;10;0;0;0;0
2019-11-24 00:30:00;11;14;39;12;25;22;8;5;11;8;0;0;0;0
2019-11-24 00:45:00;11;11;33;8;21;17;14;4;9;8;0;0;0;0
2019-11-24 01:00:00;13;8;30;11;16;16;6;1;12;7;0;0;0;0
2019-11-24 01:15:00;12;4;23;5;36;26;15;3;4;2;0;0;0;0
2019-11-24 01:30:00;11;7;17;4;21;14;4;2;5;5;0;0;0;0
2019-11-24 01:45:00;5;3;21;3;16;9;5;1;9;12;0;0;0;0
2019-11-24 02:00:00;9;12;19;3;13;4;9;2;2;4;0;0;0;0
2019-11-24 02:15:00;5;10;24;8;11;8;3;1;3;7;0;0;0;0
2019-11-24 02:30:00;5;4;20;5;10;11;5;0;7;4;0;0;0;0
2019-11-24 02:45:00;5;2;14;2;6;4;6;0;4;6;0;0;0;0
2019-11-24 03:00:00;5;3;16;3;3;7;0;0;5;5;0;0;0;0
2019-11-24 03:15:00;3;5;15;0;11;6;1;0;5;1;0;0;0;0
2019-11-24 03:30:00;0;3;10;4;5;5;3;2;2;2;0;0;0;0
2019-11-24 03:45:00;1;4;16;0;4;10;5;0;1;5;0;0;0;0
2019-11-24 04:00:00;3;4;16;2;6;6;2;0;3;2;0;0;0;0
2019-11-24 04:15:00;2;4;4;2;7;8;4;1;1;3;0;0;0;0
2019-11-24 04:30:00;2;2;13;2;10;5;2;1;4;1;0;0;0;0
2019-11-24 04:45:00;6;3;8;1;3;6;0;1;0;5;0;0;0;0
2019-11-24 05:00:00;3;1;9;1;7;5;5;2;4;5;0;0;0;0
2019-11-24 05:15:00;6;4;13;2;7;8;2;1;3;6;0;0;0;0
2019-11-24 05:30:00;8;8;9;1;3;2;4;2;2;3;0;0;0;0
2019-11-24 05:45:00;2;7;15;3;6;7;7;2;3;6;0;0;0;0
2019-11-24 06:00:00;4;4;6;0;8;3;2;1;8;4;0;0;0;0
2019-11-24 06:15:00;2;1;8;2;4;11;5;0;3;5;0;0;0;0
2019-11-24 06:30:00;3;4;8;1;3;4;6;0;3;3;0;0;0;0
2019-11-24 06:45:00;3;3;7;2;9;4;2;1;6;3;0;0;0;0
2019-11-24 07:00:00;3;5;14;3;6;8;3;3;4;7;0;0;0;0
2019-11-24 07:15:00;4;3;8;2;7;8;7;1;6;7;0;0;0;0
2019-11-24 07:30:00;6;9;11;2;9;14;9;7;6;6;0;0;0;0
2019-11-24 07:45:00;10;10;14;2;19;12;10;3;8;7;0;0;0;0
2019-11-24 08:00:00;7;5;20;6;12;21;3;0;11;14;0;0;0;0
2019-11-24 08:15:00;11;9;20;2;19;6;6;2;11;9;0;0;0;0
2019-11-24 08:30:00;15;13;33;7;16;14;9;4;10;9;0;0;0;0
2019-11-24 08:45:00;21;15;39;6;22;19;12;3;12;17;0;0;0;0
2019-11-24 09:00:00;31;22;30;10;21;27;9;4;17;14;0;0;0;0
2019-11-24 09:15:00;21;16;27;8;37;20;15;5;17;18;0;0;0;0
2019-11-24 09:30:00;31;19;39;18;44;38;19;7;23;27;0;0;0;0
2019-11-24 09:45:00;38;26;44;23;49;43;13;6;34;27;0;0;0;0
2019-11-24 10:00:00;32;22;45;23;33;27;14;8;29;23;0;0;0;0
2019-11-24 10:15:00;49;26;51;30;40;28;23;11;35;27;0;0;0;0
2019-11-24 10:30:00;47;30;66;36;61;31;17;3;32;27;0;0;0;0
2019-11-24 10:45:00;41;31;69;32;46;41;26;9;42;49;0;0;0;0
2019-11-24 11:00:00;38;30;72;30;41;26;18;8;42;39;0;0;0;0
2019-11-24 11:15:00;57;35;68;28;43;34;17;10;39;39;0;0;0;0
2019-11-24 11:30:00;38;21;56;21;48;42;24;14;37;26;0;0;0;0
2019-11-24 11:45:00;59;37;59;27;53;48;31;11;38;38;0;0;0;0
2019-11-24 12:00:00;50;29;65;36;52;47;30;10;38;33;0;0;0;0
2019-11-24 12:15:00;47;41;65;31;51;46;34;15;37;37;0;0;0;0
2019-11-24 12:30:00;39;34;62;22;52;35;28;6;44;31;0;0;0;0
2019-11-24 12:45:00;56;36;63;26;47;44;25;15;35;37;0;0;0;0
2019-11-24 13:00:00;46;44;81;31;46;43;31;10;52;34;0;0;0;0
2019-11-24 13:15:00;56;34;68;30;43;41;16;10;50;46;0;0;0;0
2019-11-24 13:30:00;49;37;61;26;44;50;26;13;43;50;0;0;0;0
2019-11-24 13:45:00;41;30;78;38;60;44;23;10;51;47;0;0;0;0
2019-11-24 14:00:00;52;35;77;38;70;44;26;10;46;54;0;0;0;0
2019-11-24 14:15:00;66;23;82;28;62;67;23;13;59;49;0;0;0;0
2019-11-24 14:30:00;62;32;71;23;72;56;31;8;47;58;0;0;0;0
2019-11-24 14:45:00;53;45;68;34;76;53;22;13;62;59;0;0;0;0
2019-11-24 15:00:00;59;40;76;34;57;41;32;14;41;42;0;0;0;0
2019-11-24 15:15:00;48;35;65;26;56;49;22;7;44;42;0;0;0;0
2019-11-24 15:30:00;64;43;64;28;66;49;22;10;38;50;0;0;0;0
2019-11-24 15:45:00;64;38;81;23;56;58;25;7;38;37;0;0;0;0
2019-11-24 16:00:00;60;49;82;35;64;42;29;14;38;36;0;0;0;0
2019-11-24 16:15:00;52;36;86;49;72;57;28;13;44;39;0;0;0;0
2019-11-24 16:30:00;67;36;80;39;84;74;27;15;41;46;0;0;0;0
2019-11-24 16:45:00;61;50;88;38;70;56;25;13;51;40;0;0;0;0
2019-11-24 17:00:00;64;38;70;34;52;62;24;11;43;42;0;0;0;0
2019-11-24 17:15:00;68;53;82;29;70;62;28;9;34;41;0;0;0;0
2019-11-24 17:30:00;53;33;71;31;65;70;29;10;35;50;0;0;0;0
2019-11-24 17:45:00;55;33;75;28;83;67;28;10;33;46;0;0;0;0
2019-11-24 18:00:00;40;26;84;45;65;58;18;10;26;29;0;0;0;0
2019-11-24 18:15:00;52;32;71;31;60;49;20;8;31;37;0;0;0;0
2019-11-24 18:30:00;38;20;59;32;72;67;27;10;29;41;0;0;0;0
2019-11-24 18:45:00;38;28;71;25;47;39;18;8;18;22;0;0;0;0
2019-11-24 19:00:00;37;26;64;37;50;44;21;11;20;30;0;0;0;0
2019-11-24 19:15:00;31;23;60;27;57;41;20;7;15;31;0;0;0;0
2019-11-24 19:30:00;36;21;58;28;54;41;18;5;27;29;0;0;0;0
2019-11-24 19:45:00;25;21;55;28;43;34;14;6;33;30;0;0;0;0
2019-11-24 20:00:00;37;23;61;34;34;38;15;3;20;22;0;0;0;0
2019-11-24 20:15:00;26;18;49;26;35;32;17;7;17;20;0;0;0;0
2019-11-24 20:30:00;25;10;39;15;34;29;18;7;18;17;0;0;0;0
2019-11-24 20:45:00;31;21;41;16;30;22;16;5;7;19;0;0;0;0
2019-11-24 21:00:00;20;26;43;14;31;18;10;7;15;13;0;0;0;0
2019-11-24 21:15:00;21;14;46;21;24;15;10;2;16;18;0;0;0;0
2019-11-24 21:30:00;31;20;72;36;37;24;13;4;16;18;0;0;0;0
2019-11-24 21:45:00;25;18;48;16;28;20;9;1;10;9;0;0;0;0
2019-11-24 22:00:00;14;10;64;26;22;21;11;5;8;19;0;0;0;0
2019-11-24 22:15:00;17;15;38;15;30;21;7;3;5;14;0;0;0;0
2019-11-24 22:30:00;10;10;24;4;24;22;16;0;6;13;0;0;0;0
2019-11-24 22:45:00;10;9;24;7;20;17;4;0;10;11;0;0;0;0
2019-11-24 23:00:00;12;8;16;2;15;8;4;1;3;6;0;0;0;0
2019-11-24 23:15:00;3;8;17;4;9;6;2;0;3;5;0;0;0;0
2019-11-24 23:30:00;5;6;17;2;5;3;3;2;6;7;0;0;0;0
2019-11-24 23:45:00;4;5;12;3;5;4;3;3;4;3;0;0;0;0
