DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-01-02 00:00:00;0;1;3;0;0;2;5;0;1;5;0
2020-01-02 00:15:00;0;0;6;3;3;0;6;1;1;4;0
2020-01-02 00:30:00;0;1;4;0;0;0;1;1;1;3;2
2020-01-02 00:45:00;0;0;3;0;0;4;1;6;0;5;2
2020-01-02 01:00:00;0;1;2;0;0;1;3;2;0;0;0
2020-01-02 01:15:00;0;0;2;0;0;2;2;0;1;4;0
2020-01-02 01:30:00;1;3;0;0;1;0;1;1;0;0;0
2020-01-02 01:45:00;0;1;4;0;0;0;0;0;0;3;0
2020-01-02 02:00:00;0;2;1;0;0;2;2;0;0;0;1
2020-01-02 02:15:00;0;2;1;0;0;1;2;0;0;2;2
2020-01-02 02:30:00;0;0;0;0;0;0;2;2;0;2;0
2020-01-02 02:45:00;0;1;1;0;0;0;1;0;0;0;1
2020-01-02 03:00:00;0;0;0;0;0;0;2;0;0;0;0
2020-01-02 03:15:00;0;2;2;0;0;0;0;1;1;3;0
2020-01-02 03:30:00;2;0;0;0;1;1;1;0;0;2;1
2020-01-02 03:45:00;0;2;2;0;0;0;0;0;0;2;1
2020-01-02 04:00:00;0;0;0;0;0;0;0;0;0;1;3
2020-01-02 04:15:00;1;2;2;0;1;1;1;1;1;2;0
2020-01-02 04:30:00;0;3;3;1;1;0;0;0;0;0;2
2020-01-02 04:45:00;0;2;4;1;1;1;2;2;0;1;0
2020-01-02 05:00:00;1;8;3;0;1;3;5;0;1;6;5
2020-01-02 05:15:00;2;8;8;1;1;0;3;0;1;6;5
2020-01-02 05:30:00;3;14;8;2;2;3;5;0;5;9;4
2020-01-02 05:45:00;1;11;6;2;1;5;8;1;5;13;6
2020-01-02 06:00:00;2;10;6;0;2;0;10;0;4;12;6
2020-01-02 06:15:00;0;7;6;2;3;1;8;0;3;14;8
2020-01-02 06:30:00;1;10;12;3;4;6;13;1;5;17;7
2020-01-02 06:45:00;2;15;13;6;6;3;6;3;10;16;5
2020-01-02 07:00:00;3;12;12;7;9;6;8;2;11;5;11
2020-01-02 07:15:00;4;19;16;7;11;3;14;4;9;19;7
2020-01-02 07:30:00;2;19;23;5;5;5;11;1;12;14;11
2020-01-02 07:45:00;5;18;20;10;15;6;16;2;16;22;14
2020-01-02 08:00:00;3;17;15;6;6;1;12;6;11;21;10
2020-01-02 08:15:00;4;16;13;5;9;7;17;4;11;18;11
2020-01-02 08:30:00;4;18;12;8;9;8;14;5;16;18;11
2020-01-02 08:45:00;2;17;13;2;5;13;16;7;23;21;16
2020-01-02 09:00:00;4;15;24;7;8;10;20;7;14;15;9
2020-01-02 09:15:00;2;21;13;5;7;12;18;12;16;17;4
2020-01-02 09:30:00;4;22;23;9;12;9;16;4;21;26;13
2020-01-02 09:45:00;7;24;28;6;12;11;21;9;21;28;15
2020-01-02 10:00:00;2;19;21;9;9;11;26;12;19;17;16
2020-01-02 10:15:00;6;26;36;15;21;18;29;11;27;28;17
2020-01-02 10:30:00;4;17;42;13;18;16;26;13;24;20;24
2020-01-02 10:45:00;7;21;46;13;14;12;22;13;28;26;20
2020-01-02 11:00:00;8;28;40;9;15;14;28;15;18;10;20
2020-01-02 11:15:00;4;29;28;4;6;15;31;18;24;27;26
2020-01-02 11:30:00;4;30;41;8;10;14;28;15;25;25;22
2020-01-02 11:45:00;4;30;59;8;10;17;22;16;23;24;26
2020-01-02 12:00:00;2;26;41;2;5;19;34;19;24;30;22
2020-01-02 12:15:00;5;22;36;4;9;15;25;12;21;19;21
2020-01-02 12:30:00;1;37;37;11;10;11;31;15;19;23;15
2020-01-02 12:45:00;1;30;35;9;9;13;29;20;19;23;27
2020-01-02 13:00:00;2;32;35;7;9;10;23;16;19;17;22
2020-01-02 13:15:00;9;37;35;8;11;13;22;15;15;29;20
2020-01-02 13:30:00;7;42;37;10;14;15;28;16;25;26;19
2020-01-02 13:45:00;9;37;30;7;13;20;24;19;26;29;23
2020-01-02 14:00:00;6;34;27;7;8;12;32;16;22;27;29
2020-01-02 14:15:00;7;28;33;7;14;20;37;18;28;37;30
2020-01-02 14:30:00;8;47;31;9;12;18;23;18;22;28;28
2020-01-02 14:45:00;2;35;40;12;13;22;36;19;28;36;25
2020-01-02 15:00:00;5;28;28;7;13;10;33;23;29;26;30
2020-01-02 15:15:00;7;38;38;12;16;14;29;18;31;31;27
2020-01-02 15:30:00;6;35;42;15;18;21;46;31;19;25;27
2020-01-02 15:45:00;6;41;34;7;13;27;28;23;30;25;24
2020-01-02 16:00:00;2;25;30;3;8;20;37;22;19;12;24
