DATUM;1(DA1);2(DB1);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBD)
2019-11-08 00:00:00;13;0;9;0;0;0;0;0;0;0;0;0
2019-11-08 00:15:00;10;0;8;0;0;0;0;0;0;0;0;0
2019-11-08 00:30:00;13;0;10;0;0;0;0;0;0;0;0;0
2019-11-08 00:45:00;13;0;9;0;0;0;0;0;0;0;0;0
2019-11-08 01:00:00;7;0;6;0;0;0;0;0;0;0;0;0
2019-11-08 01:15:00;3;0;2;0;0;0;0;0;0;0;0;0
2019-11-08 01:30:00;2;0;3;0;0;0;0;0;0;0;0;0
2019-11-08 01:45:00;5;0;3;0;0;0;0;0;0;0;0;0
2019-11-08 02:00:00;7;0;4;0;0;0;0;0;0;0;0;0
2019-11-08 02:15:00;0;0;2;0;0;0;0;0;0;0;0;0
2019-11-08 02:30:00;3;0;1;0;0;0;0;0;0;0;0;0
2019-11-08 02:45:00;1;0;2;0;0;0;0;0;0;0;0;0
2019-11-08 03:00:00;3;0;3;0;0;0;0;0;0;0;0;0
2019-11-08 03:15:00;2;0;3;0;0;0;0;0;0;0;0;0
2019-11-08 03:30:00;4;0;2;0;0;0;0;0;0;0;0;0
2019-11-08 03:45:00;6;0;7;0;0;0;0;0;0;0;0;0
2019-11-08 04:00:00;4;0;8;0;0;0;0;0;0;0;0;0
2019-11-08 04:15:00;1;0;12;0;0;0;0;0;0;0;0;0
2019-11-08 04:30:00;5;0;18;0;0;0;0;0;0;0;0;0
2019-11-08 04:45:00;3;0;20;0;0;0;0;0;0;0;0;0
2019-11-08 05:00:00;8;0;47;0;0;0;0;0;0;0;0;0
2019-11-08 05:15:00;11;0;94;0;0;0;0;0;0;0;0;0
2019-11-08 05:30:00;14;0;154;0;1;0;0;0;0;0;0;0
2019-11-08 05:45:00;24;0;113;0;0;0;0;0;0;0;0;0
2019-11-08 06:00:00;46;0;139;0;1;0;0;0;0;0;0;0
2019-11-08 06:15:00;34;0;166;0;8;0;0;0;0;1;0;0
2019-11-08 06:30:00;41;0;216;0;3;2;0;0;0;2;0;0
2019-11-08 06:45:00;42;0;213;0;7;1;0;0;0;1;0;0
2019-11-08 07:00:00;34;0;186;0;11;0;0;0;0;4;0;0
2019-11-08 07:15:00;44;0;218;0;9;1;0;0;0;4;0;0
2019-11-08 07:30:00;63;0;143;0;10;6;0;0;0;7;1;0
2019-11-08 07:45:00;78;0;145;0;11;3;0;0;0;2;1;0
2019-11-08 08:00:00;86;0;164;0;6;4;0;0;0;2;0;0
2019-11-08 08:15:00;78;0;152;0;11;3;0;0;0;1;0;0
2019-11-08 08:30:00;77;0;179;0;7;0;0;0;0;6;0;0
2019-11-08 08:45:00;50;0;138;0;6;3;0;0;0;1;1;0
2019-11-08 09:00:00;76;0;137;0;4;0;0;0;0;2;0;0
2019-11-08 09:15:00;95;0;127;0;7;2;0;0;0;2;2;0
2019-11-08 09:30:00;71;0;142;0;5;1;0;0;0;2;0;0
2019-11-08 09:45:00;81;0;116;0;6;0;0;0;0;1;0;0
