DATUM;
2020-05-01 00:00:00;
2020-05-01 00:15:00;
2020-05-01 00:30:00;
2020-05-01 00:45:00;
2020-05-01 01:00:00;
2020-05-01 01:15:00;
2020-05-01 01:30:00;
2020-05-01 01:45:00;
2020-05-01 02:00:00;
2020-05-01 02:15:00;
2020-05-01 02:30:00;
2020-05-01 02:45:00;
2020-05-01 03:00:00;
2020-05-01 03:15:00;
2020-05-01 03:30:00;
2020-05-01 03:45:00;
2020-05-01 04:00:00;
2020-05-01 04:15:00;
2020-05-01 04:30:00;
2020-05-01 04:45:00;
2020-05-01 05:00:00;
2020-05-01 05:15:00;
2020-05-01 05:30:00;
2020-05-01 05:45:00;
2020-05-01 06:00:00;
2020-05-01 06:15:00;
2020-05-01 06:30:00;
2020-05-01 06:45:00;
2020-05-01 07:00:00;
2020-05-01 07:15:00;
2020-05-01 07:30:00;
2020-05-01 07:45:00;
2020-05-01 08:00:00;
2020-05-01 08:15:00;
2020-05-01 08:30:00;
2020-05-01 08:45:00;
2020-05-01 09:00:00;
2020-05-01 09:15:00;
2020-05-01 09:30:00;
2020-05-01 09:45:00;
2020-05-01 10:00:00;
2020-05-01 10:15:00;
2020-05-01 10:30:00;
2020-05-01 10:45:00;
2020-05-01 11:00:00;
2020-05-01 11:15:00;
2020-05-01 11:30:00;
2020-05-01 11:45:00;
2020-05-01 12:00:00;
2020-05-01 12:15:00;
2020-05-01 12:30:00;
2020-05-01 12:45:00;
2020-05-01 13:00:00;
2020-05-01 13:15:00;
2020-05-01 13:30:00;
2020-05-01 13:45:00;
2020-05-01 14:00:00;
2020-05-01 14:15:00;
2020-05-01 14:30:00;
2020-05-01 14:45:00;
2020-05-01 15:00:00;
2020-05-01 15:15:00;
2020-05-01 15:30:00;
2020-05-01 15:45:00;
2020-05-01 16:00:00;
2020-05-01 16:15:00;
2020-05-01 16:30:00;
2020-05-01 16:45:00;
2020-05-01 17:00:00;
2020-05-01 17:15:00;
2020-05-01 17:30:00;18;5;7;4;12;32;24;0;0;0;0;0;0;0
2020-05-01 17:45:00;44;12;28;9;36;56;64;0;0;0;0;0;0;0
2020-05-01 18:00:00;37;15;11;14;29;51;54;9;0;0;0;0;0;0
2020-05-01 18:15:00;38;6;15;7;31;49;58;0;0;0;0;0;0;0
2020-05-01 18:30:00;45;6;12;5;27;48;59;0;0;5;0;0;0;1
2020-05-01 18:45:00;27;10;13;7;29;53;49;0;0;0;0;0;0;0
2020-05-01 19:00:00;38;12;8;17;30;52;59;0;0;1;0;0;0;0
2020-05-01 19:15:00;25;10;12;15;23;50;51;0;0;1;0;0;0;0
2020-05-01 19:30:00;26;8;15;10;31;38;44;0;0;1;0;0;0;0
2020-05-01 19:45:00;33;9;16;9;22;58;56;0;0;0;0;0;0;0
2020-05-01 20:00:00;34;5;20;12;23;53;36;1;0;1;0;0;0;0
2020-05-01 20:15:00;34;12;7;3;19;38;38;0;0;0;0;0;0;0
2020-05-01 20:30:00;19;7;8;9;18;37;41;0;0;1;0;0;0;0
2020-05-01 20:45:00;25;5;8;8;19;35;34;3;0;0;0;0;0;0
2020-05-01 21:00:00;28;4;5;4;19;35;30;0;0;0;0;0;0;0
2020-05-01 21:15:00;20;4;6;3;12;27;31;0;0;0;0;0;0;0
2020-05-01 21:30:00;22;3;5;8;16;45;28;0;0;0;0;0;0;0
2020-05-01 21:45:00;16;4;6;5;8;24;29;0;0;0;0;0;0;0
2020-05-01 22:00:00;23;3;1;3;11;27;34;0;0;0;0;0;0;0
2020-05-01 22:15:00;15;2;5;2;13;24;25;3;0;0;0;0;0;0
2020-05-01 22:30:00;17;2;6;3;15;26;28;0;0;0;0;0;0;0
2020-05-01 22:45:00;15;3;1;3;11;24;16;0;0;0;0;0;0;0
2020-05-01 23:00:00;15;1;3;3;9;17;24;0;0;0;0;0;0;0
2020-05-01 23:15:00;11;2;3;2;5;22;12;0;0;0;0;0;0;0
2020-05-01 23:30:00;6;1;1;1;6;14;17;0;0;0;0;0;0;0
2020-05-01 23:45:00;4;3;2;2;2;3;13;0;0;0;0;0;0;0
