DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2020-08-31 00:00:00;11;5;4;2;1;1;0;16;0;0;0;0;0
2020-08-31 00:15:00;13;5;7;4;0;0;0;18;0;0;0;0;0
2020-08-31 00:30:00;5;2;6;0;0;0;0;22;0;0;0;0;0
2020-08-31 00:45:00;9;4;6;0;1;1;0;6;0;0;0;0;0
2020-08-31 01:00:00;10;1;4;2;1;1;2;12;0;0;0;0;0
2020-08-31 01:15:00;5;2;2;1;1;1;0;6;0;0;0;0;0
2020-08-31 01:30:00;5;3;6;2;2;2;0;5;0;0;0;0;0
2020-08-31 01:45:00;10;1;4;0;0;0;0;10;0;0;0;0;0
2020-08-31 02:00:00;6;5;4;2;0;1;0;3;0;0;0;0;0
2020-08-31 02:15:00;9;2;3;3;0;0;0;2;0;0;0;0;0
2020-08-31 02:30:00;9;6;6;1;0;0;0;7;0;0;0;0;0
2020-08-31 02:45:00;6;4;3;2;0;0;0;2;0;0;0;0;0
2020-08-31 03:00:00;10;2;2;2;1;0;0;6;0;0;0;0;0
2020-08-31 03:15:00;0;2;5;1;1;1;0;7;0;0;0;0;0
2020-08-31 03:30:00;6;3;2;1;0;0;0;5;0;0;0;0;0
2020-08-31 03:45:00;12;4;5;2;0;0;0;6;0;0;0;0;0
2020-08-31 04:00:00;7;5;6;2;1;1;0;6;0;0;0;0;0
2020-08-31 04:15:00;10;3;8;4;0;0;0;9;0;0;0;0;0
2020-08-31 04:30:00;17;1;3;3;1;1;0;9;0;0;0;0;0
2020-08-31 04:45:00;16;4;4;1;1;1;0;10;0;0;0;0;0
2020-08-31 05:00:00;15;5;6;1;4;3;1;28;0;0;0;0;0
2020-08-31 05:15:00;25;3;6;2;2;0;3;47;0;0;0;0;0
2020-08-31 05:30:00;55;12;15;10;5;5;2;80;0;0;0;0;0
2020-08-31 05:45:00;50;16;20;9;8;11;6;80;0;0;0;0;0
2020-08-31 06:00:00;61;10;13;7;17;17;3;80;0;0;0;0;0
2020-08-31 06:15:00;92;12;15;7;9;10;5;69;0;0;0;0;0
2020-08-31 06:30:00;98;26;31;11;8;10;5;140;0;0;0;0;0
2020-08-31 06:45:00;96;16;18;13;9;13;7;159;0;0;0;0;0
2020-08-31 07:00:00;120;22;27;10;12;14;19;166;1;0;0;0;0
2020-08-31 07:15:00;139;27;36;24;10;13;4;184;3;4;0;0;0
2020-08-31 07:30:00;150;19;27;18;21;24;14;155;0;1;0;0;0
2020-08-31 07:45:00;134;23;25;23;18;19;28;156;4;5;0;0;0
2020-08-31 08:00:00;111;18;27;22;20;25;23;147;2;1;0;0;0
2020-08-31 08:15:00;143;22;34;21;24;24;20;174;1;3;0;0;0
2020-08-31 08:30:00;139;20;22;14;29;30;16;152;6;2;0;0;0
2020-08-31 08:45:00;133;24;31;22;28;30;24;169;5;0;0;0;0
2020-08-31 09:00:00;139;28;30;29;22;24;21;179;5;0;0;0;0
2020-08-31 09:15:00;131;20;32;20;37;36;26;188;2;3;0;0;0
2020-08-31 09:30:00;163;24;27;25;33;32;22;170;5;0;0;0;0
2020-08-31 09:45:00;157;21;26;16;31;37;24;199;5;0;0;0;0
2020-08-31 10:00:00;159;17;26;16;38;40;22;219;5;2;0;0;0
2020-08-31 10:15:00;166;32;37;32;27;28;22;223;3;0;0;0;0
2020-08-31 10:30:00;188;14;23;13;38;42;19;205;2;0;0;0;0
2020-08-31 10:45:00;191;28;29;28;26;32;15;195;2;0;0;0;0
2020-08-31 11:00:00;200;14;16;14;25;26;29;220;2;0;0;0;0
2020-08-31 11:15:00;179;21;28;19;40;37;30;214;10;0;0;0;0
2020-08-31 11:30:00;206;18;25;15;40;43;12;195;4;0;0;0;0
2020-08-31 11:45:00;171;25;25;19;35;33;4;226;3;3;0;0;0
2020-08-31 12:00:00;144;19;24;19;41;44;5;175;6;0;0;0;0
2020-08-31 12:15:00;184;19;24;15;22;28;9;207;2;3;0;0;0
2020-08-31 12:30:00;178;23;28;24;27;35;18;159;4;1;0;0;0
2020-08-31 12:45:00;159;19;26;14;24;23;14;172;2;0;0;0;0
2020-08-31 13:00:00;183;25;29;25;24;29;19;160;1;4;0;0;0
2020-08-31 13:15:00;196;17;18;13;46;29;23;220;0;5;0;0;0
2020-08-31 13:30:00;171;14;30;14;32;23;20;212;3;1;0;0;0
2020-08-31 13:45:00;162;20;23;23;65;40;21;162;1;1;0;0;0
2020-08-31 14:00:00;168;30;32;19;58;35;25;222;1;2;0;0;0
2020-08-31 14:15:00;206;16;24;22;34;29;19;192;3;2;0;0;0
2020-08-31 14:30:00;223;21;30;24;22;22;1;213;2;0;0;0;0
2020-08-31 14:45:00;167;17;19;17;22;27;4;193;9;1;0;0;0
2020-08-31 15:00:00;155;21;28;19;25;27;2;210;4;2;0;0;0
2020-08-31 15:15:00;163;24;28;20;27;24;1;212;2;0;0;0;0
2020-08-31 15:30:00;206;22;20;18;29;27;4;194;1;0;0;0;0
2020-08-31 15:45:00;211;17;19;14;29;32;21;178;1;3;0;0;0
2020-08-31 16:00:00;211;18;22;16;34;35;20;204;3;1;0;0;0
2020-08-31 16:15:00;218;23;23;21;17;19;21;231;1;2;0;0;0
2020-08-31 16:30:00;203;20;33;23;36;31;21;223;2;2;0;0;0
2020-08-31 16:45:00;183;12;18;11;30;31;12;199;3;0;0;0;0
2020-08-31 17:00:00;192;15;20;13;39;50;16;210;1;1;0;0;0
2020-08-31 17:15:00;186;28;28;22;37;34;27;226;0;2;0;0;0
2020-08-31 17:30:00;200;22;24;20;30;34;3;205;1;2;0;0;0
2020-08-31 17:45:00;187;19;26;15;27;28;3;180;2;3;0;0;0
2020-08-31 18:00:00;180;20;16;17;20;19;4;223;5;0;0;0;0
2020-08-31 18:15:00;206;22;24;11;19;20;2;223;2;0;0;0;0
2020-08-31 18:30:00;175;23;27;18;20;19;14;196;0;1;0;0;0
2020-08-31 18:45:00;182;15;18;11;22;27;11;146;0;0;0;0;0
2020-08-31 19:00:00;174;12;27;12;10;11;12;157;0;1;0;0;0
2020-08-31 19:15:00;141;13;22;10;14;16;8;142;1;0;0;0;0
2020-08-31 19:30:00;133;10;20;8;14;17;7;119;2;0;0;0;0
2020-08-31 19:45:00;131;10;17;8;9;7;6;100;0;0;0;0;0
2020-08-31 20:00:00;150;15;25;16;13;18;11;104;0;0;0;0;0
2020-08-31 20:15:00;113;26;14;9;8;8;3;73;1;1;0;0;0
2020-08-31 20:30:00;83;12;20;5;10;9;5;90;0;0;0;0;0
2020-08-31 20:45:00;67;6;11;5;7;10;2;83;0;0;0;0;0
2020-08-31 21:00:00;74;7;12;5;9;7;8;75;0;0;0;0;0
2020-08-31 21:15:00;44;8;13;5;6;6;5;91;0;0;0;0;0
2020-08-31 21:30:00;57;8;17;11;5;6;7;67;0;0;0;0;0
2020-08-31 21:45:00;57;8;19;7;2;3;1;49;0;0;0;0;0
2020-08-31 22:00:00;63;14;19;7;18;28;4;70;0;0;0;0;0
2020-08-31 22:15:00;56;9;13;9;1;2;1;57;0;0;0;0;0
2020-08-31 22:30:00;42;8;11;7;3;3;6;49;0;0;0;0;0
2020-08-31 22:45:00;41;7;8;4;2;1;2;29;0;0;0;0;0
2020-08-31 23:00:00;31;3;7;5;2;1;2;30;0;0;0;0;0
2020-08-31 23:15:00;29;10;10;5;3;2;1;32;0;0;0;0;0
2020-08-31 23:30:00;27;8;10;3;2;3;1;19;0;0;0;0;0
2020-08-31 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
