DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-01-27 00:00:00;3;9;13;0;0;0;0;0
2020-01-27 00:15:00;6;11;5;0;0;0;0;0
2020-01-27 00:30:00;1;7;9;0;0;0;0;0
2020-01-27 00:45:00;4;9;6;0;0;0;0;0
2020-01-27 01:00:00;1;7;5;0;0;0;0;0
2020-01-27 01:15:00;3;6;4;0;0;0;0;0
2020-01-27 01:30:00;2;2;6;0;0;0;0;0
2020-01-27 01:45:00;3;4;4;0;0;0;0;0
2020-01-27 02:00:00;4;6;1;0;0;0;0;0
2020-01-27 02:15:00;1;6;3;0;0;0;0;0
2020-01-27 02:30:00;2;5;0;0;0;0;0;0
2020-01-27 02:45:00;8;9;8;0;0;0;0;0
2020-01-27 03:00:00;2;5;9;0;0;0;0;0
2020-01-27 03:15:00;5;3;1;0;0;0;0;0
2020-01-27 03:30:00;4;9;3;0;0;0;0;0
2020-01-27 03:45:00;5;14;2;0;0;0;0;0
2020-01-27 04:00:00;4;16;7;0;0;0;0;0
2020-01-27 04:15:00;10;15;8;0;0;0;0;0
2020-01-27 04:30:00;6;12;16;0;0;0;0;0
2020-01-27 04:45:00;12;29;39;0;0;0;0;0
2020-01-27 05:00:00;26;34;74;0;0;0;0;0
2020-01-27 05:15:00;25;66;120;0;0;0;0;0
2020-01-27 05:30:00;41;89;133;0;0;0;0;0
2020-01-27 05:45:00;41;92;83;0;0;0;0;0
2020-01-27 06:00:00;54;101;53;0;0;0;0;0
2020-01-27 06:15:00;33;127;63;0;0;0;0;10
2020-01-27 06:30:00;58;153;93;0;15;14;11;27
2020-01-27 06:45:00;59;164;98;0;0;2;1;0
2020-01-27 07:00:00;58;130;97;0;10;0;4;1
2020-01-27 07:15:00;69;141;84;0;3;9;13;4
2020-01-27 07:30:00;65;173;116;0;3;5;31;10
2020-01-27 07:45:00;72;186;117;0;4;4;8;0
2020-01-27 08:00:00;72;163;120;0;6;2;8;4
2020-01-27 08:15:00;85;137;90;0;6;22;28;2
2020-01-27 08:30:00;69;136;74;0;4;0;19;1
2020-01-27 08:45:00;74;144;69;0;7;1;2;2
2020-01-27 09:00:00;50;131;63;0;8;5;8;0
2020-01-27 09:15:00;45;126;70;0;4;6;15;0
2020-01-27 09:30:00;74;145;76;0;8;3;16;6
2020-01-27 09:45:00;87;133;76;0;12;4;16;8
2020-01-27 10:00:00;70;158;69;0;18;4;3;13
2020-01-27 10:15:00;64;117;73;0;2;1;2;7
2020-01-27 10:30:00;72;145;71;0;11;4;16;27
2020-01-27 10:45:00;74;152;79;0;5;9;2;3
2020-01-27 11:00:00;75;142;75;0;16;11;10;3
2020-01-27 11:15:00;68;161;69;0;21;7;36;17
2020-01-27 11:30:00;76;148;76;0;2;0;2;2
2020-01-27 11:45:00;83;150;73;0;13;10;25;38
2020-01-27 12:00:00;65;169;74;0;18;12;6;2
2020-01-27 12:15:00;83;169;81;0;15;5;7;6
2020-01-27 12:30:00;78;162;58;0;10;6;10;16
2020-01-27 12:45:00;76;159;73;0;9;6;1;1
2020-01-27 13:00:00;86;161;78;0;16;13;8;2
2020-01-27 13:15:00;95;154;131;0;38;4;76;19
2020-01-27 13:30:00;77;130;101;0;7;5;52;17
2020-01-27 13:45:00;98;161;105;0;6;22;10;9
2020-01-27 14:00:00;131;158;98;0;32;9;65;6
2020-01-27 14:15:00;177;226;103;0;7;6;64;7
2020-01-27 14:30:00;171;194;80;0;21;3;18;34
2020-01-27 14:45:00;128;202;89;0;17;46;19;18
2020-01-27 15:00:00;117;183;66;0;3;17;47;0
2020-01-27 15:15:00;136;197;75;0;60;48;22;11
2020-01-27 15:30:00;145;219;86;0;30;4;24;23
2020-01-27 15:45:00;131;230;92;0;8;5;12;6
2020-01-27 16:00:00;145;277;104;0;8;3;27;6
2020-01-27 16:15:00;137;248;92;0;11;1;7;13
2020-01-27 16:30:00;138;250;74;0;10;9;8;9
2020-01-27 16:45:00;141;251;112;0;8;2;5;26
2020-01-27 17:00:00;135;245;90;0;6;16;17;1
2020-01-27 17:15:00;134;237;98;0;23;4;13;20
2020-01-27 17:30:00;121;243;92;0;7;2;12;7
2020-01-27 17:45:00;90;223;80;0;26;1;14;16
2020-01-27 18:00:00;85;183;93;0;36;7;8;14
2020-01-27 18:15:00;105;189;83;0;24;7;19;4
2020-01-27 18:30:00;75;184;77;0;2;3;8;12
2020-01-27 18:45:00;62;165;64;0;9;11;3;11
2020-01-27 19:00:00;56;167;50;0;7;0;0;1
2020-01-27 19:15:00;47;145;56;0;13;0;6;7
2020-01-27 19:30:00;49;117;42;0;16;1;4;9
2020-01-27 19:45:00;41;112;38;0;4;0;0;3
2020-01-27 20:00:00;55;119;40;0;9;2;0;0
2020-01-27 20:15:00;40;90;40;0;2;0;0;2
2020-01-27 20:30:00;28;79;32;0;0;0;0;0
2020-01-27 20:45:00;28;64;51;0;0;0;0;0
2020-01-27 21:00:00;36;82;63;0;0;0;0;0
2020-01-27 21:15:00;30;71;80;0;0;0;0;0
2020-01-27 21:30:00;35;70;56;0;0;0;0;0
2020-01-27 21:45:00;79;95;44;0;0;0;0;0
2020-01-27 22:00:00;136;131;43;0;0;0;0;0
2020-01-27 22:15:00;77;102;41;0;0;0;0;0
2020-01-27 22:30:00;39;52;25;0;0;0;0;0
2020-01-27 22:45:00;23;33;18;0;1;0;0;0
2020-01-27 23:00:00;17;28;14;0;0;0;0;0
2020-01-27 23:15:00;12;22;12;0;0;0;0;0
2020-01-27 23:30:00;11;20;15;0;0;0;0;0
2020-01-27 23:45:00;8;16;12;0;0;0;0;0
