DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-06-15 00:00:00;0;7;6;5;7;0;0
2020-06-15 00:15:00;0;12;8;5;9;3;2
2020-06-15 00:30:00;0;6;10;6;8;0;1
2020-06-15 00:45:00;0;3;2;8;4;0;0
2020-06-15 01:00:00;0;5;4;3;2;0;0
2020-06-15 01:15:00;0;3;2;4;3;0;0
2020-06-15 01:30:00;0;2;2;3;1;0;0
2020-06-15 01:45:00;0;2;1;10;3;0;0
2020-06-15 02:00:00;0;3;3;9;3;0;0
2020-06-15 02:15:00;0;3;4;1;1;0;0
2020-06-15 02:30:00;0;3;2;3;2;0;0
2020-06-15 03:00:00;0;2;1;4;3;0;0
2020-06-15 03:15:00;0;6;2;2;2;0;0
2020-06-15 03:30:00;0;4;1;2;1;0;0
2020-06-15 03:45:00;0;7;2;3;3;0;0
2020-06-15 04:00:00;0;2;1;9;2;0;0
2020-06-15 04:15:00;0;10;2;16;6;0;0
2020-06-15 04:30:00;0;12;5;9;8;0;0
2020-06-15 04:45:00;0;27;12;14;2;0;0
2020-06-15 05:00:00;4;63;40;31;18;0;0
2020-06-15 05:15:00;5;73;60;26;20;0;0
2020-06-15 05:30:00;0;64;47;27;26;2;2
2020-06-15 05:45:00;1;59;76;40;29;2;2
2020-06-15 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 06:15:00;0;95;94;43;38;4;4
2020-06-15 06:30:00;2;114;101;55;46;7;7
2020-06-15 06:45:00;10;114;115;63;56;3;3
2020-06-15 07:00:00;7;142;137;60;50;3;3
2020-06-15 07:15:00;20;175;158;78;74;11;11
2020-06-15 07:30:00;20;107;159;89;104;3;3
2020-06-15 07:45:00;18;77;138;116;95;5;5
2020-06-15 08:00:00;9;132;153;92;81;5;5
2020-06-15 08:15:00;5;113;104;103;89;3;3
2020-06-15 08:30:00;4;112;101;105;96;4;4
2020-06-15 08:45:00;10;115;103;95;126;4;4
2020-06-15 09:00:00;1;115;102;84;94;2;2
2020-06-15 09:15:00;1;111;88;104;110;4;4
2020-06-15 09:30:00;0;121;102;97;81;4;4
2020-06-15 09:45:00;9;126;110;107;103;4;4
2020-06-15 10:00:00;3;107;86;123;110;3;3
2020-06-15 10:15:00;2;111;107;98;103;4;4
2020-06-15 10:30:00;4;120;107;128;121;5;5
2020-06-15 10:45:00;7;109;103;133;127;2;2
2020-06-15 11:00:00;21;117;107;108;119;3;4
2020-06-15 11:15:00;30;107;98;105;104;2;2
2020-06-15 11:45:00;14;121;96;113;123;5;5
2020-06-15 12:00:00;75;112;82;99;118;3;3
2020-06-15 12:15:00;7;117;93;120;133;3;3
2020-06-15 12:30:00;23;112;95;138;135;4;4
2020-06-15 12:45:00;3;118;93;130;123;2;3
2020-06-15 13:00:00;21;119;103;118;142;2;2
2020-06-15 13:15:00;18;115;113;127;158;9;9
2020-06-15 13:30:00;7;141;119;104;103;7;7
2020-06-15 13:45:00;25;117;126;122;131;2;2
2020-06-15 14:00:00;14;135;103;120;124;3;3
2020-06-15 14:30:00;8;110;101;118;152;5;5
2020-06-15 14:45:00;11;153;114;148;168;3;3
2020-06-15 15:00:00;4;112;101;122;149;2;2
2020-06-15 15:15:00;12;112;99;136;148;5;5
2020-06-15 15:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 15:45:00;7;119;103;144;170;5;6
2020-06-15 16:00:00;38;116;102;155;178;3;3
2020-06-15 16:15:00;13;114;90;162;192;3;3
2020-06-15 16:30:00;2;136;98;157;171;3;3
2020-06-15 16:45:00;11;122;104;148;167;8;8
2020-06-15 17:00:00;14;131;106;125;155;3;3
2020-06-15 17:15:00;4;109;77;155;184;3;3
2020-06-15 17:30:00;7;121;92;133;160;5;5
2020-06-15 17:45:00;5;103;97;149;160;4;4
2020-06-15 18:00:00;19;117;101;125;140;2;2
2020-06-15 18:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 18:30:00;0;84;67;106;109;4;4
2020-06-15 18:45:00;1;107;86;101;94;4;4
2020-06-15 19:00:00;5;70;68;80;82;3;3
2020-06-15 19:15:00;4;67;63;71;65;3;3
2020-06-15 19:30:00;1;68;51;73;55;5;5
2020-06-15 19:45:00;11;62;69;58;52;2;2
2020-06-15 20:00:00;0;51;52;69;51;3;3
2020-06-15 20:15:00;2;57;49;70;39;2;2
2020-06-15 20:30:00;0;54;33;47;32;3;3
2020-06-15 20:45:00;0;51;43;56;25;1;1
2020-06-15 21:00:00;0;63;58;44;45;3;3
2020-06-15 21:15:00;1;52;41;42;32;0;0
2020-06-15 21:30:00;8;31;24;46;34;1;1
2020-06-15 21:45:00;0;27;12;51;46;0;0
2020-06-15 22:00:00;0;21;29;68;70;2;2
2020-06-15 22:15:00;0;18;16;45;50;1;1
2020-06-15 22:30:00;0;27;15;29;21;2;2
2020-06-15 22:45:00;0;15;14;23;22;0;0
2020-06-15 23:00:00;0;18;12;13;7;2;2
2020-06-15 23:15:00;0;16;18;13;8;0;0
2020-06-15 23:30:00;0;10;7;13;8;1;1
2020-06-15 23:45:00;0;7;7;10;3;0;0
