DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-08-25 00:00:00;6;5;0;5;6;4;7;4;6;4
2020-08-25 00:15:00;9;7;1;12;10;3;10;8;8;7
2020-08-25 00:30:00;7;1;2;7;7;1;6;5;1;7
2020-08-25 00:45:00;7;4;0;7;6;1;6;8;4;7
2020-08-25 01:00:00;10;5;0;7;9;1;8;9;4;9
2020-08-25 01:15:00;4;2;3;2;6;2;7;4;3;6
2020-08-25 01:30:00;2;2;0;3;2;0;2;3;2;2
2020-08-25 01:45:00;8;5;0;4;4;0;4;3;3;6
2020-08-25 02:00:00;2;1;0;8;5;1;6;7;1;2
2020-08-25 02:15:00;3;3;0;4;3;3;5;4;2;3
2020-08-25 02:30:00;4;2;1;4;4;0;4;3;2;3
2020-08-25 02:45:00;5;4;0;2;4;0;4;1;4;4
2020-08-25 03:00:00;5;1;0;0;0;0;0;0;1;5
2020-08-25 03:15:00;3;2;0;5;6;1;5;3;2;2
2020-08-25 03:30:00;3;2;0;3;3;0;4;2;2;3
2020-08-25 03:45:00;6;0;1;2;1;1;1;2;1;7
2020-08-25 04:00:00;2;4;4;4;5;0;5;2;3;1
2020-08-25 04:15:00;6;5;1;5;6;1;6;3;4;6
2020-08-25 04:30:00;7;5;1;9;11;1;10;6;5;7
2020-08-25 04:45:00;8;7;2;7;8;2;10;6;8;6
2020-08-25 05:00:00;17;5;4;7;21;3;21;8;11;19
2020-08-25 05:15:00;21;12;4;18;34;4;36;22;14;19
2020-08-25 05:30:00;33;20;1;31;49;13;55;31;23;29
2020-08-25 05:45:00;33;11;3;49;57;6;59;50;16;28
2020-08-25 06:00:00;34;15;3;39;42;7;43;36;16;28
2020-08-25 06:15:00;41;43;3;64;63;18;71;59;42;40
2020-08-25 06:30:00;42;30;7;92;77;12;74;87;30;43
2020-08-25 06:45:00;55;30;5;94;81;14;79;88;30;48
2020-08-25 07:00:00;46;34;13;95;92;12;96;87;35;44
2020-08-25 07:15:00;46;32;8;68;76;15;79;61;31;41
2020-08-25 07:30:00;48;34;8;93;88;20;87;84;35;50
2020-08-25 07:45:00;56;51;9;86;89;21;91;78;50;46
2020-08-25 08:00:00;49;32;7;67;77;16;86;58;33;36
2020-08-25 08:15:00;64;39;12;57;69;22;79;52;37;52
2020-08-25 08:30:00;49;43;8;68;87;20;90;61;48;39
2020-08-25 08:45:00;62;44;11;66;101;21;102;57;45;57
2020-08-25 09:00:00;58;49;4;66;69;13;72;64;46;41
