DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-02-20 00:00:00;11;7;3;0;3;3;0
2020-02-20 00:15:00;7;4;5;1;9;5;0
2020-02-20 00:30:00;5;6;1;4;7;5;0
2020-02-20 00:45:00;6;4;3;1;5;3;0
2020-02-20 01:00:00;3;1;1;1;4;3;0
2020-02-20 01:15:00;3;5;2;1;3;4;0
2020-02-20 01:30:00;1;2;1;1;6;1;0
2020-02-20 01:45:00;7;7;6;0;8;7;0
2020-02-20 02:00:00;2;2;1;2;7;5;0
2020-02-20 02:15:00;3;4;3;0;7;5;0
2020-02-20 02:30:00;0;0;0;1;8;4;0
2020-02-20 02:45:00;5;8;7;2;12;7;0
2020-02-20 03:00:00;3;3;3;2;5;0;0
2020-02-20 03:15:00;7;7;2;2;3;2;0
2020-02-20 03:30:00;6;2;1;5;4;5;0
2020-02-20 03:45:00;5;5;3;2;8;1;0
2020-02-20 04:00:00;2;1;0;0;11;10;0
2020-02-20 04:15:00;11;9;7;6;3;3;0
2020-02-20 04:30:00;9;13;11;5;11;2;0
2020-02-20 04:45:00;13;5;3;3;17;12;0
2020-02-20 05:00:00;22;8;7;8;22;13;0
2020-02-20 05:15:00;35;25;20;13;22;5;0
2020-02-20 05:30:00;40;31;25;8;35;14;0
2020-02-20 05:45:00;56;43;36;11;64;44;0
2020-02-20 06:00:00;51;33;28;19;61;29;0
2020-02-20 06:15:00;87;42;32;24;57;24;0
2020-02-20 06:30:00;75;50;46;20;71;43;0
2020-02-20 06:45:00;120;67;69;23;107;49;0
2020-02-20 07:00:00;121;63;65;41;93;36;1
2020-02-20 07:15:00;124;67;63;43;83;39;0
2020-02-20 07:30:00;134;60;60;44;125;36;0
2020-02-20 07:45:00;104;67;72;62;101;45;1
2020-02-20 08:00:00;93;67;63;51;89;46;3
2020-02-20 08:15:00;67;54;50;41;88;53;3
2020-02-20 08:30:00;91;53;48;44;75;50;2
2020-02-20 08:45:00;93;53;48;33;85;49;1
2020-02-20 09:00:00;76;34;30;40;74;47;1
2020-02-20 09:15:00;61;54;45;35;63;44;0
2020-02-20 09:30:00;74;43;34;31;61;38;0
2020-02-20 09:45:00;76;53;46;40;78;41;1
2020-02-20 10:00:00;86;55;52;31;67;47;2
2020-02-20 10:15:00;73;48;41;37;85;41;1
2020-02-20 10:30:00;78;48;40;131;78;49;0
2020-02-20 10:45:00;72;46;45;33;72;43;0
2020-02-20 11:00:00;74;41;30;42;77;35;0
2020-02-20 11:15:00;78;54;47;37;99;55;2
2020-02-20 11:30:00;61;43;38;39;78;47;1
2020-02-20 11:45:00;71;46;40;38;85;48;2
2020-02-20 12:00:00;61;48;36;55;92;58;4
2020-02-20 12:15:00;63;52;42;33;79;53;2
2020-02-20 12:30:00;79;54;42;25;78;40;2
2020-02-20 12:45:00;68;41;37;54;74;53;3
2020-02-20 13:00:00;65;36;34;54;88;53;7
2020-02-20 13:15:00;83;43;41;35;105;57;2
2020-02-20 13:30:00;74;40;37;44;83;61;0
2020-02-20 13:45:00;69;54;44;37;90;51;3
2020-02-20 14:00:00;94;60;52;45;106;51;0
2020-02-20 14:15:00;83;38;39;42;90;61;0
2020-02-20 14:30:00;101;49;43;47;103;53;2
2020-02-20 14:45:00;78;59;55;45;108;44;3
2020-02-20 15:00:00;96;42;39;34;92;50;0
2020-02-20 15:15:00;98;53;46;37;92;45;1
2020-02-20 15:30:00;89;56;50;63;125;59;1
2020-02-20 15:45:00;106;55;53;49;113;54;3
2020-02-20 16:00:00;94;62;62;90;121;60;2
2020-02-20 16:15:00;83;69;65;64;117;63;0
2020-02-20 16:30:00;105;60;61;58;141;59;1
2020-02-20 16:45:00;94;65;60;54;98;48;0
2020-02-20 17:00:00;71;50;49;80;122;57;1
2020-02-20 17:15:00;76;47;41;61;92;36;1
2020-02-20 17:30:00;65;51;50;42;115;38;1
2020-02-20 17:45:00;56;38;33;38;77;33;0
2020-02-20 18:00:00;61;40;34;76;95;37;1
2020-02-20 18:15:00;69;33;31;22;68;32;1
2020-02-20 18:30:00;59;32;26;24;54;28;0
2020-02-20 18:45:00;49;26;23;39;65;19;0
2020-02-20 19:00:00;40;30;22;9;48;33;0
2020-02-20 19:15:00;31;21;21;9;60;19;1
2020-02-20 19:30:00;29;13;8;5;48;14;0
2020-02-20 19:45:00;29;22;18;3;42;16;0
2020-02-20 20:00:00;26;21;15;6;38;15;0
2020-02-20 20:15:00;27;24;19;7;39;16;0
2020-02-20 20:30:00;17;8;7;4;30;15;0
2020-02-20 20:45:00;36;17;9;8;33;17;0
2020-02-20 21:00:00;33;14;9;8;28;11;0
2020-02-20 21:15:00;29;12;9;9;28;12;0
2020-02-20 21:30:00;25;11;7;9;22;7;0
2020-02-20 21:45:00;18;7;5;9;31;8;0
2020-02-20 22:00:00;19;8;7;8;37;10;0
2020-02-20 22:15:00;23;10;6;12;34;10;0
2020-02-20 22:30:00;9;7;6;7;18;6;0
2020-02-20 22:45:00;13;9;3;3;16;5;0
2020-02-20 23:00:00;15;7;5;1;15;4;0
2020-02-20 23:15:00;13;7;4;5;16;13;0
2020-02-20 23:30:00;11;4;3;2;8;5;0
2020-02-20 23:45:00;6;3;2;5;16;11;0
