DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-12-26 00:00:00;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-12-26 00:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 00:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 01:15:00;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
2020-12-26 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 01:45:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 02:15:00;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-12-26 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 03:15:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 03:30:00;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 04:00:00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-12-26 04:15:00;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 04:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 04:45:00;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-12-26 05:00:00;0;2;2;0;0;1;0;0;1;0;0;2;0;0;0;0;0
2020-12-26 05:15:00;0;1;1;0;0;1;0;0;2;0;0;2;0;0;0;0;0
2020-12-26 05:30:00;5;2;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
2020-12-26 05:45:00;1;0;5;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2020-12-26 06:00:00;0;1;1;0;0;1;0;0;2;0;3;1;0;0;0;0;0
2020-12-26 06:15:00;0;8;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-12-26 06:30:00;2;4;1;0;0;2;0;0;2;0;2;2;0;0;0;0;0
2020-12-26 06:45:00;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
2020-12-26 07:00:00;0;1;3;0;0;4;0;0;4;0;0;2;0;0;0;0;0
2020-12-26 07:15:00;3;7;1;0;0;6;0;0;7;0;0;0;0;0;0;0;0
2020-12-26 07:30:00;0;2;5;0;0;2;0;0;2;0;1;0;0;0;0;0;0
2020-12-26 07:45:00;1;2;2;0;0;4;0;0;5;0;2;2;0;0;0;0;0
2020-12-26 08:00:00;0;8;1;1;1;2;1;0;3;0;0;1;0;0;0;0;0
2020-12-26 08:15:00;0;7;2;0;0;7;0;0;7;0;1;1;0;0;0;0;0
2020-12-26 08:30:00;1;5;8;2;0;4;1;0;4;1;1;2;0;0;0;0;0
2020-12-26 08:45:00;3;13;3;0;0;10;0;0;9;0;0;1;0;0;0;0;0
2020-12-26 09:00:00;2;12;2;0;0;4;0;0;4;0;2;1;0;0;0;0;0
